행정동명,관리번호,설치장소,소재지도로명주소,소재지지번주소,수량,관리기관(부서),연락처,구군명,데이터기준일자,위도,경도
중2동,중2동-9,아남하이츠4차,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160402,129.175803
중2동,중2동-10,경동메르빌골드,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.159184,129.176067
중2동,중2동-11,일신하일라빌라3차,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.158705,129.176827
중2동,중2동-12,해마루,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.16545,129.190878
중2동,중2동-13,해동ace빌라,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.158324,129.177874
중2동,중2동-14,추리문학관,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161563,129.183327
중2동,중2동-15,달빛공원,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,37.402728,126.649371
중2동,중2동-16,베니시모,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160242,129.17558
중2동,중2동-17,유림노르웨이,,중동 1821,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160474,129.174112
중2동,중2동-18,유림노르웨이,,중동 1821,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160474,129.174112
중2동,중2동-19,달맞이 빌라,,중동 1506-6,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160757,129.176297
중2동,중2동-20,해운대 교회,,중동 1807,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161886,129.175589
중2동,중2동-21,해운대 교회,,중동 1807,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161974,129.175922
중2동,중2동-22,해운대 교회,,중동 1807,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161899,129.175783
중2동,중2동-23,청사포교차로,,중동 산 18-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160656,129.192532
중2동,중2동-24,광덕어린이집,,중동 산 19-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.163415,129.187441
중2동,중2동-25,청사포철길,,중동 573-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160113,129.170706
중2동,중2동-26,그린힐하이츠빌라,,중동 1426-32,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161747,129.189688
중2동,중2동-27,청사포설빙,,중동 497,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.162764,129.190281
중2동,중2동-28,메종드벨펜션,,중동 430,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.162332,129.188447
중2동,중2동-29,양우내안애,,중동 1536,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.162107,129.178002
중2동,중2동-30,양우내안애,,중동 1536,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.162133,129.177882
중2동,중2동-31,오픈스페이스배,,중동 산 42-20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.156292,129.178306
중2동,중2동-32,카페반,,중동 산 42-20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.156881,129.179677
중2동,중2동-33,베이비유,,중동 산 42-20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.157183,129.18111
중2동,중2동-34,속시원한대구탕,,중동 산 42-20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161082,129.184387
중2동,중2동-35,비비비당,,중동 산 27-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.162811,129.185123
중2동,중2동-36,라벨라치타,,중동 669-5,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161778,129.187226
중2동,중2동-37,중동669-5 인근,,중동669-5 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161751,129.187224
중2동,중2동-38,중동 산 34-2,,중동 산 34-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161423,129.188583
중2동,중2동-39,청사포 고개초입,,중동 산 19-14,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160626,129.19277
중2동,중2동-40,동백초 후문,,중동,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.164188,129.180926
중2동,중2동-41,동백초 후문,,중동,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.164182,129.180804
중2동,중2동-42,오양 까멜리아 앞,,중동 1517-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.164038,129.184593
중2동,중2동-43,동경빌라 앞,,중동 1536,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.160985,129.172087
중2동,중2동-44,미포오거리1,,중동 938-7,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161031,129.172106
중2동,중2동-45,한신빌리지 105동 위,,중동 산 106-14,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.16035,129.172672
중2동,중2동-46,알퐁스도데 앞,,중동 산 108-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.159691,129.17336
중2동,중2동-47,호텔일루아 앞,,중동 산 108-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.158964,129.174531
중2동,중2동-48,해운대 기와집 앞,,중동 산 108-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.158112,129.174329
중2동,중2동-49,중동 산115-3삼거리,,중동 산 115-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.158223,129.175249
중2동,중2동-50,달맞이 베네치아 앞,,중동 산 115-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.154233,129.146127
중2동,중2동-51,해월정 입구,,중동 산 115-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.156798,129.181645
중2동,중2동-52,태양의 집 앞,,중동 산 21-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.163778,129.185332
중2동,중2동-53,힐마루요양병원 앞,,중동 1535-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.164044,129.185153
중2동,중2동-54,중동 산18-6 삼거리 앞,,중동 산18-6 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161757,129.173725
중2동,중2동-55,중동 산14-3주변,,중동 산14-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.844542,128.61192
중2동,중2동-56,중동 산12-2주변,,중동 산12-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.165388,129.190295
중2동,중2동-57,중동 산13-2주변,,중동 산13-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.161949,129.177747
좌2동,좌2동-1,신곡중학교 사거리,,좌2동 1454,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.167997,129.181869
좌2동,좌2동-2,신곡중학교 사거리,,좌2동 1329,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.167852,129.181924
좌2동,좌2동-3,락희상가 인근,,좌2동 1454,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.166375,129.18358
좌2동,좌2동-4,좌2동1317 중국집 인근,,좌2동 1317,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.168415,129.179365
좌2동,좌2동-5,두산위브 209동 인근,,좌2동 1319,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.167832,129.180749
좌2동,좌2동-6,청사포입구 사거리,,좌2동 1450,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.164611,129.185744
좌4동,좌4동-1,좌동1391 부근,,좌동 1391,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181369,129.16905
좌4동,좌4동-2,좌동1391 부근,,좌동 1391,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181378,129.169031
좌4동,좌4동-3,좌동1391 부근,,좌동 1391,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181467,129.169057
좌4동,좌4동-4,좌동1393 부근,,좌동 1393 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.17995,129.168714
좌4동,좌4동-5,좌동1393 부근,,좌동 1393 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.180032,129.168771
좌4동,좌4동-6,좌동1400 부근,,좌동 1400 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.18109,129.175978
좌4동,좌4동-7,좌동1400 부근,,좌동 1400 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179988,129.16875
좌4동,좌4동-8,좌동1384 부근,,좌동 1384 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181107,129.175976
좌4동,좌4동-9,좌동1373 부근,,좌동1373 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175379,129.166839
좌4동,좌4동-10,좌동1373 부근,,좌동1373 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,129.166839,129.166842
좌4동,좌4동-11,좌동1373 부근,,좌동1373 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.17539,129.166815
좌4동,좌4동-12,좌동1373 부근,,좌동1373 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175379,129.166818
좌4동,좌4동-13,좌동1384 부근,,좌동1384,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175384,129.168434
송정동,송정동-1,송정1로 8번길(우림필유),,송정1로 8번길,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189621,129.199116
송정동,송정동-2,송정광어골로 141-8,,송정광어골로 141-8,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.178153,129.198147
송정동,송정동-3,협성 파라다이스 밑,,송정광어골로 82번길 80,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.176765,129.19566
송정동,송정동-4,협성파라다이스 앞,,송정광어골로 82번길 80,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.176826,129.195799
송정동,송정동-5,해운대경보이리스힐,,송정광어골로 82번길 85-11,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.177311,129.195089
송정동,송정동-6,해운대방범순찰대 주변,,송정광어골로 82번길 34,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.174935,129.195695
송정동,송정동-7,해운대방범순찰대 주변,,송정광어골로 82번길 16,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.177785,129.195013
송정동,송정동-8,송정고개,,송정동 산 80-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.166352,129.191491
송정동,송정동-9,송정고개,,송정동 산 87-14,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.167007,129.190837
송정동,송정동-10,송정고개,,송정동 산 87-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.169337,129.190718
송정동,송정동-11,송정고개,,송정동 산 86-8,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.170492,129.193525
송정동,송정동-12,송정고개,,송정동 산 86-17,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.171695,129.194376
송정동,송정동-13,송정고개,,송정동 산 86-5,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175065,129.194333
송정동,송정동-14,송정고개,,송정동 산 86-11,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175112,129.194519
송정동,송정동-15,송정고개,,송정동 산 86-11,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175008,129.194421
송정동,송정동-16,송정고개,,송정동 산 86-11,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175293,129.194583
송정동,송정동-17,송정고개,,송정동 산 86-11,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175147,129.19453
송정동,송정동-18,송정고개,,송정동 산 86-30,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.177966,129.193104
송정동,송정동-19,송정고개,,송정동 산 53-29,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179226,129.194788
송정동,송정동-20,송정고개,,송정동 산 56-13,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179691,129.196182
송정동,송정동-21,송정동 산 53-29 두타사 입구,,송정동 산53-29,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179846,129.192867
송정동,송정동-22,송정동 733-4 주변,,송정동 733-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.175419,129.194616
송정동,송정동-23,송정동 310-19,,송정동 310-19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179803,129.1968
송정동,송정동-24,송정동 302-21 그린조이 앞,,송정동 302-21 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.180602,129.198047
송정동,송정동-25,송정동 460-2 세양@앞,,송정동460-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.180264,129.19761
반여1동,반여1동-1,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196288,129.124877
반여1동,반여1동-2,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19646,129.12453
반여1동,반여1동-3,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19632,129.124664
반여1동,반여1동-4,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196627,129.124331
반여1동,반여1동-5,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196614,129.124229
반여1동,반여1동-6,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196675,129.124326
반여1동,반여1동-7,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196592,129.124285
반여1동,반여1동-8,센텀롯데캐슬2차 인근도로 일대,,반여1동 1660,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196666,129.124305
반여1동,반여1동-9,센텀롯데캐슬2차 인근도로 일대,,반여동 1655,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.196337,129.124742
반여2동,반여2동-1,재반로211번길 62,,재반로211번길 62,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195733,129.127444
반여2동,반여2동-2,재반로211번길 62,,재반로 211번길 62,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195789,129.127446
반여2동,반여2동-3,재반로 197 파출소 인근,,재반로 197,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.194891,129.130426
반여2동,반여2동-4,반여시장 입구,,해운대로 61번길 97-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195049,129.129257
반여2동,반여2동-5,기로경로당,,해운대로 61번길 87,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195202,129.128114
반여2동,반여2동-6,더샾센텀그린아파트 정문,,해운대로 61번길 73,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.214399,129.122796
반여2동,반여2동-7,반여중앙교회 옆,,재반로212번길 46,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195369,129.132822
반여2동,반여2동-8,재반로212번길 49 인근,,재반로212번길 49 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.195128,129.133012
반여2동,반여2동-9,재반로184번길 64인근,,재반로184번길 64,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.194259,129.133506
반여2동,반여2동-10,재반로184번길 62 맞은편,,재반로184번길 62 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.194239,129.133365
반여2동,반여2동-11,재반로184번길 54 맞은편,,재반로184번길 54 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193863,129.132089
반여2동,반여2동-12,재반로184번길 42 맞은편,,재반로184번길 42 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193776,129.132644
반여2동,반여2동-13,재반로184번길 29,,재반로184번길 29,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19401,129.132009
반여2동,반여2동-14,재반로184번길 20,,재반로184번길20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19379,129.131534
반여2동,반여2동-15,재반로196번길 10,,재반로196번길 10,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.194643,129.131154
반여3동,반여3동-1,재반로256번길 29-70 지하,,반여3동 1591-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.20102,129.133522
반여3동,반여3동-2,재반로282번길 56 맞은편,,반여3동 1575-12,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.202549,129.134795
반여3동,반여3동-3,재반로282번길 38 맞은편,,반여동 1575-78,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.20202,129.133821
반여3동,반여3동-4,재반로 일대-새마을지도자 초소 앞,,반여동 산 378,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.20209,", 129.131759"
반여3동,반여3동-5,재반로 일대-(구)반여3동우체국 위,,반여3동 1603-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.201111,129.131502
반여3동,반여3동-6,재반로 일대-청정생오리 앞,,반여동 1602-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.201287,129.131889
반여3동,반여3동-7,재반로 일대-일신여객 앞,,반여3동 1602-8,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.200153,129.131805
반여3동,반여3동-8,재반로242번길 31,,재반로242번길 31,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.198651,129.133118
반여3동,반여3동-9,재반로282번길 83 내리막길 입구,,재반로282번길 83 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.20211,129.136022
반여3동,반여3동-10,재반로282번길 113,,재반로282번길 113,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.201678,129.136791
반여3동,반여3동-11,재반로282번길 112,,재반로282번길 112,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.201188,129.135854
반여3동,반여3동-12,재반로242번길 51-10 내리막길,,재반로242번길 51-10 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.198895,129.135295
반여3동,반여3동-13,재반로242번길 41 2동 앞,,재반로242번길 41,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.198915,129.133857
반여4동,반여4동-1,반여동 1545-4 인근(명품셀프세차장 옆),,반여동 1545-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.204389,129.115399
반여4동,반여4동-2,반여동1545-4 인근(박가면가 맞은 편),,반여동 1545-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.204355,129.114694
반여4동,반여4동-3,반여동1545-4 인근(안락중앙교회 앞),,반여동 1545-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.204767,129.112256
반여4동,반여4동-4,반여동1545-4 인근(안락중앙교회 위 삼거리),,반여동 1545-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.204795,129.111363
반여4동,반여4동-5,반여동 1545-4 인근(맛나감자탕 아래),,반여동 1545-4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.206539,129.117718
반송1동,반송1동-1,반송동250-1761(성주탕 앞),,반송동250-1761,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221877,129.15182
반송1동,반송1동-2,아랫반송로 79번길 6-18 앞,,아랫반송로 79번길 6-18,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220802,129.152782
반송1동,반송1동-3,아랫반송로 96-3 앞,,아랫반송로 96-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219911,129.153361
반송1동,반송1동-4,반송동 785-20(영산대학교 입구),,반송동 785-20,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.223587,129.153233
반송1동,반송1동-5,반송동 250-2830,,반송동 250-2830,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221572,129.15304
반송1동,반송1동-6,반송동 250-2361(어린이놀이터 앞),,반송동 250-2361,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221134,129.153083
반송1동,반송1동-7,반송동 산 51-292(2공영주차장 앞),,반송동 산 51-292,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219483,129.154737
반송1동,반송1동-8,반송동 250-2959(반송1동 체육공원 앞),,반송동 250-2959,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.222527,129.153357
반송1동,반송1동-9,반송동 250-2951(반송1동 체육공원 앞),,반송동 250-2951,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.222511,129.153398
반송1동,반송1동-10,반송동 250-2881(한주빌라 앞),,반송동 250-2881,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219663,129.152728
반송1동,반송1동-11,반송동 250-2921,,반송동 250-2921,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.222494,129.153384
반송1동,반송1동-12,반송동 250-2846(아이별꽃어린이집 옆),,반송동 250-2846,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220271,129.151022
반송1동,반송1동-13,반송동 250-2845(아이별꽃어린이집 앞 교통섬),,반송동 250-2845,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220218,129.150762
반송1동,반송1동-14,반송동 산 51-336(부산자원 옆),,반송동 산 51-336,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220494,129.149805
반송1동,반송1동-15,아랫반송로 70번길 71(용수사 앞),,아랫반송로 70번길 71,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220872,129.149745
반송1동,반송1동-16,아랫반송로 70번길 70-11 앞,,아랫반송로 70번길 70-11 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.220878,129.149744
반송1동,반송1동-17,아랫반송로 60번길 79-4 앞,,아랫반송로 60번길 79-4 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221925,129.147282
반송1동,반송1동-18,반송동 744-298,,반송동 744-298,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221549,129.148027
