위도,경도,amenity,name,addr:full,phone,source,source:date
37.49745413,126.6719336,pharmacy,정온누리약국,"인천광역시 서구 가정로 142-1, 1층 (가좌동, 호진빌딩)",032-577-7606,공공데이터포털,2020-08-28
37.50971766,126.6703819,pharmacy,성민대학약국,"인천광역시 서구 길주로75번길 35, 1층 (석남동)",032-571-2812,공공데이터포털,2020-08-28
37.50947696,126.6698093,pharmacy,플러스약국,"인천광역시 서구 칠천왕로33번길 18, 1층 (석남동)",032-575-9917,공공데이터포털,2020-08-28
37.53205115,126.6502542,pharmacy,건강약국,"인천광역시 서구 중봉대로 588, 503호 (청라동, 청라센트럴프라자)",032-569-7718,공공데이터포털,2020-08-28
37.5421626,126.6783384,pharmacy,한마음한약국,"인천광역시 서구 심곡로 79, 3층 (심곡동, 우정상가)",032-501-1145,공공데이터포털,2020-08-28
37.51279252,126.6786298,pharmacy,우리약국,"인천광역시 서구 서달로 159, 102호 (석남동)",032-579-8150,공공데이터포털,2020-08-28
37.55057562,126.6740933,pharmacy,연희연세약국,"인천광역시 서구 서곶로369번길 24, 1층 (연희동)",032-566-9380,공공데이터포털,2020-08-28
37.53371902,126.6401206,pharmacy,마음편한약국,"인천광역시 서구 청라루비로 95, 108호 (경서동, 경연프라자)",032-561-0524,공공데이터포털,2020-08-28
37.60192471,126.6565702,pharmacy,검단미래안약국,"인천광역시 서구 검단로 469, 101호 (왕길동)",032-566-9037,공공데이터포털,2020-08-28
37.60282476,126.656486,pharmacy,착한약국,"인천광역시 서구 완정로 180, 1층 (마전동, 동화빌딩)",032-563-7803,공공데이터포털,2020-08-28
37.54212114,126.6826957,pharmacy,토마토약국,"인천광역시 서구 심곡로100번길 17-3, 1~3층 (심곡동)",032-567-5860,공공데이터포털,2020-08-28
37.59237916,126.6705672,pharmacy,미소탑약국,"인천광역시 서구 청마로 17, 104~105호 (당하동, 준성빌딩)",032-566-0182,공공데이터포털,2020-08-28
37.55035498,126.6737011,pharmacy,연세온누리약국,"인천광역시 서구 승학로 321, 1층 (연희동)",032-561-2212,공공데이터포털,2020-08-28
37.53400038,126.6528893,pharmacy,대명약국,"인천광역시 서구 청라라임로 71, 111호 (연희동, 진영메디피아)",032-569-5213,공공데이터포털,2020-08-28
37.60164249,126.6571075,pharmacy,산들약국,"인천광역시 서구 검단로 474, 102호 (왕길동, 뷰비스타운)",032-564-9133,공공데이터포털,2020-08-28
37.53207737,126.6368353,pharmacy,호수약국,"인천광역시 서구 크리스탈로 78, 105호 (경서동, 엘림존)",032-567-6756,공공데이터포털,2020-08-28
37.54935999,126.6757671,pharmacy,백제당약국,"인천광역시 서구 연희로 12, 1층 (연희동)",032-562-3049,공공데이터포털,2020-08-28
37.53666906,126.6569939,pharmacy,포도나무약국,"인천광역시 서구 청라에메랄드로 134, 104-1호 (청라동, 호반베르디움)",070-4187-3625,공공데이터포털,2020-08-28
37.59069418,126.6729636,pharmacy,함께약국,"인천광역시 서구 서곶로 823, 1층 (당하동)",032-567-3828,공공데이터포털,2020-08-28
37.54415555,126.6736638,pharmacy,복지온누리약국,"인천광역시 서구 탁옥로 37, 1층 107호 (심곡동, 우리타워)",032-568-5538,공공데이터포털,2020-08-28
37.54357481,126.6765143,pharmacy,녹십자약국,"인천광역시 서구 서곶로 293, 1층 (심곡동)",032-566-8600,공공데이터포털,2020-08-28
37.59323055,126.6976601,pharmacy,원당연세약국,"인천광역시 서구 원당대로 866, 201호 (당하동, 세브란스빌딩)",032-569-2773,공공데이터포털,2020-08-28
37.54485736,126.6816291,pharmacy,제일약국,"인천광역시 서구 심곡로 133, 111호 (심곡동, 대동상가)",032-564-8421,공공데이터포털,2020-08-28
37.50668159,126.6720192,pharmacy,시온약국,인천광역시 서구 길주로 91 (석남동),032-572-8279,공공데이터포털,2020-08-28
37.54229205,126.68267,pharmacy,크린팜대학약국,"인천광역시 서구 심곡로100번길 17-5, 1층 (심곡동)",032-567-8874,공공데이터포털,2020-08-28
37.49694872,126.6831382,pharmacy,에버그린약국,"인천광역시 서구 건지로 371, 1층 1호 (가좌동)",032-582-7799,공공데이터포털,2020-08-28
37.52563936,126.6309678,pharmacy,용한약국,"인천광역시 서구 옥빛로 4, 103,4호 (경서동)",032-561-0501,공공데이터포털,2020-08-28
37.56670028,126.6826369,pharmacy,동안약국,"인천광역시 서구 승학로 567, 101호 (검암동)",070-7768-6776,공공데이터포털,2020-08-28
37.61358187,126.6603702,pharmacy,참조은약국,"인천광역시 서구 마전로5번길 22-1, 101호 (마전동)",032-438-8866,공공데이터포털,2020-08-28
37.60274932,126.6546075,pharmacy,검단제일약국,"인천광역시 서구 완정로 197, 103,104호 (왕길동)",032-564-1588,공공데이터포털,2020-08-28
37.53336714,126.6502984,pharmacy,청라미래약국,"인천광역시 서구 중봉대로 602, 1층 (청라동)",032-715-6038,공공데이터포털,2020-08-28
37.51848254,126.6726021,pharmacy,비타민약국,"인천광역시 서구 가정로 375, 310~311호 (신현동, 금강아미움)",032-575-8899,공공데이터포털,2020-08-28
37.51738973,126.6731757,pharmacy,굿모닝약국,인천광역시 서구 가정로 364-1 (가정동),032-579-7571,공공데이터포털,2020-08-28
37.5968799,126.6993178,pharmacy,경희기경한약국,"인천광역시 서구 고산후로 148, 1층 일부 (원당동)",032-561-1887,공공데이터포털,2020-08-28
37.51091113,126.6723515,pharmacy,석남우리약국,인천광역시 서구 가정로 291 (석남동),032-575-6006,공공데이터포털,2020-08-28
37.51723621,126.6731445,pharmacy,열린약국,"인천광역시 서구 가정로 364, 1층 (가정동)",032-579-4242,공공데이터포털,2020-08-28
37.50382375,126.6718775,pharmacy,행복한약국,인천광역시 서구 가정로 213 (석남동),032-576-5100,공공데이터포털,2020-08-28
37.59265303,126.6967643,pharmacy,미약국,"인천광역시 서구 고산후로95번길 20, 108~109호 (당하동, 힘찬프라자)",032-568-8998,공공데이터포털,2020-08-28
37.48974089,126.6799402,pharmacy,한샘약국,"인천광역시 서구 원적로 29, 나동 4호 (가좌동, 한샘상가)",032-583-1536,공공데이터포털,2020-08-28
37.50987002,126.6695083,pharmacy,성민메디칼약국,인천광역시 서구 신석로 68 (석남동),032-577-6245,공공데이터포털,2020-08-28
37.5334429,126.6529899,pharmacy,청라유명약국,"인천광역시 서구 청라라임로 65, 108호 (청라동, 라임타워)",032-563-0605,공공데이터포털,2020-08-28
37.59208742,126.6726672,pharmacy,검단튼튼약국,"인천광역시 서구 청마로19번길 20, 103호 (당하동)",032-569-7535,공공데이터포털,2020-08-28
37.53030251,126.6478306,pharmacy,마트약국,"인천광역시 서구 청라커낼로 252, A동 140호 (경서동, 롯데캐슬)",070-4120-1403,공공데이터포털,2020-08-28
37.59328607,126.6742991,pharmacy,프라자약국,"인천광역시 서구 원당대로 660, 101-1호 (당하동)",032-565-8106,공공데이터포털,2020-08-28
37.53237628,126.6487436,pharmacy,이도약국,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",032-562-8050,공공데이터포털,2020-08-28
37.53205115,126.6502542,pharmacy,봄약국,"인천광역시 서구 중봉대로 588, 302-1호 (연희동, 청라센트럴프라자)",032-565-3419,공공데이터포털,2020-08-28
37.52530117,126.6297748,pharmacy,태평양약국,"인천광역시 서구 푸른로 3, 104호 (경서동)",032-564-8070,공공데이터포털,2020-08-28
37.51887016,126.673421,pharmacy,한솔약국,"인천광역시 서구 가정로 382 (가정동, 새인천상가)",032-572-7633,공공데이터포털,2020-08-28
37.60247456,126.6542161,pharmacy,누리약국,"인천광역시 서구 검단로445번길 18, 107-1호 (왕길동, SM프라자)",032-567-0344,공공데이터포털,2020-08-28
37.60262669,126.6596718,pharmacy,사랑온누리약국,"인천광역시 서구 검단로 500 (마전동, 플러스빌딩)",032-568-5706,공공데이터포털,2020-08-28
37.50329226,126.6726899,pharmacy,거북시장약국,인천광역시 서구 거북로 97 (석남동),032-575-6881,공공데이터포털,2020-08-28
37.5203917,126.6733149,pharmacy,정다운온누리약국,"인천광역시 서구 가정로 398, 105호 (가정동, 서해프라자)",032-584-9348,공공데이터포털,2020-08-28
37.59738865,126.6396884,pharmacy,하나약국,"인천광역시 서구 단봉로 107, 104호 (왕길동, 성우프라자)",032-563-1558,공공데이터포털,2020-08-28
37.59594378,126.6702661,pharmacy,한성메디칼약국,"인천광역시 서구 완정로 36, 1층 (마전동, 한성빌딩)",032-567-5345,공공데이터포털,2020-08-28
37.60449244,126.6589363,pharmacy,단오약국,"인천광역시 서구 완정로178번길 31 (마전동, 목화아파트)",032-563-3245,공공데이터포털,2020-08-28
37.56548679,126.6740331,pharmacy,늘건강온누리약국,"인천광역시 서구 승학로 491, 105호 (검암동)",032-569-2306,공공데이터포털,2020-08-28
37.54348661,126.680714,pharmacy,원광한약국,"인천광역시 서구 탁옥로98번길 1, 106호 (심곡동)",032-564-7757,공공데이터포털,2020-08-28
37.5029314,126.671848,pharmacy,정성약국,"인천광역시 서구 가정로 201-1, 1층 (석남동, 두일빌딩)",032-579-0075,공공데이터포털,2020-08-28
37.50296732,126.6726391,pharmacy,조은약국,인천광역시 서구 거북로 98 (석남동),032-576-7530,공공데이터포털,2020-08-28
37.59394436,126.6970249,pharmacy,원당우리약국,"인천광역시 서구 원당대로 859, 107호 (원당동, 원당메디칼프라자)",032-568-1591,공공데이터포털,2020-08-28
37.61326655,126.6860414,pharmacy,성심약국,"인천광역시 서구 검단로768번1길 4, 1층 (불로동, 세인빌딩)",032-564-5389,공공데이터포털,2020-08-28
37.59237108,126.6714506,pharmacy,메디탑약국,"인천광역시 서구 청마로19번길 9, 101호 (당하동)",032-564-6924,공공데이터포털,2020-08-28
37.59452805,126.6645729,pharmacy,즐거운약국,"인천광역시 서구 원당대로 581 (마전동, 롯데마트)",032-574-1651,공공데이터포털,2020-08-28
37.51240742,126.6724042,pharmacy,하나온누리약국,"인천광역시 서구 가정로 309, 1층 (석남동)",032-571-6956,공공데이터포털,2020-08-28
37.54215808,126.6723073,pharmacy,연희우리약국,인천광역시 서구 심곡로 24 (심곡동),032-566-4258,공공데이터포털,2020-08-28
37.51848254,126.6726021,pharmacy,오렌지약국,"인천광역시 서구 가정로 375, 104호 (신현동, 금강아미움상가)",032-563-2474,공공데이터포털,2020-08-28
37.4933967,126.6845801,pharmacy,가좌메디칼약국,인천광역시 서구 원적로96번길 26 (가좌동),032-579-8653,공공데이터포털,2020-08-28
37.58547445,126.6767246,pharmacy,검단마트약국,인천광역시 서구 서곶로 754 (당하동),032-564-7588,공공데이터포털,2020-08-28
37.54409414,126.6746154,pharmacy,그린약국,인천광역시 서구 탁옥로 45 (심곡동),032-569-4037,공공데이터포털,2020-08-28
37.50955216,126.6781213,pharmacy,메디팜약수약국,인천광역시 서구 서달로123번길 3 (석남동),032-574-6815,공공데이터포털,2020-08-28
37.60254472,126.6556304,pharmacy,마전메디칼약국,인천광역시 서구 완정로 187 (왕길동),032-561-0396,공공데이터포털,2020-08-28
37.51751879,126.6686261,pharmacy,성모약국,"인천광역시 서구 원창로 174, 102,103호 (신현동)",032-583-6083,공공데이터포털,2020-08-28
37.49456871,126.6814046,pharmacy,동아메디칼약국,인천광역시 서구 원적로 85 (가좌동),032-579-5793,공공데이터포털,2020-08-28
37.60180142,126.6576142,pharmacy,백제약국,"인천광역시 서구 검단로 480 (왕길동, 검단리치웰프라자)",032-569-7582,공공데이터포털,2020-08-28
37.50321473,126.6746139,pharmacy,온누리이화약국,인천광역시 서구 거북로 115 (석남동),032-571-2569,공공데이터포털,2020-08-28
37.59254753,126.6759314,pharmacy,당하백화점약국,"인천광역시 서구 청마로167번길 8, 106호 (당하동, 강남프라자빌딩)",032-564-8218,공공데이터포털,2020-08-28
37.61842629,126.6930754,pharmacy,서울약국,"인천광역시 서구 검단로 836, 217호 (불로동, 월드상가)",032-564-0030,공공데이터포털,2020-08-28
37.5494521,126.67675,pharmacy,새연희약국,인천광역시 서구 서곶로 355-1 (연희동),032-567-3186,공공데이터포털,2020-08-28
37.59831966,126.6676193,pharmacy,수약국,"인천광역시 서구 완정로 70, 211호 (마전동, 영남탑스빌아파트 상가)",032-561-2920,공공데이터포털,2020-08-28
37.59414832,126.6950964,pharmacy,미소약국,"인천광역시 서구 원당대로 841 (원당동, 골든벨프라자)",032-567-7772,공공데이터포털,2020-08-28
37.51327262,126.6732259,pharmacy,맑은약국,인천광역시 서구 명가골로 37 (석남동),032-581-0580,공공데이터포털,2020-08-28
37.51377621,126.6683305,pharmacy,신현프라자약국,인천광역시 서구 율도로 55 (신현동),032-575-1389,공공데이터포털,2020-08-28
37.59199662,126.6766206,pharmacy,당하메디칼약국,인천광역시 서구 청마로 163 (당하동),032-566-0771,공공데이터포털,2020-08-28
37.49764798,126.6707428,pharmacy,가좌마트약국,"인천광역시 서구 가정로151번길 11, 2층 (가좌동)",032-571-6555,공공데이터포털,2020-08-28
37.61842629,126.6930754,pharmacy,참사랑약국,"인천광역시 서구 검단로 836, 212~213호 (불로동, 월드아파트 중앙상가)",032-563-8810,공공데이터포털,2020-08-28
37.55027988,126.6822919,pharmacy,푸른약국,인천광역시 서구 심곡로194번길 1 (공촌동),032-563-6490,공공데이터포털,2020-08-28
37.56740074,126.6832358,pharmacy,연세약국,"인천광역시 서구 승학로 577, 111호 (검암동, 장은프라자)",032-562-5620,공공데이터포털,2020-08-28
37.59558141,126.6700913,pharmacy,위드팜100세약국,"인천광역시 서구 완정로 35 (마전동, 대운프라자)",032-565-1201,공공데이터포털,2020-08-28
37.49501687,126.6828103,pharmacy,성심메디팜약국,인천광역시 서구 원적로 100 (가좌동),032-575-5556,공공데이터포털,2020-08-28
37.49570458,126.671795,pharmacy,정든약국,인천광역시 서구 가정로 124 (가좌동),032-581-9916,공공데이터포털,2020-08-28
37.49456871,126.6814046,pharmacy,성호약국,"인천광역시 서구 원적로 85, 310호 (가좌동, 우신프라자)",032-572-5999,공공데이터포털,2020-08-28
37.54262715,126.6763726,pharmacy,한사랑약국,인천광역시 서구 서곶로 281 (심곡동),032-568-5711,공공데이터포털,2020-08-28
37.49565534,126.6826973,pharmacy,굿윌드림약국,인천광역시 서구 원적로 103 (가좌동),032-574-4793,공공데이터포털,2020-08-28
37.51738466,126.6727233,pharmacy,천사약국,인천광역시 서구 가정로 363 (신현동),032-579-8735,공공데이터포털,2020-08-28
37.51779537,126.6731912,pharmacy,푸른건강약국,인천광역시 서구 가정로 370 (가정동),032-571-9206,공공데이터포털,2020-08-28
37.60254472,126.6556304,pharmacy,그린온누리약국,"인천광역시 서구 완정로 187, 103호 (왕길동, 마전메디칼센타)",032-561-1775,공공데이터포털,2020-08-28
37.48974089,126.6799402,pharmacy,메디팜성모약국,인천광역시 서구 원적로 29 (가좌동),032-576-2028,공공데이터포털,2020-08-28
37.48874461,126.6835196,pharmacy,한결약국,인천광역시 서구 고래울로 4 (가좌동),032-584-0457,공공데이터포털,2020-08-28
37.50974838,126.6707094,pharmacy,중앙약국,인천광역시 서구 길주로75번길 36 (석남동),032-582-5919,공공데이터포털,2020-08-28
37.51358672,126.6651102,pharmacy,대학약국,인천광역시 서구 새오개로 37 (석남동),032-574-6237,공공데이터포털,2020-08-28
37.51236746,126.6728573,pharmacy,그랜드약국,인천광역시 서구 가정로 308 (석남동),032-581-8449,공공데이터포털,2020-08-28
37.51306369,126.6779011,pharmacy,한국약국,인천광역시 서구 서달로163번길 9 (석남동),032-581-9297,공공데이터포털,2020-08-28
37.50291137,126.6732734,pharmacy,보건약국,"인천광역시 서구 거북로 104 (석남동, 한승빌딩)",032-582-2761,공공데이터포털,2020-08-28
37.48695753,126.6856767,pharmacy,옥신온누리약국,인천광역시 서구 고래울로 29 (가좌동),032-577-8963,공공데이터포털,2020-08-28
37.49477112,126.6825884,pharmacy,사랑의약국,인천광역시 서구 원적로 96 (가좌동),032-577-4241,공공데이터포털,2020-08-28
37.50276507,126.6722807,pharmacy,청우약국,인천광역시 서구 가정로 202 (석남동),032-571-2455,공공데이터포털,2020-08-28
37.49593493,126.677072,pharmacy,가좌약국,인천광역시 서구 건지로318번길 32 (가좌동),032-571-3183,공공데이터포털,2020-08-28
37.49335406,126.6799445,pharmacy,명성약국,인천광역시 서구 신진말로 37-1 (가좌동),032-577-6558,공공데이터포털,2020-08-28
37.50309098,126.670013,pharmacy,자생약국,인천광역시 서구 거북로 74-1 (석남동),032-571-6066,공공데이터포털,2020-08-28
37.50312231,126.6768209,pharmacy,늘봄약국,"인천광역시 서구 길주로136번길 32-1, 1층 (석남동)",032-573-6012,공공데이터포털,2020-08-28
