위도,경도,amenity,name,addr:full,phone,source,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.60684624,127.0299391,pharmacy,아이메디칼약국,,+82 2 942 3365,공공데이터포털,2019-06-24,,동소문로46길,18,,,,
37.60318761,127.0137843,pharmacy,아가페온누리약국,,+82 2 916 8373,공공데이터포털,2019-06-24,,정릉로,274,정릉동,,1,
37.58699702,127.0236768,pharmacy,가까운행복약국,,+82 2 928 4545,공공데이터포털,2019-06-24,,고려대로13길,8,,,1,
37.60737284,127.0282179,pharmacy,도담약국,,+82 2 945 7650,공공데이터포털,2019-06-24,,동소문로,305,길음동,,,
37.61345289,127.0644864,pharmacy,세계로약국,,+82 2 962 5446,공공데이터포털,2019-06-24,,화랑로40길,54,석관동,,,
37.59738445,127.0193227,pharmacy,현약국,,+82 2 926 1860,공공데이터포털,2019-06-24,,북악산로,844,상가동,,-,102-1
37.61086348,127.0179762,pharmacy,아이팜약국,,+82 2 911 0175,공공데이터포털,2019-06-24,,길음로,103,,,,
37.60854349,127.0097715,pharmacy,정릉약국,,+82 2 914 3982,공공데이터포털,2019-06-24,,보국문로,45,정릉동,,1,
37.58873268,127.0073324,pharmacy,미소드림약국,,+82 2 747 6464,공공데이터포털,2019-06-24,,동소문로,10,,,1,
37.59017717,127.0147873,pharmacy,이층봄약국,,+82 2 922 8874,공공데이터포털,2019-06-24,,보문로,183,,,2,
37.58982089,127.0098778,pharmacy,W스토어 참좋은약국,,+82 2 921 1255,공공데이터포털,2019-06-24,,동소문로,34,,,1,
37.58898852,127.0078895,pharmacy,스타온누리약국,,,공공데이터포털,2019-06-24,,동소문로,14-1,,,1,
37.60665405,127.0610377,pharmacy,늘푸른약국,,+82 2 969 0566,공공데이터포털,2019-06-24,,돌곶이로,25,,,,
37.60746535,127.0602456,pharmacy,두리약국,,+82 2 969 3394,공공데이터포털,2019-06-24,,돌곶이로,37,,,1,
37.59216647,127.0154942,pharmacy,스타약국,,+82 70 4257 5277,공공데이터포털,2019-06-24,,동소문로,92,,,1,
37.58938497,127.007731,pharmacy,보림약국,,+82 2 762 7521,공공데이터포털,2019-06-24,,동소문로,15,,,1,
37.60836326,127.01022,pharmacy,정릉열린약국,,,공공데이터포털,2019-06-24,,보국문로,40-3,정릉동,,,
37.60241233,127.0170727,pharmacy,사랑받는 약국,,+82 2 943 2385,공공데이터포털,2019-06-24,,정릉로36길,28,정릉동,,1,
37.59025998,127.0154033,pharmacy,스마일약국,,+82 70 8814 3395,공공데이터포털,2019-06-24,,보문로,180,,,1,
37.6094433,127.0193259,pharmacy,웰팜약국,,+82 2 914 7773,공공데이터포털,2019-06-24,,길음로13길,22,상가동,,,210
37.61691223,127.0036155,pharmacy,허브약국,,+82 2 913 6786,공공데이터포털,2019-06-24,,보국문로,160,정릉동,,1,
37.60625445,127.014863,pharmacy,다정약국,,+82 2 915 3588,공공데이터포털,2019-06-24,,서경로,27,,,1,
37.60504961,127.022011,pharmacy,햇님약국,,+82 2 3292 1734,공공데이터포털,2019-06-24,,길음로,33,,상가A,-1,2
37.58499865,127.0312935,pharmacy,금강약국,,+82 2 924 7575,공공데이터포털,2019-06-24,,안암로,103,,,1,
37.60120135,127.0339547,pharmacy,참약사약국,,+82 2 943 1226,공공데이터포털,2019-06-24,,종암로,122,,,1,
37.60475389,127.0230392,pharmacy,이화약국,,+82 2 911 4326,공공데이터포털,2019-06-24,,길음로,20,,,1,116
37.60992683,127.0329348,pharmacy,영준약국,,+82 2 912 4813,공공데이터포털,2019-06-24,,오패산로3길,158,,,,
37.61089095,127.0565335,pharmacy,장위햇살약국,,+82 70 7531 3824,공공데이터포털,2019-06-24,,화랑로,245,,,,
37.60262667,127.0398576,pharmacy,새보건약국,,+82 2 911 7111,공공데이터포털,2019-06-24,,화랑로,67,하월곡동,,,
37.58638632,127.0096735,pharmacy,조일약국,,+82 2 742 5083,공공데이터포털,2019-06-24,,삼선교로10길,38,,,,
37.58611663,127.0283276,pharmacy,정문약국,,+82 2 924 2121,공공데이터포털,2019-06-24,,고려대로,82,,,,
37.61075149,127.0351641,pharmacy,동민약국,,+82 2 6925 0008,공공데이터포털,2019-06-24,,오패산로,99,,,,
37.6092031,127.0589831,pharmacy,팜케어건강약국,,+82 2 295 72583,공공데이터포털,2019-06-24,,돌곶이로,60,석관동,,,
37.60298268,127.0421137,pharmacy,새국민약국,,+82 2 909 3463,공공데이터포털,2019-06-24,,화랑로,91,하월곡동,,,
37.60891295,127.0625345,pharmacy,대원약국,,+82 2 966 0792,공공데이터포털,2019-06-24,,돌곶이로14길,51,석관동,,,
37.60879578,127.00969,pharmacy,미소담약국,,+82 2 6349 2589,공공데이터포털,2019-06-24,,보국문로,49,정릉동,,1,
37.5942387,127.0159159,pharmacy,우주온누리약국,,+82 2 922 0544,공공데이터포털,2019-06-24,,아리랑로,15,,,,
37.61352819,127.0504692,pharmacy,보람약국,,+82 2 943 2355,공공데이터포털,2019-06-24,,장위로,123,장위동,,1,
37.6061251,127.0112888,pharmacy,힘챤약국,,+82 2 942 2088,공공데이터포털,2019-06-24,,보국문로,16-1,정릉동,,,
37.61040424,127.0569046,pharmacy,뉴대원약국,,+82 2 963 0792,공공데이터포털,2019-06-24,,화랑로,248,,,1,101
37.61436788,127.0412638,pharmacy,나약국,,+82 2 918 1002,공공데이터포털,2019-06-24,,장위로15길,1,장위동,,1,
37.6111312,127.0089745,pharmacy,신흥약국,,+82 2 914 4103,공공데이터포털,2019-06-24,,보국문로,76,정릉동,,,
37.60863032,127.0294596,pharmacy,365약국,,+82 2 985 1365,공공데이터포털,2019-06-24,,동소문로,321,길음동,,1,
37.60076937,127.0136162,pharmacy,덕성온누리약국,,+82 2 922 0555,공공데이터포털,2019-06-24,,아리랑로,89,,,,
37.57954418,127.0227688,pharmacy,가까운약국,,+82 2 3291 5354,공공데이터포털,2019-06-24,,보문로,44,,,,
37.60182639,127.0404642,pharmacy,바른온누리약국,,+82 2 942 4750,공공데이터포털,2019-06-24,,화랑로,76,,,,
37.60691142,127.0286752,pharmacy,동서옵티마약국,,+82 2 943 3572,공공데이터포털,2019-06-24,,동소문로,304,하월곡동,,,
37.6094267,127.029845,pharmacy,한강약국,,+82 2 980 5350,공공데이터포털,2019-06-24,,도봉로,3,길음동,,1,
37.60817228,127.0098893,pharmacy,신정릉우리약국,,+82 2 942 8831,공공데이터포털,2019-06-24,,보국문로,43,,,,
37.61402486,127.0430894,pharmacy,희망약국,,+82 2 942 5138,공공데이터포털,2019-06-24,,장위로,57,장위동,,,
37.58842896,127.0169156,pharmacy,맑은샘온누리약국,,+82 2 928 8911,공공데이터포털,2019-06-24,,보문로,157,,,,
37.59208386,127.0131844,pharmacy,건강약국,,+82 2 935 7971,공공데이터포털,2019-06-24,,동소문로,71,,,,
37.60243445,127.0131364,pharmacy,백세약국,,+82 2 916 5342,공공데이터포털,2019-06-24,,아리랑로,117-5,정릉동,,,
37.61346399,127.0488745,pharmacy,봄온누리약국,,+82 2 909 0211,공공데이터포털,2019-06-24,,장위로,112,장위동,,,
37.60584389,127.0316691,pharmacy,명신약국,,+82 2 912 0723,공공데이터포털,2019-06-24,,종암로,180,하월곡동,,,
37.58915068,127.008288,pharmacy,올리브한성약국,,+82 2 764 5291,공공데이터포털,2019-06-24,,동소문로,18-1,,,,
37.60346697,127.0245563,pharmacy,밝은약국,,+82 2 939 9113,공공데이터포털,2019-06-24,,동소문로,248,,,,지하75
37.59332657,127.0181758,pharmacy,올리브약국,,+82 2 927 6554,공공데이터포털,2019-06-24,,동소문로,118,,,1,
37.59507886,127.0122836,pharmacy,길약국,,+82 2 923 9994,공공데이터포털,2019-06-24,,성북로4길,52,,,3,418-2302
37.58371438,127.0206053,pharmacy,새봄약국,,+82 2 929 2954,공공데이터포털,2019-06-24,,보문로,94,,,,
37.6050584,127.0309893,pharmacy,화인온누리약국,,+82 2 941 3802,공공데이터포털,2019-06-24,,종암로,167,,,4,404-1
37.61611638,127.0571672,pharmacy,지혜약국,,+82 70 7648 9731,공공데이터포털,2019-06-24,,한천로,649,장위동,,,
37.60720133,127.0463517,pharmacy,좋은약국,,+82 2 942 7588,공공데이터포털,2019-06-24,,장월로1길,23,상월곡동,,1,
37.5985487,127.0344019,pharmacy,은혜약국,,+82 2 926 1122,공공데이터포털,2019-06-24,,종암로,93,종암동,,1,
37.60884999,127.0588152,pharmacy,새석관약국,,+82 2 967 0777,공공데이터포털,2019-06-24,,돌곶이로,57,석관동,,1,
37.60303991,127.0320167,pharmacy,마음약국,,+82 2 6925 0097,공공데이터포털,2019-06-24,,종암로,147,종암동,,,
37.59642195,127.0357824,pharmacy,신중앙약국,,+82 2 943 8331,공공데이터포털,2019-06-24,,종암로,68,종암동,,1,
37.60733462,127.0362089,pharmacy,메디팜백약국,,+82 2 912 6200,공공데이터포털,2019-06-24,,오패산로,57,하월곡동,,1,
37.59838959,127.0214428,pharmacy,서울약국,,+82 2 924 5191,공공데이터포털,2019-06-24,,동소문로,181,,,1,
37.60859,127.0522327,pharmacy,연세정약국,,+82 2 943 0900,공공데이터포털,2019-06-24,,화랑로,201,,,,
37.61004971,127.0519891,pharmacy,드림약국,,+82 2 916 6222,공공데이터포털,2019-06-24,,돌곶이로27길,79,장위동,,,
37.60992747,127.051314,pharmacy,성북월드팜약국,,+82 2 918 7972,공공데이터포털,2019-06-24,,화랑로19길,83,장위동,,1,
37.59788551,127.0346281,pharmacy,두리온누리약국,,+82 2 923 0450,공공데이터포털,2019-06-24,,종암로,85,종암동,,1,
37.60886422,127.0100842,pharmacy,이화프라자약국,,+82 2 914 2053,공공데이터포털,2019-06-24,,보국문로,50,,,-1,B105
37.60264363,127.0314322,pharmacy,민성약국,,+82 2 927 6959,공공데이터포털,2019-06-24,,종암로27길,13,,,,
37.60705765,127.0611286,pharmacy,명소약국,,+82 2 965 0237,공공데이터포털,2019-06-24,,돌곶이로,28,석관동,,1,
37.62294618,127.0483959,pharmacy,프라임온누리약국,,+82 2 916 9472,공공데이터포털,2019-06-24,,월계로40길,7,,,1,"109호,110"
37.58975243,127.0097057,pharmacy,성북녹십자약국,,+82 2 926 4166,공공데이터포털,2019-06-24,,동소문로,32,,,,
37.59507886,127.0122836,pharmacy,파란하늘약국,,+82 2 929 8723,공공데이터포털,2019-06-24,,성북로4길,52,,,,501
37.60267647,127.0417738,pharmacy,조아약국,,+82 2 919 8575,공공데이터포털,2019-06-24,,화랑로,87,하월곡동,,1,
37.60272583,127.0173627,pharmacy,서현약국,,+82 2 3292 0999,공공데이터포털,2019-06-24,,정릉로,308,정릉동,,1,
37.58135963,127.0272797,pharmacy,서수약국,,+82 2 958 4050,공공데이터포털,2019-06-24,,안암로,47-1,,,1,
37.61146855,127.0355676,pharmacy,월곡우리약국,,+82 2 917 7400,공공데이터포털,2019-06-24,,월계로,52,,,,
37.60191866,127.0335201,pharmacy,송원온누리약국,,+82 2 915 3500,공공데이터포털,2019-06-24,,종암로,132,,,,
37.61072626,127.0196705,pharmacy,옵티마e-편한약국,,+82 2 909 3525,공공데이터포털,2019-06-24,,삼양로13길,45,,,,
37.59897041,127.0342435,pharmacy,한미약국,,+82 2 925 0825,공공데이터포털,2019-06-24,,종암로,97,종암동,,,
37.61329059,127.0498484,pharmacy,남산약국,,+82 2 988 6266,공공데이터포털,2019-06-24,,장위로,118,장위동,,,
37.59140273,127.0129804,pharmacy,큰사랑약국,,+82 2 922 9721,공공데이터포털,2019-06-24,,동소문로,66,,,,
37.59882629,127.0341348,pharmacy,참약국,,+82 2 922 9458,공공데이터포털,2019-06-24,,종암로21길,3,,,,
37.59726537,127.0354884,pharmacy,성북성모약국,,+82 2 913 7516,공공데이터포털,2019-06-24,,종암로,78,종암동,,1,
37.60305287,127.0227578,pharmacy,세기약국,,+82 2 3292 1224,공공데이터포털,2019-06-24,,동소문로,235,길음동,,,
37.59065259,127.0170248,pharmacy,계산온누리약국,,+82 2 925 4551,공공데이터포털,2019-06-24,,동소문로20길,43,,,,
37.59227456,127.0157162,pharmacy,중앙프라자약국,,+82 2 927 5606,공공데이터포털,2019-06-24,,동소문로,94,,,1,
37.58900303,127.0063813,pharmacy,옵티마대우미약국,,+82 2 764 0869,공공데이터포털,2019-06-24,,성북로2길,8,,,1,
37.60037976,127.0335602,pharmacy,사랑의약국,,+82 2 922 7111,공공데이터포털,2019-06-24,,종암로,115,종암동,,,
37.6035116,127.0166245,pharmacy,아이사랑약국,,+82 2 943 4356,공공데이터포털,2019-06-24,,정릉로31길,6,정릉동,,,
37.59318258,127.017048,pharmacy,동인약국,,+82 2 926 3533,공공데이터포털,2019-06-24,,동소문로,107,,,,
37.62245492,127.0510598,pharmacy,청솔약국,,+82 2 909 8067,공공데이터포털,2019-06-24,,한천로,743,장위동,,,
37.58754697,127.007364,pharmacy,인정온누리약국,,+82 2 766 6733,공공데이터포털,2019-06-24,,삼선교로,14,,,,
37.61846034,127.0456972,pharmacy,선약국,,+82 2 942 4553,공공데이터포털,2019-06-24,,돌곶이로41길,10,장위동,,,
37.60926791,127.0095134,pharmacy,멜론약국,,+82 2 942 2712,공공데이터포털,2019-06-24,,보국문로,53,정릉동,,,
37.60850382,127.0101113,pharmacy,그약국,,+82 2 911 0488,공공데이터포털,2019-06-24,,보국문로,46,정릉동,,,
37.60083973,127.0379633,pharmacy,정약국,,+82 2 941 0509,공공데이터포털,2019-06-24,,종암로24가길,53,,,,
37.60639752,127.036435,pharmacy,메디칼팜약국,,+82 2 909 0508,공공데이터포털,2019-06-24,,오패산로,49,하월곡동,,3,
37.61694804,127.0081235,pharmacy,해오름약국,,+82 2 912 2302,공공데이터포털,2019-06-24,,솔샘로25길,20,,,,
37.58925899,127.0047826,pharmacy,준약국,,+82 2 764 4835,공공데이터포털,2019-06-24,,성북로5길,2,,,,
37.60434991,127.0246789,pharmacy,길음메디칼약국,,+82 2 915 5777,공공데이터포털,2019-06-24,,길음로,2,길음동,,1,
37.6089921,127.0232761,pharmacy,현대약국,,+82 2 980 9802,공공데이터포털,2019-06-24,,삼양로,66,,,,B01
37.59010566,127.0092166,pharmacy,안세약국,,+82 2 2202 4484,공공데이터포털,2019-06-24,,동소문로7길,2,,,,
37.60916369,127.0585119,pharmacy,백화점약국,,+82 2 964 6230,공공데이터포털,2019-06-24,,돌곶이로,61,석관동,,,
37.5835595,127.0200573,pharmacy,옵티마시민약국,,+82 2 928 8663,공공데이터포털,2019-06-24,,보문로,93,,,1,
37.58611667,127.02816,pharmacy,21세기고려약국,,+82 2 929 9696,공공데이터포털,2019-06-24,,고려대로,80,,,,
37.6020696,127.0193239,pharmacy,정릉메디칼약국,,+82 2 912 2727,공공데이터포털,2019-06-24,,정릉로,326,정릉동,,,
37.61367218,127.0508635,pharmacy,지선약국,,+82 2 911 1996,공공데이터포털,2019-06-24,,장위로,127-1,장위동,,2,
37.61373433,127.0487659,pharmacy,참사랑약국,,+82 2 942 3137,공공데이터포털,2019-06-24,,장위로,107,장위동,,,
37.59141366,127.0118934,pharmacy,한솔약국,,+82 2 926 6479,공공데이터포털,2019-06-24,,동소문로,57-1,,,,
37.58610949,127.0280242,pharmacy,백두산약국,,+82 2 927 2792,공공데이터포털,2019-06-24,,고려대로,78,,,,
37.60356084,127.0237455,pharmacy,신세원약국,,+82 2 909 0928,공공데이터포털,2019-06-24,,동소문로,245-2,길음동,,,
37.60102101,127.0344393,pharmacy,삼원약국,,+82 2 941 8550,공공데이터포털,2019-06-24,,종암로,120,,,,
37.60414089,127.0246335,pharmacy,동해물약국,,+82 2 911 1700,공공데이터포털,2019-06-24,,동소문로,257,길음동,,,
37.58883718,127.0075815,pharmacy,연약국,,+82 2 3675 5778,공공데이터포털,2019-06-24,,동소문로,12,,,,
37.58649131,127.0288802,pharmacy,미래약국,,+82 2 924 5264,공공데이터포털,2019-06-24,,고려대로,85,,,,
37.60327448,127.042449,pharmacy,하나온누리약국,,+82 2 914 0035,공공데이터포털,2019-06-24,,화랑로,95,,,,
37.58399202,127.0198265,pharmacy,청십자약국,,+82 2 923 2393,공공데이터포털,2019-06-24,,보문로,99,,,1,
37.6089452,127.0235025,pharmacy,가람약국,,+82 2 988 5987,공공데이터포털,2019-06-24,,삼양로8길,3-28,길음동,,,
37.59302413,127.0161738,pharmacy,메디칼약국,,+82 2 922 4265,공공데이터포털,2019-06-24,,아리랑로,3,,,,
37.61377746,127.0490604,pharmacy,광혜당약국,,+82 2 942 5199,공공데이터포털,2019-06-24,,장월로,88-1,장위동,,,
37.60772026,127.0361729,pharmacy,정주약국,,+82 2 743 3635,공공데이터포털,2019-06-24,,오패산로,63,하월곡동,,,
37.61376388,127.0689945,pharmacy,온누리두산약국,,+82 2 959 2668,공공데이터포털,2019-06-24,,화랑로48길,16,,,,
37.6038403,127.0424539,pharmacy,부민약국,,+82 2 912 7393,공공데이터포털,2019-06-24,,화랑로13길,9,하월곡동,,1,
37.61143392,127.009115,pharmacy,태평양약국,,+82 2 919 2525,공공데이터포털,2019-06-24,,보국문로16길,31,정릉동,,,
37.5817249,127.0210848,pharmacy,남정약국,,+82 2 922 6275,공공데이터포털,2019-06-24,,보문로,71-1,,,,
37.60857809,127.0358833,pharmacy,화성약국,,+82 2 913 8936,공공데이터포털,2019-06-24,,오패산로,73,하월곡동,,,
37.59507886,127.0122836,pharmacy,온누리성모약국,,+82 2 927 1282,공공데이터포털,2019-06-24,,성북로4길,52,,,,1102
37.60572594,127.0277824,pharmacy,건강한약국,,+82 2 916 6445,공공데이터포털,2019-06-24,,동소문로42길,14,하월곡동,,1,
37.60258644,127.0415699,pharmacy,월곡약국,,+82 2 913 2900,공공데이터포털,2019-06-24,,화랑로11길,6,하월곡동,,,
37.59917885,127.0362185,pharmacy,대영약국,,+82 2 912 6432,공공데이터포털,2019-06-24,,월곡로5길,66,종암동,,,
37.60350523,127.0304813,pharmacy,혜조약국,,+82 2 922 5076,공공데이터포털,2019-06-24,,종암로21길,128,종암동,,,
37.58646961,127.0291837,pharmacy,대학약국,,+82 2 924 1919,공공데이터포털,2019-06-24,,고려대로,89,,,,
37.60759853,127.0605764,pharmacy,온누리진호약국,,+82 2 964 1944,공공데이터포털,2019-06-24,,돌곶이로,36-1,석관동,,,
37.61350008,127.0487477,pharmacy,우리약국,,+82 2 942 7331,공공데이터포털,2019-06-24,,장위로,110,장위동,,,
37.6050727,127.0117416,pharmacy,상락약국,,+82 2 916 8989,공공데이터포털,2019-06-24,,보국문로,4,정릉동,,,
37.61071591,127.0606514,pharmacy,온누리민우약국,,+82 2 969 4582,공공데이터포털,2019-06-24,,돌곶이로22길,49,석관동,,,
37.59377336,127.0188281,pharmacy,세원약국,,+82 2 922 6060,공공데이터포털,2019-06-24,,동소문로20가길,51,,,,
37.59758374,127.0110248,pharmacy,모당약국,,+82 2 925 4465,공공데이터포털,2019-06-24,,아리랑로5길,1,,,,
37.60803934,126.9995878,pharmacy,국민약국,,+82 2 914 5782,공공데이터포털,2019-06-24,,정릉로10길,42-2,정릉동,,,
37.60935215,127.024975,pharmacy,동부약국,,+82 2 983 7950,공공데이터포털,2019-06-24,,숭인로2길,61,길음동,,,
37.60217778,127.0189888,pharmacy,소망약국,,+82 2 918 8055,공공데이터포털,2019-06-24,,정릉로,322,정릉동,,,
37.58241356,127.0193415,pharmacy,회생약국,,+82 2 923 0288,공공데이터포털,2019-06-24,,지봉로20길,57,,,,
37.58907861,127.0081069,pharmacy,굿모닝약국,,+82 2 916 3623,공공데이터포털,2019-06-24,,동소문로,16-1,,,,
37.59930193,127.0182724,pharmacy,새민우약국,,+82 2 917 4275,공공데이터포털,2019-06-24,,북악산로,845,,,,301
37.60970093,127.0580049,pharmacy,선화약국,,+82 2 960 1614,공공데이터포털,2019-06-24,,돌곶이로,67,석관동,,,
37.6113781,127.0624505,pharmacy,새비홍약국,,+82 2 966 0319,공공데이터포털,2019-06-24,,한천로,580,석관동,,,
37.60366176,127.037557,pharmacy,구원약국,,+82 2 913 1139,공공데이터포털,2019-06-24,,오패산로,16,하월곡동,,,
37.60815045,127.0595712,pharmacy,메디팜믿음약국,,+82 2 963 3249,공공데이터포털,2019-06-24,,돌곶이로,45,석관동,,,
37.61596953,127.0552371,pharmacy,관문약국,,+82 2 915 1241,공공데이터포털,2019-06-24,,장위로,177,장위동,,,
37.60881032,127.0080592,pharmacy,수보약국,,+82 2 914 1555,공공데이터포털,2019-06-24,,솔샘로6길,63,정릉동,,,
37.60738938,127.0608027,pharmacy,백경약국,,+82 2 963 8974,공공데이터포털,2019-06-24,,돌곶이로,34,석관동,,,
37.61759873,127.0463717,pharmacy,인현약국,,+82 2 918 7353,공공데이터포털,2019-06-24,,돌곶이로41길,33,장위동,,,
37.60346738,127.0368231,pharmacy,석산약국,,+82 2 912 2020,공공데이터포털,2019-06-24,,오패산로1길,1,하월곡동,,,
37.59743116,127.0354477,pharmacy,종암약국,,+82 2 912 0107,공공데이터포털,2019-06-24,,종암로,80,종암동,,1,
37.61711767,127.002886,pharmacy,세종약국,,+82 2 914 3685,공공데이터포털,2019-06-24,,보국문로,168,정릉동,,,
37.60475389,127.0230392,pharmacy,남진약국,,+82 2 913 9270,공공데이터포털,2019-06-24,,길음로,20,길음뉴타운상가동,,,515
37.61330471,127.0505506,pharmacy,부산약국,,+82 2 915 4560,공공데이터포털,2019-06-24,,장위로,124,장위동,,,
37.61680455,127.0496106,pharmacy,개미약국,,+82 2 915 7770,공공데이터포털,2019-06-24,,장월로,128,장위동,,,
37.58996451,127.0150137,pharmacy,지민약국,,+82 2 953 5674,공공데이터포털,2019-06-24,,삼선교로,87,,,,
37.61440985,127.0534464,pharmacy,수진약국,,+82 2 915 1717,공공데이터포털,2019-06-24,,돌곶이로,134,장위동,,,
37.59410517,127.0338609,pharmacy,영생약국,,+82 2 928 5777,공공데이터포털,2019-06-24,,종암로5길,36,상가동,종암,,1
37.60286193,127.0223818,pharmacy,대림당약국,,+82 2 913 0832,공공데이터포털,2019-06-24,,동소문로,231,길음동,,-,
37.61700234,127.0032349,pharmacy,온누리청수약국,,+82 2 913 2328,공공데이터포털,2019-06-24,,보국문로,164,정릉동,,,
37.61413001,127.0412909,pharmacy,알파약국,,+82 2 918 7692,공공데이터포털,2019-06-24,,장위로,42-1,장위동,,,
37.59542691,127.0226287,pharmacy,민정약국,,+82 2 923 0280,공공데이터포털,2019-06-24,,북악산로22길,2,돈암동,,,
37.59867806,127.0205868,pharmacy,서울고명약국,,+82 2 923 6811,공공데이터포털,2019-06-24,,북악산로17길,2,돈암동,,,
37.59143708,127.0376777,pharmacy,운용약국,,+82 2 912 3417,공공데이터포털,2019-06-24,,회기로,9,종암동,,,
37.58511033,127.0314339,pharmacy,동성약국,,+82 2 923 6788,공공데이터포털,2019-06-24,,안암로,105,,,1,
37.6024197,127.0159131,pharmacy,정인약국,,+82 2 914 0580,공공데이터포털,2019-06-24,,정릉로36길,50,정릉동,,,
37.59611651,127.0147749,pharmacy,용수약국,,+82 2 923 4756,공공데이터포털,2019-06-24,,동소문로13나길,111,,,,
37.6079216,127.0238601,pharmacy,십자약국,,+82 2 988 5964,공공데이터포털,2019-06-24,,삼양로8길,3-4,길음동,,,
37.60572843,127.0134857,pharmacy,제창약국,,+82 2 914 8453,공공데이터포털,2019-06-24,,정릉로27길,41,정릉동,,,
37.60441797,127.0394781,pharmacy,자산약국,,+82 2 913 2130,공공데이터포털,2019-06-24,,화랑로5길,42,하월곡동,,,
37.60247771,127.0130186,pharmacy,강원약국,,+82 2 914 8814,공공데이터포털,2019-06-24,,아리랑로,117-7,정릉동,,,
