위도,경도,landuse,industrial,name,operator,사업장업종명,phone,addr:full
37.3199489,129.2193943,industrial,sawmill,한성레미콘㈜,이광용,육상골재,,강원도 삼척시 근덕면 동막리 324
38.3783663,128.4715455,industrial,sawmill,(합명)진명,최흥기,육상골재업,,강원도 고성군 간성읍 신안리 240
38.3783663,128.4715455,industrial,sawmill,(합자)진흥골재,함명자,육상골재업,,강원도 고성군 간성읍 신안리 240
38.2153725,128.5253553,industrial,sawmill,㈜황원아스콘레미콘,신향인,육상골재업,,강원도 고성군 토성면 원암리 64-4
37.44262,129.1634107,industrial,sawmill,㈜대정이디씨,이성훈,"육상골재,선발파쇄",,강원도 삼척시 당저동 180-6
37.75705784,127.7540403,industrial,sawmill,남춘천산업,김선미,골재선별파쇄업,,강원도 춘천시 동산면 군자리 720-3
37.46989318,129.1218027,industrial,sawmill,㈜태원,홍준식,육상골재채취업,,강원도 동해시 단봉동 903-2
37.2143082,129.3356287,industrial,sawmill,한성㈜,이준호,"육상골재, 선별파쇄",,강원도 삼척시 원덕읍 노곡리 산184-13
37.3648458,129.1875435,industrial,sawmill,삼표자원개발㈜,김영민,"선별파쇄, 산림골재",,강원도 삼척시 근덕면 교곡리 산319
37.1333538,129.2908013,industrial,sawmill,㈜일오삼,김순자,육상골재,,강원도 삼척시 원덕읍 산양리 707-1
38.2508447,128.566499,industrial,sawmill,대건골재㈜,김성수,육상골재업,,강원도 고성군 토성면 봉포리 19
37.174753,129.3382137,industrial,sawmill,㈜가곡,민태성,"육상골재, 선별파쇄",,강원도 삼척시 원덕읍 호산리 255
37.4455673,129.1787772,industrial,sawmill,㈜유정산업개발,김용해,육상골재,,강원도 삼척시 정상동 350-3
37.87598013,127.7409845,industrial,sawmill,㈜그로우,황선영,"산림골재채취업, 골재선별파쇄업",033-254-1222,강원도 춘천시 효자동 40-6
37.86980636,127.7266255,industrial,sawmill,부성산업㈜,,"수중골재채취업, 육상골재채취업",033-254-3033,강원도 춘천시 효자동 685-3
37.766904,127.718712,industrial,sawmill,(주)동서산업,홍순희,"산림골재채취업, 골재선별파쇄업",033-261-9447,강원도 춘천시 신동면 혈동리 37
37.77611611,127.7118415,industrial,sawmill,(합)신한산업,이충수,"산림골재채취업, 육상골재채취업, 골재선별파쇄업",033-262-5272,강원도 춘천시 신동면 혈동리 215
37.823488,127.722804,industrial,sawmill,(주)세종개발,조준성,"육상골재채취업, 골재선별파쇄업",033-262-7191,강원도 춘천시 신동면 증리 640
37.351493,128.449814,industrial,sawmill,㈜금산산업,채희명,"산림골재채취업, 골재선별파쇄업",033-332-4908,강원도 평창군 평창읍 노론리 산40-1
37.66430141,128.5877785,industrial,sawmill,㈜부일,김만겸,"육상골재채취업, 골재선별파쇄업",033-332-7788,강원도 평창군 진부면 간평리 582-2
37.31117428,128.5535698,industrial,sawmill,㈜태영이엠씨,김재문,"산림골재채취업, 골재선별파쇄업",033-333-0323,강원도 평창군 미탄면 수청리 345
37.366716,128.425625,industrial,sawmill,㈜현림레미콘,임재호,"육상골재채취업, 골재선별파쇄업",033-333-7020,강원도 평창군 평창읍 상리 48-1
37.609006,128.547246,industrial,sawmill,㈜오대개발,이순용,"산림골재채취업, 골재선별파쇄업",033-335-6400,강원도 평창군 진부면 하진부리 산472
37.635668,128.554711,industrial,sawmill,(합)진부대림개발,김재영,"육상골재채취업, 골재선별파쇄업",033-335-8003,강원도 평창군 진부면 하진부리 154-1
37.665144,128.703975,industrial,sawmill,㈜대관령종합골재,유봉근,육상골재채취업,033-336-1238,강원도 평창군 대관령면 횡계리 344-15
37.2926,128.091121,industrial,sawmill,㈜화인콘,장성원,"육상, 선별, 파쇄",033-342-3399,강원도 횡성군 우천면 하궁리 29-1 ㈜화인콘
37.29311,128.0132,industrial,sawmill,㈜에스티,노상균,육상,033-343-3900,강원도 횡성군 횡성읍 조곡리 156-1 섬강산업(주)
37.29311,128.0132,industrial,sawmill,섬강산업㈜,서한수,"산림, 선별, 파쇄",033-343-3900,강원도 횡성군 횡성읍 조곡리 156-1 섬강산업(주)
37.34178,127.56573,industrial,sawmill,일진산업㈜,정주수,"육상, 선별, 파쇄",033-343-8770,강원도 횡성군 공근면 창봉리 819 일진산업
37.30266,127.56268,industrial,sawmill,청우산업㈜,김순배,"산림, 선별, 파쇄",033-344-6401,강원도 횡성군 횡성읍 학곡리 778 청우산업㈜
37.294142,128.014546,industrial,sawmill,㈜대흥,고성곤,육상,033-344-7444,강원도 횡성군 횡성읍 조곡리 3-2 ㈜대흥
37.22588851,128.4205456,industrial,sawmill,㈜한성,,선별파쇄업,033-374-7128,강원도 영월군 북면 문곡리 2063
37.26980458,128.3654941,industrial,sawmill,㈜영월이엔에스,,선별파쇄업,033-375-2925,강원도 영월군 북면 덕상리 749-2
37.19662524,128.6681414,industrial,sawmill,㈜한덕철광,허현철,골재선별파쇄업,033-378-5577,강원도 정선군 신동읍 조동리 335-8
37.696787,127.907624,industrial,sawmill,㈜토광,정영희,"육상골재채취업, 선별파쇄업",033-432-8294,강원도 홍천군 홍천읍 갈마곡리 10
37.683327,127.863094,industrial,sawmill,㈜삼광,김동수,"육상골재골재, 선별파쇄업",033-433-1491,강원도 홍천군 북방면 하화계리 96-8
37.712561,128.186383,industrial,sawmill,(자)대성토건,전동하,육상골재채취업,033-433-6878,강원도 홍천군 서석면 풍암리 214
37.735302,127.837006,industrial,sawmill,㈜권선개발,이종심,"산림골재채취업, 선별파쇄업",033-435-6231,강원도 홍천군 북방면 부사원리 산23
38.17200914,127.3164001,industrial,sawmill,㈜철원산업,배경수,"육상골재,선별파쇄업,산림골재",033-452-0507,강원도 철원군 갈말읍 문혜리 1150
38.20816714,127.3409994,industrial,sawmill,청우건설㈜,오영숙,"육상골재,선별파쇄업",033-452-0937,강원도 철원군 갈말읍 문혜리 533-3
38.2056462,127.3304597,industrial,sawmill,대철개발㈜,임무수,"산림골재, 선별파쇄업",033-452-8885,강원도 철원군 갈말읍 문혜리 산178-1
38.24862058,127.3532338,industrial,sawmill,동송산업㈜,김용봉,"육상골재,선별파쇄업",033-458-5711,강원도 철원군 갈말읍 토성리 229
38.24115777,127.440568,industrial,sawmill,(합)풍암산업,조명순,육상골재,033-458-5828,강원도 철원군 서면 와수리 1186-10
38.120123,128.201631,industrial,sawmill,대기산업㈜,김기현,"골재선별파쇄업, 육상골재채취업",033-461-4114,강원도 인제군 북면 원통리 728
38.146371,128.210049,industrial,sawmill,태양건설㈜ ,전윤재,"골재선별파쇄업, 육상골재채취업",033-462-0489,강원도 인제군 북면 월학리 400-2
38.128097,128.226127,industrial,sawmill,동성(합),김광준,육상골재채취업,033-462-1822,강원도 인제군 북면 원통리 288-12
38.089491,128.204439,industrial,sawmill,광산산업㈜,전금선,육상골재채취업,033-462-1822,강원도 인제군 인제읍 213-1
37.831122,128.231992,industrial,sawmill,상인산업㈜,김용남,"골재선별파쇄업, 육상골재채취업",033-462-8114,강원도 인제군 상남면 상남리 1584
38.150231,128.212303,industrial,sawmill,대성레미콘㈜ ,정미애,육상골재채취업,033-462-8700,강원도 인제군 북면 월학리 413-1
38.120123,128.201631,industrial,sawmill,진흥환경㈜,김기택,"골재선별파쇄업, 육상골재채취업",033-462-9944,강원도 인제군 북면 원통리 728
38.1034765,127.9792068,industrial,sawmill,대명산업(주),김군환,"육상골재채취업, 골재선별파쇄업",033-481-1735,강원도 양구군 양구읍 상리 424-2
38.1034765,127.9792068,industrial,sawmill,태화(유),염정민,"육상골재채취업, 골재선별파쇄업",033-481-1735,강원도 양구군 양구읍 상리 424-2
38.1432604,128.0063318,industrial,sawmill,㈜양구레미콘,김진식,육상골재채취업,033-481-6060,강원도 양구군 양구읍 한전리 300
38.1895267,128.0258921,industrial,sawmill,강원레미콘(주),손창남,육상골재채취업,033-481-8557,강원도 양구군 동면 덕곡리 490-1
38.1225071,128.0508072,industrial,sawmill,강원산업(주),김춘근,"산림골재채취업, 육상골재채취업",033-482-3661,강원도 양구군 남면 야촌리 239-1
38.188124,128.0249897,industrial,sawmill,강원환경개발㈜,"장춘희,염성민","육상골재채취업, 골재선별파쇄업",033-482-4400,강원도 양구군 동면 덕곡리 503-2
38.111691,127.9861983,industrial,sawmill,그린산업(주),죄봉남,"산림골재채취업, 골재선별파쇄업",033-482-9773,강원도 양구군 양구읍 하리 96-17
37.47394293,129.1270525,industrial,sawmill,㈜우창,김형동,"육상골재채취업, 골재선별파쇄업",033-521-0008,강원도 동해시 단봉동 177-8 
37.48104562,129.0864443,industrial,sawmill,㈜동양이엔씨,손준호,골재선별파쇄,033-532-3347,강원도 동해시 쇄운동 624-10
37.765732,128.878466,industrial,sawmill,한국골재㈜,유락훈,육상골재채취업,033-534-0382,강원도 강릉시 교동 1868-9
37.568724,128.983234,industrial,sawmill,㈜중앙자원개발,우용인,"산림골재채취업, 골재선별파쇄업",033-534-1404,강원도 강릉시 옥계면 산계리 산429-2
37.6441514,129.0318912,industrial,sawmill,㈜금진광업,배광춘,"산림골재채취업, 골재선별파쇄업",033-534-2055,강원도 강릉시 옥계면 금진리 산81
37.5962339,129.0132681,industrial,sawmill,대안산업㈜,박대성,육상골재채취업,033-534-2114,강원도 강릉시 옥계면 산계리 11-1
37.09691102,129.0297605,industrial,sawmill,(합)서진골재,김양봉,육상골재채취업,033-552-3005,강원도 태백시 장성동 2-2
37.09691102,129.0297605,industrial,sawmill,(합)서진골재,김양봉,골재선별파쇄업,033-552-3005,강원도 태백시 장성동 2-2
37.16078738,129.028172,industrial,sawmill,㈜거산개발,김진각,골재선별파쇄업,033-553-2368,강원도 태백시 통동 213-3
37.17648747,128.991267,industrial,sawmill,㈜금강산업,김종한,골재선별파쇄업,033-554-4388,강원도 태백시 황지동 7-21
37.39578155,128.8671595,industrial,sawmill,㈜천하통운,정옥화,"육상골재채취업, 골재선별파쇄업",033-562-3432,강원도 정선군 임계면 문래리 616-8
37.37235835,128.6698355,industrial,sawmill,(합)진성산업,신현상,"육상골재채취업, 골재선별파쇄업",033-562-5678,강원도 정선군 정선읍 애산리 581
37.47401167,128.8487085,industrial,sawmill,㈜대영산업,전두병,"육상골재채취업, 골재선별파쇄업",033-562-5804,강원도 정선군 임계면 봉산리 444-1
37.38627152,128.6338906,industrial,sawmill,㈜정선레미콘,엄주호,"육상골재채취업, 골재선별파쇄업",033-563-0092,강원도 정선군 정선읍 북실리 810
37.47197551,128.7601408,industrial,sawmill,㈜명진광업,김규진,골재선별파쇄업,033-563-2068,강원도 정선군 여량면 유천리 840
37.4259827,129.1762952,industrial,sawmill,㈜삼표시멘트,정대현,"산림골재, 선별파쇄",033-571-7134,강원도 삼척시 사직동 114
37.1463525,129.2890017,industrial,sawmill,㈜다성실업,신용석,"산림골재, 선별파쇄",033-572-6441,강원도 삼척시 원덕읍 산양리 623-1
37.1736868,129.3366365,industrial,sawmill,㈜청암개발,김동조,선별파쇄,033-576-0545,강원도 삼척시 원덕읍 호산리 209
37.31960277,128.7256554,industrial,sawmill,㈜충무화학,홍현수,골재선별파쇄업,033-590-9900,강원도 정선군 남면 낙동리 49-1
37.30239168,128.7329684,industrial,sawmill,㈜성신미네필드,홍민우,골재선별파쇄업,033-591-1373,강원도 정선군 남면 유평리 산21
38.2529886,128.5590787,industrial,sawmill,㈜영동콘크리트산업,김의준,"육상골재채취업, 골재선별파쇄업",033-633-1702,강원도 고성군 토성면 봉포리 산84
37.649617,128.959368,industrial,sawmill,대흥자원개발㈜,최종대,골재선별파쇄업,033-641-7961,강원도 강릉시 강동면 임곡리 721
37.732657,128.94012,industrial,sawmill,㈜명성골재,김명자,육상골재채취업,033-642-9593,강원도 강릉시 운산동 329-1
37.765732,128.878466,industrial,sawmill,기창실업㈜,김택기,"육상골재채취업, 골재선별파쇄업",033-644-1096,강원도 강릉시 교동 1868-9
37.765732,128.878466,industrial,sawmill,㈜기지산업,유부호,육상골재채취업,033-644-1096,"강원도 강릉시 교동 1830-3, 501호"
37.729386,128.867316,industrial,sawmill,㈜동성골재,문종명,"육상골재채취업, 골재선별파쇄업",033-644-3048,강원도 강릉시 구정면 제비리 43-5 
37.7452707,128.9142244,industrial,sawmill,㈜청화물류,소영호,육상골재채취업,033-645-5680,강원도 강릉시 청량동 561-1
37.743738,128.882041,industrial,sawmill,㈜동진실업,문병연,육상골재채취업,033-646-5620,강원도 강릉시 내곡동 471-3 한라상가동 204호
37.74376854,128.8820893,industrial,sawmill,㈜동진건설산업,문병연,"육상골재채취업, 골재선별파쇄업",033-646-5620,강원도 강릉시 내곡동 471-3 한라아파트 상가동 204호
37.772268,128.911189,industrial,sawmill,동도산업개발㈜,최종원,육상골재채취업,033-646-7771,강원도 강릉시 포남동 1294번지 케이티건물3층
37.772268,128.911189,industrial,sawmill,㈜남진,김천래,"육상골재채취업, 골재선별파쇄업",033-646-7771,강원도 강릉시 포남동 1294 케이티건물3층
37.7561861,128.8840401,industrial,sawmill,에스비㈜,권오선,육상골재채취업,033-646-7771,강원도 강릉시 교1동 963-8 2층
37.754912,128.9084086,industrial,sawmill,㈜현대골재,최순규,육상골재채취업,033-646-9919,강원도 강릉시 입암동 662-14
37.805997,128.831474,industrial,sawmill,㈜사천개발,최태순,육상골재채취업,033-647-5201,강원도 강릉시 사천면 노동리 557-9 (2층)
37.76634056,128.9087114,industrial,sawmill,삼양진흥㈜,최장순,골재선별파쇄업,033-647-8001,강원도 강릉시 포남1동 1151-1
37.754755,128.890808,industrial,sawmill,㈜미호자원개발,김기완,육상골재채취업,033-647-9611,강원도 강릉시 용강동 29 강릉서부시장
37.709715,128.912917,industrial,sawmill,㈜현성산업,황성숭,육상골재채취업,033-648-9491,강원도 강릉시 구정면 금광리 800-13
37.76255004,128.9391471,industrial,sawmill,필립건설㈜,민백기,육상골재채취업,033-651-2044,"강원도 강릉시 병산동 340-1,병산동복지회관"
37.914392,128.808867,industrial,sawmill,㈜주문진규사,김홍구,육상골재채취업,033-652-2182,강원도 강릉시 주문진읍 향호리 78-10
37.7712149,128.9089957,industrial,sawmill,위드산업㈜,정군시,"육상골재채취업, 골재선별파쇄업",033-652-7111,"강원도 강릉시 포남동 1081-8, 3층(포남동)"
37.75215776,128.8966609,industrial,sawmill,㈜이송,이해남,육상골재채취업,033-652-7775,"강원도 강릉시 성남동 107,제1호 3층(성남동)"
37.772024,128.908904,industrial,sawmill,㈜명석,박호승,골재선별파쇄업,033-653-4388,강원도 강릉시 포남2동 1082-13
37.903682,128.820109,industrial,sawmill,㈜동서산업개발,오세곤,육상골재채취업,033-661-4004,강원도 강릉시 주문진읍 주문리 883
37.849281,128.847925,industrial,sawmill,㈜기성산업,홍원기,육상골재채취업,033-661-9907,강원도 강릉시 연곡면 동덕리 235-6
37.878288,128.820692,industrial,sawmill,영동산업개발㈜,최형섭,육상골재채취업,033-662-0002,강원도 강릉시 주문진읍 교항리 450
37.754912,128.9084086,industrial,sawmill,성진산업㈜,조성길,"육상골재채취업, 골재선별파쇄업",033-662-3113,강원도 강릉시 입암동 662-14
38.094961,128.558878,industrial,sawmill,명일산업개발(합),전근배,"산림골재채취업, 육상골재채취업",033-671-0841,강원도 양양군 서면 장승리 484 양양자원개발(합)
38.140611,128.586256,industrial,sawmill,㈜승보,김기언,"산림골재채취업,골재선별파쇄업",033-671-3820,강원도 양양군 강현면 하복리 57
37.935724,128.782098,industrial,sawmill,초원환경산업㈜,정연석,골재선별파쇄업,033-671-4378,강원도 양양군 현남면 남애리 275 초원환경산업㈜
37.949851,128.716643,industrial,sawmill,㈜강릉석산,김동우,"산림골재채취업,골재선별파쇄업",033-671-6017,강원도 양양군 현남면 상월천리 산181
37.929336,128.760672,industrial,sawmill,㈜동해석산,엄철용,"산림골재채취업,골재선별파쇄업",033-671-7214,강원도 양양군 현남면 입암리 338-1
37.957115,128.754347,industrial,sawmill,㈜기성산업,홍원기,육상골재채취업,033-671-9907,강원도 양양군 현남면 인구리 196-1 기성레미콘
38.086856,128.562329,industrial,sawmill,대한광물㈜,김규석,골재선별파쇄업,033-671-9925,강원도 양양군 서면 장승리 산 15
38.124681,128.618346,industrial,sawmill,㈜동해산업,윤신남,"육상골재채취업, 골재선별파쇄업",033-672-0880,강원도 양양군 강현면 용호리 158-4
38.095002,128.558814,industrial,sawmill,양양자원개발(합),김진남,"산림골재채취업, 육상골재채취업, 골재선별파쇄업",033-672-8000,강원도 양양군 서면 장승리 484 양양자원개발(합)
38.063685,128.597951,industrial,sawmill,㈜성심레미콘,김혜남,"육상골재채취업, 골재선별파쇄업",033-673-2400,강원도 양양군 서면 범부리 24-3 
38.063685,128.597951,industrial,sawmill,삼진개발㈜,김규완,육상골재채취업,033-673-2402,강원도 양양군 서면 범부리 24-3 
38.140637,128.586203,industrial,sawmill,우영레미콘㈜,최상남,육상골재채취업,033-673-5111,강원도 양양군 강현면 하복리 57
38.108382,128.570359,industrial,sawmill,대한철광㈜,이형섭,"산림골재채취업,골재선별파쇄업",033-673-7870,강원도 양양군 양양읍 화일리 275
38.3761806,128.4797487,industrial,sawmill,향토기업㈜,김인철,산림골재업,033-681-1077,강원도 고성군 간성읍 신안리 123-3
38.3667532,128.4670324,industrial,sawmill,미성환경㈜ ,남성연,"육상골재채취업, 골재선별파쇄업",033-681-6818,강원도 고성군 간성읍 금수리 305-1
37.2645754,127.7746045,industrial,sawmill,㈜샌드앤스톤,황정희,"육상골재채취업, 선별파쇄업",033-731-0205,강원도 원주시 부론면 노림리 1079-5
37.249979,127.80351,industrial,sawmill,(주)삼창산업,황은미,"산림골재채취업, 세척업",033-733-2266,강원도 원주시 부론면 손곡리 산182
37.225946,127.850775,industrial,sawmill,(주)경기개발,이기성,"산림골재채취업, 세척업",033-734-0401,강원도 원주시 귀래면 귀래리 1746
37.306998,127.816456,industrial,sawmill,삼성골재(주),신윤자,육상골재채취업,033-743-9736,강원도 원주시 문막읍 문막리 257-4
37.230926,128.065767,industrial,sawmill,(주)강원도로마이트광산,김성배,"산림골재채취업, 세척업",033-762-5253,강원도 원주시 신림면 신림리 산149-1
37.293386,127.874339,industrial,sawmill,흥업석재개발(주),장만복,"산림골재채취업, 세척업",033-763-3132,강원도 원주시 흥업면 대안리 산283
37.728453,127.84133,industrial,sawmill,홍천산업,김영민,"산림골재채취업, 선별파쇄업",033-764-3871,강원도 홍천군 북방면 능평리 298-1
37.230048,127.86784,industrial,sawmill,광옥석재,이희준 외1명,"산림골재채취업, 골재선별파쇄업",033-765-8960,강원도 원주시 귀래면 귀래리 1816
37.226667,127.873863,industrial,sawmill,(주)두원석재,강두원,골재선별파쇄업,033-766-6660,강원도 원주시 귀래면 귀래리 산48
37.226667,127.873863,industrial,sawmill,(주)두원개발,유수륜,"산림골재채취업, 세척업",033-766-6666,강원도 원주시 귀래면 귀래리 산48
37.23813615,128.31593,industrial,sawmill,(합)광영산업,,선별파쇄업,,강원도 영월군 한반도면 신천리 341
38.074498,128.620626,industrial,sawmill,대철개발㈜,박남희,"산림골재채취업,골재선별파쇄업",070-4848-1352,강원도 양양군 양양읍 남문리 143 
