위도,경도,name,addr:full,phone,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.59017717,127.0147873,이층봄약국,"서울특별시 성북구 보문로 183, 2층 (삼선동4가, 논현빌딩)",+82 2 922 8874,2019-06-24,,보문로,183,,,2,
37.58982089,127.0098778,W스토어 참좋은약국,"서울특별시 성북구 동소문로 34, 1층 (동소문동3가, 연진빌딩)",+82 2 921 1255,2019-06-24,,동소문로,34,,,1,
37.58898852,127.0078895,스타온누리약국,"서울특별시 성북구 동소문로 14-1, 1층 (동소문동2가, 로석빌딩)",+82 2 921 1255,2019-06-24,,동소문로,14-1,,,1,
37.60665405,127.0610377,늘푸른약국,"서울특별시 성북구 돌곶이로 25 (석관동, 씨티홈)",+82 2 969 0566,2019-06-24,,돌곶이로,25,,,,
37.60746535,127.0602456,두리약국,"서울특별시 성북구 돌곶이로 37, 1층 (석관동, 상지빌딩)",+82 2 969 3394,2019-06-24,,돌곶이로,37,,,1,
37.59216647,127.0154942,스타약국,"서울특별시 성북구 동소문로 92, 1층 (동소문동5가, 강윤빌딩)",+82 70 4257 5277,2019-06-24,,동소문로,92,,,1,
37.58938497,127.007731,보림약국,"서울특별시 성북구 동소문로 15, 1층 (동소문동1가)",+82 2 762 7521,2019-06-24,,동소문로,15,,,1,
37.60836326,127.01022,정릉열린약국,,+82 2 762 7521,2019-06-24,,보국문로,40-3,정릉동,,,
37.60241233,127.0170727,사랑받는 약국,,+82 2 943 2385,2019-06-24,,정릉로36길,28,정릉동,,1,
37.59025998,127.0154033,스마일약국,"서울특별시 성북구 보문로 180, 1층 (삼선동4가, 삼선동빌딩)",+82 70 8814 3395,2019-06-24,,보문로,180,,,1,
37.6094433,127.0193259,웰팜약국,"서울특별시 성북구 길음로13길 22, 상가동 210호 (길음동, 길음뉴타운7단지두산위브아파트)",+82 2 914 7773,2019-06-24,,길음로13길,22,상가동,,,210
37.61691223,127.0036155,허브약국,,+82 2 913 6786,2019-06-24,,보국문로,160,정릉동,,1,
37.60625445,127.014863,다정약국,"서울특별시 성북구 서경로 27, 1층 (정릉동, 예닮빌딩)",+82 2 915 3588,2019-06-24,,서경로,27,,,1,
37.60504961,127.022011,햇님약국,"서울특별시 성북구 길음로 33, 상가A동 지하1층 2호 (길음동, 길음뉴타운)",+82 2 3292 1734,2019-06-24,,길음로,33,,상가A,-1,2
37.58499865,127.0312935,금강약국,"서울특별시 성북구 안암로 103, 1층 (안암동5가)",+82 2 924 7575,2019-06-24,,안암로,103,,,1,
37.60120135,127.0339547,참약사약국,"서울특별시 성북구 종암로 122, 1층 (종암동, 시원빌딩)",+82 2 943 1226,2019-06-24,,종암로,122,,,1,
37.60475389,127.0230392,이화약국,"서울특별시 성북구 길음로 20, 1층 116호 (길음동, 길음뉴타운,래미안길음3차아파트 상가)",+82 2 911 4326,2019-06-24,,길음로,20,,,1,116
37.60992683,127.0329348,영준약국,"서울특별시 성북구 오패산로3길 158 (하월곡동, 신일의원)",+82 2 912 4813,2019-06-24,,오패산로3길,158,,,,
37.61089095,127.0565335,장위햇살약국,"서울특별시 성북구 화랑로 245 (장위동, 금산빌딩)",+82 70 7531 3824,2019-06-24,,화랑로,245,,,,
37.60262667,127.0398576,새보건약국,,+82 2 911 7111,2019-06-24,,화랑로,67,하월곡동,,,
37.58638632,127.0096735,조일약국,서울특별시 성북구 삼선교로10길 38 (삼선동1가),+82 2 742 5083,2019-06-24,,삼선교로10길,38,,,,
37.58611663,127.0283276,정문약국,서울특별시 성북구 고려대로 82 (안암동5가),+82 2 924 2121,2019-06-24,,고려대로,82,,,,
37.61075149,127.0351641,동민약국,서울특별시 성북구 오패산로 99 동민약국,+82 2 6925 0008,2019-06-24,,오패산로,99,,,,
37.6092031,127.0589831,팜케어건강약국,,+82 2 295 72583,2019-06-24,,돌곶이로,60,석관동,,,
37.60298268,127.0421137,새국민약국,,+82 2 909 3463,2019-06-24,,화랑로,91,하월곡동,,,
37.60891295,127.0625345,대원약국,,+82 2 966 0792,2019-06-24,,돌곶이로14길,51,석관동,,,
37.60879578,127.00969,미소담약국,,+82 2 6349 2589,2019-06-24,,보국문로,49,정릉동,,1,
37.5942387,127.0159159,우주온누리약국,서울특별시 성북구 아리랑로 15 우주온누리약국,+82 2 922 0544,2019-06-24,,아리랑로,15,,,,
37.61352819,127.0504692,보람약국,,+82 2 943 2355,2019-06-24,,장위로,123,장위동,,1,
37.6061251,127.0112888,힘챤약국,,+82 2 942 2088,2019-06-24,,보국문로,16-1,정릉동,,,
37.61040424,127.0569046,뉴대원약국,"서울특별시 성북구 화랑로 248, 1층 101호 (석관동, 장위뉴타워)",+82 2 963 0792,2019-06-24,,화랑로,248,,,1,101
37.61436788,127.0412638,나약국,,+82 2 918 1002,2019-06-24,,장위로15길,1,장위동,,1,
37.6111312,127.0089745,신흥약국,,+82 2 914 4103,2019-06-24,,보국문로,76,정릉동,,,
37.60863032,127.0294596,365약국,,+82 2 985 1365,2019-06-24,,동소문로,321,길음동,,1,
37.60076937,127.0136162,덕성온누리약국,서울특별시 성북구 아리랑로 89 덕성온누리약국,+82 2 922 0555,2019-06-24,,아리랑로,89,,,,
37.57954418,127.0227688,가까운약국,서울특별시 성북구 보문로 44 (보문동7가),+82 2 3291 5354,2019-06-24,,보문로,44,,,,
37.60182639,127.0404642,바른온누리약국,서울특별시 성북구 화랑로 76 바른온누리약국,+82 2 942 4750,2019-06-24,,화랑로,76,,,,
37.60691142,127.0286752,동서옵티마약국,,+82 2 943 3572,2019-06-24,,동소문로,304,하월곡동,,,
37.6094267,127.029845,한강약국,,+82 2 980 5350,2019-06-24,,도봉로,3,길음동,,1,
37.60817228,127.0098893,신정릉우리약국,서울특별시 성북구 보국문로 43 신정릉우리약국,+82 2 942 8831,2019-06-24,,보국문로,43,,,,
37.61402486,127.0430894,희망약국,,+82 2 942 5138,2019-06-24,,장위로,57,장위동,,,
37.58842896,127.0169156,맑은샘온누리약국,서울특별시 성북구  보문로  157 (삼선동5가),+82 2 928 8911,2019-06-24,,보문로,157,,,,
37.59208386,127.0131844,건강약국,서울특별시 성북구 동소문로 71 (동소문동6가),+82 2 935 7971,2019-06-24,,동소문로,71,,,,
37.60243445,127.0131364,백세약국,,+82 2 916 5342,2019-06-24,,아리랑로,117-5,정릉동,,,
37.61346399,127.0488745,봄온누리약국,,+82 2 909 0211,2019-06-24,,장위로,112,장위동,,,
37.60584389,127.0316691,명신약국,,+82 2 912 0723,2019-06-24,,종암로,180,하월곡동,,,
37.58915068,127.008288,올리브한성약국,서울특별시 성북구  동소문로  18-1 (동소문동2가),+82 2 764 5291,2019-06-24,,동소문로,18-1,,,,
37.60346697,127.0245563,밝은약국,"서울특별시 성북구 동소문로 248, 105동 지하75호 (길음동, 삼부아파트상가)",+82 2 939 9113,2019-06-24,,동소문로,248,,,,지하75
37.59332657,127.0181758,올리브약국,"서울특별시 성북구 동소문로 118 (동선동1가, 플라망스타워 1층)",+82 2 927 6554,2019-06-24,,동소문로,118,,,1,
37.59507886,127.0122836,길약국,"서울특별시 성북구 성북로4길 52, 3층 418-2302호 (돈암동, 스카이프라자 서관)",+82 2 923 9994,2019-06-24,,성북로4길,52,,,3,418-2302
37.58371438,127.0206053,새봄약국,"서울특별시 성북구 보문로 94 (보문동4가, 화성빌딩)",+82 2 929 2954,2019-06-24,,보문로,94,,,,
37.6050584,127.0309893,화인온누리약국,"서울특별시 성북구 종암로 167, 4층 404-1호 (하월곡동, 동일하이빌뉴시티)",+82 2 941 3802,2019-06-24,,종암로,167,,,4,404-1
37.61611638,127.0571672,지혜약국,,+82 70 7648 9731,2019-06-24,,한천로,649,장위동,,,
37.60720133,127.0463517,좋은약국,,+82 2 942 7588,2019-06-24,,장월로1길,23,상월곡동,,1,
37.5985487,127.0344019,은혜약국,,+82 2 926 1122,2019-06-24,,종암로,93,종암동,,1,
37.60884999,127.0588152,새석관약국,,+82 2 967 0777,2019-06-24,,돌곶이로,57,석관동,,1,
37.60303991,127.0320167,마음약국,,+82 2 6925 0097,2019-06-24,,종암로,147,종암동,,,
37.59642195,127.0357824,신중앙약국,,+82 2 943 8331,2019-06-24,,종암로,68,종암동,,1,
37.60733462,127.0362089,메디팜백약국,,+82 2 912 6200,2019-06-24,,오패산로,57,하월곡동,,1,
37.59838959,127.0214428,서울약국,"서울특별시 성북구 동소문로 181, 1층 (돈암동, 성북성심빌딩)",+82 2 924 5191,2019-06-24,,동소문로,181,,,1,
37.60859,127.0522327,연세정약국,"서울특별시 성북구 화랑로 201 (장위동, 대영치과)",+82 2 943 0900,2019-06-24,,화랑로,201,,,,
37.61004971,127.0519891,드림약국,,+82 2 916 6222,2019-06-24,,돌곶이로27길,79,장위동,,,
37.60992747,127.051314,성북월드팜약국,,+82 2 918 7972,2019-06-24,,화랑로19길,83,장위동,,1,
37.59788551,127.0346281,두리온누리약국,,+82 2 923 0450,2019-06-24,,종암로,85,종암동,,1,
37.60886422,127.0100842,이화프라자약국,"서울특별시 성북구 보국문로 50, 지하1층 B105호 (정릉동, 청수프라자)",+82 2 914 2053,2019-06-24,,보국문로,50,,,-1,B105
37.60264363,127.0314322,민성약국,서울특별시 성북구 종암로27길 13 민성약국,+82 2 927 6959,2019-06-24,,종암로27길,13,,,,
37.60705765,127.0611286,명소약국,,+82 2 965 0237,2019-06-24,,돌곶이로,28,석관동,,1,
37.62294618,127.0483959,프라임온누리약국,"서울특별시 성북구 월계로40길 7, 1층 109호,110호 (장위동, 센트럴타운상가)",+82 2 916 9472,2019-06-24,,월계로40길,7,,,1,"109호,110"
37.58975243,127.0097057,성북녹십자약국,서울특별시 성북구 동소문로 32 (동소문동3가),+82 2 926 4166,2019-06-24,,동소문로,32,,,,
37.59507886,127.0122836,파란하늘약국,"서울특별시 성북구 성북로4길 52, 417동 501호 (돈암동, 한신한진아파트제상가)",+82 2 929 8723,2019-06-24,,성북로4길,52,,,,501
37.60267647,127.0417738,조아약국,,+82 2 919 8575,2019-06-24,,화랑로,87,하월곡동,,1,
37.60272583,127.0173627,서현약국,,+82 2 3292 0999,2019-06-24,,정릉로,308,정릉동,,1,
37.58135963,127.0272797,서수약국,"서울특별시 성북구 안암로 47-1, 1층 (안암동5가)",+82 2 958 4050,2019-06-24,,안암로,47-1,,,1,
37.61146855,127.0355676,월곡우리약국,"서울특별시 성북구 월계로 52 (하월곡동, 에스엠메디칼)",+82 2 917 7400,2019-06-24,,월계로,52,,,,
37.60191866,127.0335201,송원온누리약국,서울특별시 성북구 종암로 132 송원온누리약국,+82 2 915 3500,2019-06-24,,종암로,132,,,,
37.61072626,127.0196705,옵티마e-편한약국,서울특별시 성북구 삼양로13길 45 옵티마e편한약국,+82 2 909 3525,2019-06-24,,삼양로13길,45,,,,
37.59897041,127.0342435,한미약국,,+82 2 925 0825,2019-06-24,,종암로,97,종암동,,,
37.61329059,127.0498484,남산약국,,+82 2 988 6266,2019-06-24,,장위로,118,장위동,,,
37.59140273,127.0129804,큰사랑약국,서울특별시 성북구 동소문로 66 (동소문동3가),+82 2 922 9721,2019-06-24,,동소문로,66,,,,
37.59882629,127.0341348,참약국,"서울특별시 성북구 종암로21길 3 (종암동, 용진빌딩)",+82 2 922 9458,2019-06-24,,종암로21길,3,,,,
37.59726537,127.0354884,성북성모약국,,+82 2 913 7516,2019-06-24,,종암로,78,종암동,,1,
37.60305287,127.0227578,세기약국,,+82 2 3292 1224,2019-06-24,,동소문로,235,길음동,,,
37.59065259,127.0170248,계산온누리약국,서울특별시 성북구 동소문로20길 43 (동선동1가),+82 2 925 4551,2019-06-24,,동소문로20길,43,,,,
37.59227456,127.0157162,중앙프라자약국,"서울특별시 성북구 동소문로 94, 1층 (동소문동5가)",+82 2 927 5606,2019-06-24,,동소문로,94,,,1,
37.58900303,127.0063813,옵티마대우미약국,"서울특별시 성북구 성북로2길 8, 1층 (동소문동1가)",+82 2 764 0869,2019-06-24,,성북로2길,8,,,1,
37.60037976,127.0335602,사랑의약국,,+82 2 922 7111,2019-06-24,,종암로,115,종암동,,,
37.6035116,127.0166245,아이사랑약국,,+82 2 943 4356,2019-06-24,,정릉로31길,6,정릉동,,,
37.59318258,127.017048,동인약국,서울특별시 성북구 동소문로 107 (동선동4가),+82 2 926 3533,2019-06-24,,동소문로,107,,,,
37.62245492,127.0510598,청솔약국,,+82 2 909 8067,2019-06-24,,한천로,743,장위동,,,
37.58754697,127.007364,인정온누리약국,서울특별시 성북구 삼선교로 14 (삼선동1가),+82 2 766 6733,2019-06-24,,삼선교로,14,,,,
37.61846034,127.0456972,선약국,,+82 2 942 4553,2019-06-24,,돌곶이로41길,10,장위동,,,
37.60926791,127.0095134,멜론약국,,+82 2 942 2712,2019-06-24,,보국문로,53,정릉동,,,
37.60850382,127.0101113,그약국,,+82 2 911 0488,2019-06-24,,보국문로,46,정릉동,,,
37.60083973,127.0379633,정약국,서울특별시 성북구 종암로24가길 53 정약국,+82 2 941 0509,2019-06-24,,종암로24가길,53,,,,
37.60639752,127.036435,메디칼팜약국,,+82 2 909 0508,2019-06-24,,오패산로,49,하월곡동,,3,
37.61694804,127.0081235,해오름약국,서울특별시 성북구 솔샘로25길 20 해오름약국,+82 2 912 2302,2019-06-24,,솔샘로25길,20,,,,
37.58925899,127.0047826,준약국,서울특별시 성북구 성북로5길 2 (성북동1가),+82 2 764 4835,2019-06-24,,성북로5길,2,,,,
37.60434991,127.0246789,길음메디칼약국,,+82 2 915 5777,2019-06-24,,길음로,2,길음동,,1,
37.6089921,127.0232761,현대약국,"서울특별시 성북구 삼양로 66, B01호 (길음동, 동부크리닉)",+82 2 980 9802,2019-06-24,,삼양로,66,,,,B01
37.59010566,127.0092166,안세약국,서울특별시 성북구 동소문로7길 2 (동소문동4가),+82 2 2202 4484,2019-06-24,,동소문로7길,2,,,,
37.60916369,127.0585119,백화점약국,,+82 2 964 6230,2019-06-24,,돌곶이로,61,석관동,,,
37.5835595,127.0200573,옵티마시민약국,"서울특별시 성북구 보문로 93, 1층 (보문동5가)",+82 2 928 8663,2019-06-24,,보문로,93,,,1,
37.58611667,127.02816,21세기고려약국,서울특별시 성북구 고려대로 80 (안암동5가),+82 2 929 9696,2019-06-24,,고려대로,80,,,,
37.6020696,127.0193239,정릉메디칼약국,,+82 2 912 2727,2019-06-24,,정릉로,326,정릉동,,,
37.61367218,127.0508635,지선약국,"서울특별시 성북구 장위로 127-1, 한양빌딩 2층 (장위동)",+82 2 911 1996,2019-06-24,,장위로,127-1,장위동,,2,
37.61373433,127.0487659,참사랑약국,,+82 2 942 3137,2019-06-24,,장위로,107,장위동,,,
37.59141366,127.0118934,한솔약국,서울특별시 성북구 동소문로 57-1 (동소문동4가),+82 2 926 6479,2019-06-24,,동소문로,57-1,,,,
37.58610949,127.0280242,백두산약국,서울특별시 성북구 고려대로 78 (안암동5가),+82 2 927 2792,2019-06-24,,고려대로,78,,,,
37.60356084,127.0237455,신세원약국,,+82 2 909 0928,2019-06-24,,동소문로,245-2,길음동,,,
37.60102101,127.0344393,삼원약국,"서울특별시 성북구 종암로 120 (종암동, 금강빌딩)",+82 2 941 8550,2019-06-24,,종암로,120,,,,
37.60414089,127.0246335,동해물약국,,+82 2 911 1700,2019-06-24,,동소문로,257,길음동,,,
37.58883718,127.0075815,연약국,"서울특별시 성북구 동소문로 12, 지층 (동소문동2가)",+82 2 3675 5778,2019-06-24,,동소문로,12,,,,
37.58649131,127.0288802,미래약국,서울특별시 성북구 고려대로 85 (안암동5가),+82 2 924 5264,2019-06-24,,고려대로,85,,,,
37.60327448,127.042449,하나온누리약국,"서울특별시 성북구 화랑로 95 (하월곡동, 새서울신용협동조합)",+82 2 914 0035,2019-06-24,,화랑로,95,,,,
37.58399202,127.0198265,청십자약국,"서울특별시 성북구 보문로 99, 1층 (보문동5가, 영광빌딩)",+82 2 923 2393,2019-06-24,,보문로,99,,,1,
37.6089452,127.0235025,가람약국,,+82 2 988 5987,2019-06-24,,삼양로8길,3-28,길음동,,,
37.59302413,127.0161738,메디칼약국,서울특별시 성북구  아리랑로  3 (동소문동6가),+82 2 922 4265,2019-06-24,,아리랑로,3,,,,
37.61377746,127.0490604,광혜당약국,,+82 2 942 5199,2019-06-24,,장월로,88-1,장위동,,,
37.60772026,127.0361729,정주약국,,+82 2 743 3635,2019-06-24,,오패산로,63,하월곡동,,,
37.61376388,127.0689945,온누리두산약국,서울특별시 성북구 화랑로48길 16 온누리 두산약국,+82 2 959 2668,2019-06-24,,화랑로48길,16,,,,
37.6038403,127.0424539,부민약국,,+82 2 912 7393,2019-06-24,,화랑로13길,9,하월곡동,,1,
37.61143392,127.009115,태평양약국,,+82 2 919 2525,2019-06-24,,보국문로16길,31,정릉동,,,
37.5817249,127.0210848,남정약국,서울특별시 성북구 보문로 71-1 (보문동5가),+82 2 922 6275,2019-06-24,,보문로,71-1,,,,
37.60857809,127.0358833,화성약국,,+82 2 913 8936,2019-06-24,,오패산로,73,하월곡동,,,
37.59507886,127.0122836,온누리성모약국,"서울특별시 성북구 성북로4길 52, 417동 1102호 (돈암동, 한신한진아파트)",+82 2 927 1282,2019-06-24,,성북로4길,52,,,,1102
37.60572594,127.0277824,건강한약국,,+82 2 916 6445,2019-06-24,,동소문로42길,14,하월곡동,,1,
37.60258644,127.0415699,월곡약국,,+82 2 913 2900,2019-06-24,,화랑로11길,6,하월곡동,,,
37.59917885,127.0362185,대영약국,,+82 2 912 6432,2019-06-24,,월곡로5길,66,종암동,,,
37.60350523,127.0304813,혜조약국,,+82 2 922 5076,2019-06-24,,종암로21길,128,종암동,,,
37.58646961,127.0291837,대학약국,서울특별시 성북구 고려대로 89 (안암동5가),+82 2 924 1919,2019-06-24,,고려대로,89,,,,
37.60759853,127.0605764,온누리진호약국,,+82 2 964 1944,2019-06-24,,돌곶이로,36-1,석관동,,,
37.61350008,127.0487477,우리약국,,+82 2 942 7331,2019-06-24,,장위로,110,장위동,,,
37.6050727,127.0117416,상락약국,,+82 2 916 8989,2019-06-24,,보국문로,4,정릉동,,,
37.61071591,127.0606514,온누리민우약국,,+82 2 969 4582,2019-06-24,,돌곶이로22길,49,석관동,,,
37.59377336,127.0188281,세원약국,"서울특별시 성북구 동소문로20가길 51 (동선동1가, 수국빌딩)",+82 2 922 6060,2019-06-24,,동소문로20가길,51,,,,
37.59758374,127.0110248,모당약국,서울특별시 성북구 아리랑로5길 1 (동소문동7가),+82 2 925 4465,2019-06-24,,아리랑로5길,1,,,,
37.60803934,126.9995878,국민약국,,+82 2 914 5782,2019-06-24,,정릉로10길,42-2,정릉동,,,
37.60935215,127.024975,동부약국,,+82 2 983 7950,2019-06-24,,숭인로2길,61,길음동,,,
37.60217778,127.0189888,소망약국,,+82 2 918 8055,2019-06-24,,정릉로,322,정릉동,,,
37.58241356,127.0193415,회생약국,서울특별시 성북구 지봉로20길 57 (보문동5가),+82 2 923 0288,2019-06-24,,지봉로20길,57,,,,
37.58907861,127.0081069,굿모닝약국,서울특별시 성북구 동소문로 16-1 (동소문동2가),+82 2 916 3623,2019-06-24,,동소문로,16-1,,,,
37.59930193,127.0182724,새민우약국,"서울특별시 성북구 북악산로 845, 203동 301호 (정릉동, 정릉쌍용아파트)",+82 2 917 4275,2019-06-24,,북악산로,845,,,,301
37.60970093,127.0580049,선화약국,,+82 2 960 1614,2019-06-24,,돌곶이로,67,석관동,,,
37.6113781,127.0624505,새비홍약국,,+82 2 966 0319,2019-06-24,,한천로,580,석관동,,,
37.60366176,127.037557,구원약국,,+82 2 913 1139,2019-06-24,,오패산로,16,하월곡동,,,
37.60815045,127.0595712,메디팜믿음약국,,+82 2 963 3249,2019-06-24,,돌곶이로,45,석관동,,,
37.61596953,127.0552371,관문약국,,+82 2 915 1241,2019-06-24,,장위로,177,장위동,,,
37.60881032,127.0080592,수보약국,,+82 2 914 1555,2019-06-24,,솔샘로6길,63,정릉동,,,
37.60738938,127.0608027,백경약국,,+82 2 963 8974,2019-06-24,,돌곶이로,34,석관동,,,
37.61759873,127.0463717,인현약국,,+82 2 918 7353,2019-06-24,,돌곶이로41길,33,장위동,,,
37.60346738,127.0368231,석산약국,,+82 2 912 2020,2019-06-24,,오패산로1길,1,하월곡동,,,
37.59743116,127.0354477,종암약국,,+82 2 912 0107,2019-06-24,,종암로,80,종암동,,1,
37.61711767,127.002886,세종약국,,+82 2 914 3685,2019-06-24,,보국문로,168,정릉동,,,
37.60475389,127.0230392,남진약국,"서울특별시 성북구 길음로 20, 514동 515호 (길음동, 길음뉴타운상가동)",+82 2 913 9270,2019-06-24,,길음로,20,길음뉴타운상가동,,,515
37.61330471,127.0505506,부산약국,,+82 2 915 4560,2019-06-24,,장위로,124,장위동,,,
37.61680455,127.0496106,개미약국,,+82 2 915 7770,2019-06-24,,장월로,128,장위동,,,
37.58996451,127.0150137,지민약국,서울특별시 성북구 삼선교로 87 (삼선동4가),+82 2 953 5674,2019-06-24,,삼선교로,87,,,,
37.61440985,127.0534464,수진약국,,+82 2 915 1717,2019-06-24,,돌곶이로,134,장위동,,,
37.59410517,127.0338609,영생약국,"서울특별시 성북구 종암로5길 36, 상가동 1호 (종암동)",+82 2 928 5777,2019-06-24,,종암로5길,36,상가동,종암,,1
37.60286193,127.0223818,대림당약국,,+82 2 913 0832,2019-06-24,,동소문로,231,길음동,,-,
37.61700234,127.0032349,온누리청수약국,,+82 2 913 2328,2019-06-24,,보국문로,164,정릉동,,,
37.61413001,127.0412909,알파약국,,+82 2 918 7692,2019-06-24,,장위로,42-1,장위동,,,
37.59542691,127.0226287,민정약국,,+82 2 923 0280,2019-06-24,,북악산로22길,2,돈암동,,,
37.59867806,127.0205868,서울고명약국,,+82 2 923 6811,2019-06-24,,북악산로17길,2,돈암동,,,
37.59143708,127.0376777,운용약국,,+82 2 912 3417,2019-06-24,,회기로,9,종암동,,,
37.58511033,127.0314339,동성약국,"서울특별시 성북구 안암로 105, 1층 (안암동5가)",+82 2 923 6788,2019-06-24,,안암로,105,,,1,
37.6024197,127.0159131,정인약국,,+82 2 914 0580,2019-06-24,,정릉로36길,50,정릉동,,,
37.59611651,127.0147749,용수약국,서울특별시 성북구 동소문로13나길 111 (동소문동7가),+82 2 923 4756,2019-06-24,,동소문로13나길,111,,,,
37.6079216,127.0238601,십자약국,,+82 2 988 5964,2019-06-24,,삼양로8길,3-4,길음동,,,
37.60572843,127.0134857,제창약국,,+82 2 914 8453,2019-06-24,,정릉로27길,41,정릉동,,,
37.60441797,127.0394781,자산약국,,+82 2 913 2130,2019-06-24,,화랑로5길,42,하월곡동,,,
37.60247771,127.0130186,강원약국,,+82 2 914 8814,2019-06-24,,아리랑로,117-7,정릉동,,,
