위도,경도,지정년도,name,addr:full,phone,cuisine,주된음식,행정동,(재)지정,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
33.2519011,126.4266075,2018년,해심갈비,,064-738-2820,한식,흑돼지구이. 양념갈비,중문동,재지정,2018-11-01,,천제연로,203-4,,,,
33.24304205,126.505137,2019년,월드컵흑돼지,,064-738-3292,한식,흑돼지구이. 갈비탕,대륜동,재지정,2019-11-01,,월드컵로,74,,,,
33.2430676,126.5051929,2018년,월드컵흑돼지,,064-738-3292,한식,흑돼지구이. 갈비탕,대륜동,재지정,2018-11-01,,월드컵로,74,,,,
33.25838929,126.4070802,2019년,목포고을본점,,064-738-5551,한식,흑돼지구이. 김치찌개,예래동,재지정,2019-11-01,,일주서로,968-5,,,,
33.2584159,126.4071294,2018년,목포고을본점,,064-738-5551,한식,흑돼지구이. 김치찌개,예래동,재지정,2018-11-01,,일주서로,968-5,,,,
33.26677492,126.3946812,2019년,쉬는팡,,064-738-5833,한식,흑돼지구이. 동치미국수,예래동,재지정,2019-11-01,,상예로,244,,,,
33.2777041,126.3953828,2018년,쉬는팡,,064-738-5833,한식,흑돼지구이. 동치미국수,예래동,재지정,2018-11-01,,상예로,244,,,,
33.25512536,126.4165219,2019년,흑돼지구이집하영,,064-738-6011,한식,흑돼지오겹살. 전복돌솥밥,예래동,재지정,2019-11-01,,천제연로,101,,,,
33.2550941,126.4166328,2018년,흑돼지구이집하영,,064-738-6011,한식,흑돼지오겹살. 전복돌솥밥,예래동,재지정,2018-11-01,,천제연로,101,,,,
33.24407311,126.5363638,2019년,서귀포흑돼지명가,,064-738-6939,한식,흑돼지구이,대륜동,재지정,2019-11-01,,태평로,122,,,,
33.2440549,126.5364328,2018년,서귀포흑돼지명가,,064-738-6939,한식,흑돼지구이. 해물찜,대륜동,재지정,2018-11-01,,태평로,122,,,,
33.25029466,126.433154,2019년,오르막가든,,064-738-7755,한식,흑돼지구이,중문동,재지정,2019-11-01,,대포중앙로,12,,,,
33.2501584,126.4332518,2018년,오르막가든,,064-738-7755,한식,흑돼지구이,중문동,재지정,2018-11-01,,대포중앙로,12,,,,
33.24969846,126.4115565,2019년,신우성흑돼지,,064-738-7830,한식,흑돼지구이,예래동,지정(신규),2019-11-01,,중문관광로72번길,29-9,,,,
33.25460932,126.4181873,2019년,착한전복,,064-738-8455,한식,전복코스요리,예래동,재지정,2019-11-01,,천제연로,119,,,,
33.254619,126.4182628,2018년,착한전복,,064-738-8455,한식,전복코스요리,예래동,재지정,2018-11-01,,천제연로,119,,,,
33.25527649,126.4156618,2019년,이드레국수,,064-738-8777,한식,고기국수. 돔베고기,예래동,재지정,2019-11-01,,천제연로,93,,,,
33.2552657,126.4157369,2018년,이드레국수,,064-738-8777,한식,고기국수.돔베고기,예래동,재지정,2018-11-01,,천제연로,93,,,,
33.25276842,126.5036822,2019년,군족강정점,,064-738-9258,한식,군족,대천동,지정(신규),2019-11-01,,대청로,37,,,,
33.25396051,126.4192663,2019년,예지원,,064-738-9577,한식,갈치조림. 전복뚝배기,중문동,재지정,2019-11-01,,천제연로,129,,,,
33.2540172,126.4193596,2018년,예지원,,064-738-9577,한식,갈치조림. 전복뚝배기,중문동,재지정,2018-11-01,,천제연로,129,,,,
33.26393845,126.3952413,2019년,황토기와집,,064-739-0575,한식,옹심이손칼국수. 파전,예래동,재지정,2019-11-01,,일주서로,1102,,,,
33.2638597,126.3953564,2018년,황토기와집,,064-739-0575,한식,옹심이손칼국수. 파전,예래동,재지정,2018-11-01,,일주서로,1102,,,,
33.24027505,126.4285511,2019년,대기정,,064-739-1041,한식,통갈치구이. 갈치조림,중문동,재지정,2019-11-01,,이어도로,41,,,,
33.2403093,126.4286681,2018년,대기정,,064-739-1041,한식,통갈치구이. 갈치조림,중문동,재지정,2018-11-01,,이어도로,41,,,,
33.2502293,126.4314553,2019년,대포칼제비,,064-739-1666,한식,칼국수. 수제비,중문동,재지정,2019-11-01,,중문관광로,338,,,,
33.2563473,126.5114836,2018년,대게나라,,064-739-2797,한식,대개. 킹크랩,대륜동,재지정,2018-11-01,,76번길,2,,,,
33.24766536,126.5118539,2019년,앙끄레국수,,064-739-2999,한식,고기국수. 비빔국수,대륜동,재지정,2019-11-01,,법환상로2번길,97-18,,,,
33.2474435,126.5116938,2018년,앙끄레국수,,064-739-2999,한식,고기국수. 비빔국수,대륜동,재지정,2018-11-01,,법환상로2번길,97-18,,,,
33.2557027,126.4146665,2019년,제주오성본점,,064-739-3120,한식,통갈치조림,예래동,지정(신규),2019-11-01,,중문관광로,27,,,,
33.25495042,126.4171503,2019년,신라원중문점,,064-739-3395,한식,말고기. 흑돼지구이,예래동,재지정,2019-11-01,,천제연로,107,,,,
33.2548767,126.4171862,2018년,신라원중문점,,064-739-3395,한식,말고기. 흑돼지구이,예래동,재지정,2018-11-01,,천제연로,107,,,,
33.25625594,126.4254164,2019년,중문국수나라,,064-739-3772,한식,고기국수,중문동,지정(신규),2019-11-01,,중문로51번길,2,,,,
33.249632,126.4464808,2018년,늘품흑돼지,,064-739-4994,한식,흑돼지구이. 양념갈비,대륜동,지정(신규),2018-11-01,,이어도로,1048,,,,
33.23952654,126.4421006,2019년,큰솔가,,064-739-7171,한식,흑돼지오겹살,중문동,지정(신규),2019-11-01,,이어도로,193,,,,
33.25833484,126.4080665,2019년,미향해장국 중문점,,064-739-8868,한식,해장국,예래동,재지정,2019-11-01,,일주서로,962,,,,
33.2583289,126.4080818,2018년,미향해장국 중문점,,064-739-8868,한식,해장국,예래동,재지정,2018-11-01,,일주서로,962,,,,
33.27136642,126.5857971,2019년,원보뷔페본점,,064-739-8997,한식,뷔페,영천동,지정(신규),2019-11-01,,516로,204,,,,
33.2528563,126.5102317,2018년,우돈가,제주특별자치도 서귀포시 신서귀로 45. 1층 ,064-739-9297,한식,흑돼지구이. 소고기구이,대륜동,재지정,2018-11-01,,신서귀로,,,,1,
33.2718999,126.4130358,2018년,삼미흑돼지,,064-739-9392,한식,흑돼지구이. 갈비탕,예래동,재지정,2018-11-01,,색달중앙로,33,,,,
33.25852137,126.4134474,2019년,삼미흑돼지중문점,,064-739-9392,한식,흑돼지구이. 갈비탕,예래동,재지정,2019-11-01,,색달중앙로,33,,,,
,,2019년,강정장원식당,,064-739-9828,한식,해물전골. 흑돼지구이,대천동,재지정,2019-11-01,,,2787-5,강정동,,,
33.2615636,126.49447,2018년,강정장원식당,제주특별자치도 서귀포시 강정동 2787 - 5,064-739-9828,한식,해물전골. 흑돼지구이,대천동,재지정,2018-11-01,,,5,강정동,,,
33.24736934,126.5628208,2019년,24시전주명가콩나물국밥,,064-762-0650,한식,콩나물국밥. 황태콩나물국밥,정방동,재지정,2019-11-01,,중정로62번길,4,,,,
33.2473607,126.5629874,2018년,24시전주명가콩나물국밥,,064-762-0650,한식,콩나물국밥.황태콩나물국밥,정방동,지정(신규),2018-11-01,,중정로62번길,4,,,,
33.24546431,126.5612904,2019년,수희식당,,064-762-0777,한식,전복뚝배기. 조림,정방동,재지정,2019-11-01,,태평로,377,,,,
33.245398,126.5612867,2018년,수희식당,,064-762-0777,한식,전복뚝배기. 조림,정방동,재지정,2018-11-01,,태평로,377,,,,
33.2434045,126.5598021,2018년,거부한정식서귀포점,,064-762-4115,한식,한정식,천지동,재지정,2018-11-01,,남성중로,2-3,,,,
33.2466488,126.5590511,2019년,진주식당,,064-762-5158,한식,해물뚝배기.조림,천지동,재지정,2019-11-01,,태평로,353,,,,
33.2465959,126.5606779,2018년,진주식당,,064-762-5158,한식,해물뚝배기.조림,천지동,재지정,2018-11-01,,태평로,353,,,,
33.25741742,126.5698913,2019년,금상첨화,,064-762-5292,한식,오리모듬세트. 생주물럭,동홍동,재지정,2019-11-01,,동홍서로112번길,4-16,,,,
33.2585557,126.5712638,2018년,금상첨화,,064-762-5292,한식,오리모듬세트. 생주물럭,동홍동,재지정,2018-11-01,,동홍서로112번길,4-16,,,,
33.24851592,126.5592864,2019년,네거리식당,,064-762-5513,한식,갈치요리,천지동,재지정,2019-11-01,,서문로29번길,20,,,,
33.2485206,126.559362,2018년,네거리식당,,064-762-5513,한식,갈치요리,천지동,재지정,2018-11-01,,서문로29번길,20,,,,
33.2523407,126.5679399,2019년,서귀포갈비,,064-762-7549,한식,양념갈비. 냉면,동홍동,재지정,2019-11-01,,동홍로,42,,,,
33.2523729,126.5680111,2018년,서귀포갈비,,064-762-7549,한식,양념갈비. 냉면,동홍동,재지정,2018-11-01,,동홍로,42,,,,
33.255487,126.5686054,2018년,서귀포걸메도야지,,064-762-8534,한식,흑돼지구이,송산동,지정(신규),2018-11-01,,일주동로,8733,,,,
33.25207653,126.5554067,2019년,서귀포걸메도야지.통뼈감자탕,,064-762-8534,한식,흑돼지구이,송산동,재지정,2019-11-01,,일주동로,8733,,,,
33.25039939,126.5727132,2019년,서귀포바당물회,,064-762-8998,한식,물회. 회정식,동홍동,재지정,2019-11-01,,태평로512번길,1-4,,,,
33.2505549,126.5727622,2018년,서귀포바당물회,,064-762-8998,한식,물회. 회정식,동홍동,재지정,2018-11-01,,태평로512번길,1-4,,,,
33.25135201,126.5649004,2019년,명가솥뚜껑,,064-763-0844,한식,흑돼지구이,중앙동,재지정,2019-11-01,,중앙로62번길,36,,,,
33.2513571,126.5649866,2018년,명가솥뚜껑,,064-763-0844,한식,흑돼지구이,중앙동,재지정,2018-11-01,,중앙로62번길,36,,,,
33.25133102,126.5602895,2019년,진국옹기설렁탕,,064-763-1750,한식,모듬전골.설렁탕,천지동,재지정,2019-11-01,,중앙로79번길,10,,,,
33.2512764,126.5603458,2018년,진국옹기설렁탕,,064-763-1750,한식,모듬전골. 설렁탕,천지동,재지정,2018-11-01,,중앙로79번길,10,,,,
33.2544095,126.5693461,2019년,제주손칼국수냉면전문점,,064-763-3331,한식,칼국수. 흑돼지구이,동홍동,재지정,2019-11-01,,일주동로,8599,,,,
33.2544,126.5694385,2018년,제주손칼국수냉면전문점,,064-763-3331,한식,칼국수. 흑돼지구이,동홍동,재지정,2018-11-01,,일주동로,8599,,,,
33.25609324,126.574597,2019년,조마루뼈다귀서귀포점,,064-763-4417,한식,뼈다귀해장국,동홍동,재지정,2019-11-01,,동홍동로,13,,,,
33.2549348,126.5712993,2018년,조마루뼈다귀서귀포점,제주특별자치도 서귀포시 동홍동로 13. 1층 ,064-763-4417,한식,뼈다귀해장국,동홍동,재지정,2018-11-01,,동홍동로,,,,1,
33.25194214,126.5598285,2019년,광장숯불갈비서울족탕,,064-763-7887,한식,돼지갈비. 족탕,천지동,지정(신규),2019-11-01,,서문로,10,,,,
33.25861971,126.5619523,2019년,화끈한갈매기,,064-763-9292,한식,갈매기살. 소갈비살,동홍동,재지정,2019-11-01,,중앙로150번길,4-1,,,,
33.2586063,126.5620424,2018년,화끈한갈매기,,064-763-9292,한식,갈매기살. 소갈비살,동홍동,재지정,2018-11-01,,150번길,4-1,,,,
33.31175253,126.7167987,2019년,은빌레식당,,064-764-2221,한식,정식,남원읍,재지정,2019-11-01,,한신로,247-3,남원읍,,,
33.29229206,126.7219584,2019년,육값하네식육가든,,064-764-5053,한식,흑돼지구이,남원읍,재지정,2019-11-01,,남조로,141,남원읍,,,
33.3190481,126.7087521,2018년,육값하네식육가든,,064-764-5053,한식,흑돼지구이,남원읍,재지정,2018-11-01,,남조로,141,남원읍,,,
33.27898868,126.7172444,2019년,흑염소마루,,064-764-6678,한식,흑염소전골,남원읍,재지정,2019-11-01,,태위로663번길,1-1,남원읍,,,
33.2790095,126.7173335,2018년,흑염소마루,,064-764-6678,한식,흑염소전골,남원읍,재지정,2018-11-01,,태위로663번길,1-1,남원읍,,,
33.28232706,126.7207535,2019년,일품순두부남원점,,064-764-9001,한식,탕. 찌개,남원읍,지정(신규),2019-11-01,,남조로,30,남원읍,,,
33.2608222,126.6007439,2018년,미향해장국효돈점,,064-767-6767,한식,해장국,효돈동,재지정,2018-11-01,,효돈로,11,,,,
33.24787337,126.5822109,2019년,서귀포흑돈,,064-767-9718,한식,흑돼지구이,영천동,재지정,2019-11-01,,칠십리로,278,,,,
33.2458603,126.5913123,2018년,서귀포흑돈,,064-767-9718,한식,흑돼지구이,영천동,재지정,2018-11-01,,칠십리로,278,,,,
33.46113545,126.9330756,2019년,제주뚝배기,,064-782-1089,한식,해물뚝배기,성산읍,재지정,2019-11-01,,일출로,255,성산읍,,,
33.4611374,126.9330294,2018년,제주뚝배기,,064-782-1089,한식,해물뚝배기,성산읍,재지정,2018-11-01,,일출로,255,성산읍,,,
33.44979084,126.9211225,2019년,해마루,,064-782-1150,한식,통갈치요리,성산읍,재지정,2019-11-01,,일출로,84,성산읍,,,
33.4498058,126.9211255,2018년,해마루,,064-782-1150,한식,통갈치요리,성산읍,재지정,2018-11-01,,일출로,84,성산읍,,,
33.46367247,126.9323751,2019년,모다정,,064-782-1805,한식,갈치조림,성산읍,재지정,2019-11-01,,성산중앙로37번길,9,성산읍,,,
33.4636754,126.9323862,2018년,모다정,,064-782-1805,한식,갈치조림,성산읍,재지정,2018-11-01,,성산중앙로37번길,9,성산읍,,,
33.44862303,126.9157026,2019년,삼수정식당,,064-782-2146,한식,소갈비,성산읍,재지정,2019-11-01,,동류암로,45,성산읍,,,
33.448636,126.9157338,2018년,삼수정식당,,064-782-2146,한식,소갈비,성산읍,재지정,2018-11-01,,동류암로,45,성산읍,,,
33.43837858,126.8735985,2019년,성산미소복집,,064-782-5448,한식,복요리. 시래기갈치고등어조림,성산읍,재지정,2019-11-01,,서성일로,872-6,성산읍,,,
33.4268965,126.8647243,2018년,성산미소복집,,064-782-5448,한식,복요리.시래기갈치고등어조림,성산읍,지정(신규),2018-11-01,,서성일로,872-6,성산읍,,,
33.43852208,126.9171663,2019년,해왓,,064-782-5689,한식,고등어조림,성산읍,재지정,2019-11-01,,신고로,30-1,성산읍,,,
33.43851,126.9171019,2018년,해왓,,064-782-5689,한식,고등어조림,성산읍,지정(신규),2018-11-01,,신고로,30-1,성산읍,,,
33.46109358,126.9328554,2019년,아침바다,,064-782-7501,한식,뚝배기,성산읍,재지정,2019-11-01,,일출로,253,성산읍,,,
33.4610956,126.9328772,2018년,아침바다,,064-782-7501,한식,뚝배기,성산읍,재지정,2018-11-01,,일출로,253,성산읍,,,
33.44010961,126.9200068,2019년,백록,,064-782-8002,한식,활어회,성산읍,재지정,2019-11-01,,섭지코지로25번길,12,성산읍,,,
33.43615312,126.9170798,2019년,흑돗,,064-782-9275,한식,흑돼지구이,성산읍,재지정,2019-11-01,,신양로,69,성산읍,,,
33.4359606,126.9162583,2018년,흑돗,,064-782-9275,한식,흑돼지구이,성산읍,재지정,2018-11-01,,신양로,69,성산읍,,,
33.45089882,126.9149599,2019년,꽃가람,,064-783-3939,한식,돼지국밥,성산읍,재지정,2019-11-01,,고성동서로,73,성산읍,,,
33.4509234,126.9150116,2018년,꽃가람,,064-783-3939,한식,돼지국밥,성산읍,재지정,2018-11-01,,고성동서로,73,성산읍,,,
33.4624164,126.9323126,2019년,청솔나무집,,064-783-5070,한식,흑돼지구이,성산읍,재지정,2019-11-01,,성산중앙로,25,성산읍,,,
33.4624815,126.9321545,2018년,청솔나무집,,064-783-5070,한식,흑돼지구이,성산읍,지정(신규),2018-11-01,,성산중앙로,25,성산읍,,,
33.46024035,126.9314728,2019년,성산촌뚝배기,,064-783-5656,한식,뚝배기,성산읍,지정(신규),2019-11-01,,일출로,238-1,성산읍,,,
33.4618899,126.9343422,2018년,성산포 황금어장,제주특별자치도 서귀포시 성산읍 성산리 135 - 2 ,064-783-6684,한식,뚝배기,성산읍,재지정,2018-11-01,,,2,성산읍,,,
33.46845674,126.917455,2019년,오름에바당,,064-783-7657,한식,정식,성산읍,재지정,2019-11-01,,한도로,90,성산읍,,,
33.4684815,126.9171916,2018년,오름에바당,,064-783-7657,한식,정식,성산읍,재지정,2018-11-01,,한도로,90,성산읍,,,
33.43679754,126.9212844,2019년,섭지골,,064-784-0014,한식,흑돼지구이,성산읍,재지정,2019-11-01,,신양로,107,성산읍,,,
33.4368727,126.9213518,2018년,섭지골,,064-784-0014,한식,흑돼지구이,성산읍,재지정,2018-11-01,,신양로,107,성산읍,,,
33.46973583,126.9222939,2019년,오조해녀의 집,,064-784-0893,한식,전복죽,성산읍,재지정,2019-11-01,,한도로,141-13,성산읍,,,
33.4698069,126.9223318,2018년,오조해녀의 집,,064-784-0893,한식,전복죽,성산읍,재지정,2018-11-01,,한도로,141-13,성산읍,,,
33.46067226,126.932525,2019년,전망좋은집,,064-784-1568,한식,해물전골,성산읍,재지정,2019-11-01,,일출로,248,성산읍,,,
33.4606616,126.9325264,2018년,전망좋은집,,064-784-1568,한식,해물전골,성산읍,재지정,2018-11-01,,일출로,248,성산읍,,,
33.41436639,126.8999364,2019년,옛날옛적,,064-784-2252,한식,한정식,성산읍,재지정,2019-11-01,,일주동로,4660,성산읍,,,
33.4143696,126.8999778,2018년,옛날옛적,,064-784-2252,한식,한정식,성산읍,재지정,2018-11-01,,일주동로,4660,성산읍,,,
33.44695732,126.9144105,2019년,해월향,,064-784-4080,한식,흑돼지구이,성산읍,재지정,2019-11-01,,고성오조로,33,성산읍,,,
33.4469666,126.9144446,2018년,해월향,,064-784-4080,한식,흑돼지구이,성산읍,재지정,2018-11-01,,고성오조로,33,성산읍,,,
33.46275251,126.9313068,2019년,제주고가네,,064-784-5559,한식,갈치조림,성산읍,재지정,2019-11-01,,성산중앙로19번길,14,성산읍,,,
33.4627317,126.9313694,2018년,제주고가네,,064-784-5559,한식,갈치조림,성산읍,재지정,2018-11-01,,성산중앙로19번길,14,성산읍,,,
33.471809,126.901538,2018년,돈코복코,,064-784-6640,한식,흑돼지구이,성산읍,지정(신규),2018-11-01,,일주동로,3968,성산읍,,,
33.47182034,126.9014874,2019년,동쪽고기,,064-784-6640,한식,흑돼지구이,성산읍,재지정,2019-11-01,,일주동로,3968,성산읍,,,
33.46120628,126.9338505,2019년,돌하르방뚝배기식당,,064-784-6888,한식,한식,성산읍,재지정,2019-11-01,,일출로,264,성산읍,,,
33.4611919,126.9339076,2018년,돌하르방뚝배기식당,,064-784-6888,한식,뚝배기,성산읍,재지정,2018-11-01,,일출로,264,성산읍,,,
33.45925119,126.9300105,2019년,해촌,,064-784-8001,한식,해물뚝배기,성산읍,재지정,2019-11-01,,일출로,220,성산읍,,,
33.43241835,126.8628001,2019년,제주해룡,,064-784-8849,한식,고등어조림,성산읍,재지정,2019-11-01,,서성일로,753,성산읍,,,
33.4268965,126.8647243,2018년,제주해룡,,064-784-8849,한식,고등어조림,성산읍,재지정,2018-11-01,,서성일로,753,성산읍,,,
33.46473406,126.9358489,2019년,바다풍경,,064-784-9779,한식,해물뚝배기,성산읍,재지정,2019-11-01,,일출로288번길,17,성산읍,,,
33.46091428,126.9312548,2019년,만조이천쌀밥,,064-784-9794,한식,정식,성산읍,재지정,2019-11-01,,성산중앙로,5,성산읍,,,
33.4609007,126.9311907,2018년,만조이천쌀밥,,064-784-9794,한식,정식,성산읍,재지정,2018-11-01,,성산중앙로,5,성산읍,,,
33.4475346,126.9137274,2019년,미향해장국성산점,,064-784-9994,한식,선지해장국,성산읍,재지정,2019-11-01,,일출로,9,성산읍,,,
33.4475323,126.9137664,2018년,미향해장국성산점,,064-784-9994,한식,선지해장국,성산읍,재지정,2018-11-01,,일출로,9,성산읍,,,
33.44268414,126.9184414,2019년,티라한식당,,064-786-5382,한식,정식,성산읍,재지정,2019-11-01,,섭지코지로25번길,41,성산읍,,,
33.4493736,126.9207077,2018년,티라한식당,,064-786-5382,한식,정식,성산읍,재지정,2018-11-01,,25번길,41,성산읍,,,
33.39482008,126.8006421,2019년,낭밭식당,,064-787-0414,한식,돼지불고기,표선면,재지정,2019-11-01,,서성일로,31,표선면,,,
33.3948805,126.8007685,2018년,낭밭식당,,064-787-0414,한식,돼지불고기,표선면,재지정,2018-11-01,,서성일로,31,표선면,,,
33.3832449,126.8768829,2018년,괸당네식당,,064-787-1055,한식,돼지불고기,성산읍,재지정,2018-11-01,,독자봉로,2,성산읍,,,
33.3977398,126.8044468,2019년,팔도강산성읍1리복지타운,,064-787-1088,한식,돼지불고기,표선면,재지정,2019-11-01,,서성일로,74,표선면,,,
33.3986584,126.8026919,2018년,팔도강산성읍1리복지타운,,064-787-1088,한식,돼지불고기,표선면,지정(신규),2018-11-01,,서성일로,74,표선면,,,
33.32632232,126.8440496,2019년,금데기식당,,064-787-1575,한식,활어회,표선면,재지정,2019-11-01,,표선당포로,19-5,표선면,,,
33.39401373,126.800734,2019년,돌집식당,,064-787-3720,한식,흑돼지구이,표선면,재지정,2019-11-01,,서성일로,23,표선면,,,
33.3940309,126.8006415,2018년,돌집식당,,064-787-3720,한식,흑돼지구이,표선면,재지정,2018-11-01,,서성일로,23,표선면,,,
33.40599934,126.7766303,2019년,목장원식당바스메,,064-787-3930,한식,말고기요리,표선면,재지정,2019-11-01,,번영로,2524,표선면,,,
33.4136187,126.7527705,2018년,목장원식당바스메,,064-787-3930,한식,말고기요리,표선면,재지정,2018-11-01,,번영로,2524,표선면,,,
