위도,경도,ref,light:count,addr:subdistrict,addr:hamlet,phone,operator,operator:type,source:date,highway,support,light_method,light:lit,light:shape,light:tilt
37.68101279,126.6074926,,2,통진읍,가현리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-70
37.68259058,126.6044461,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-69
37.68545914,126.6046295,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-68
37.68558412,126.6044642,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-67
37.68541917,126.6043064,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-66
37.68525991,126.6045057,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-65
37.68503952,126.60466,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-64
37.68473053,126.6047745,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-63
37.68441391,126.6048965,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-62
37.68406296,126.6050262,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-61
37.68369293,126.6049347,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-60
37.68344116,126.6047897,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-59
37.68289969,126.6046032,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-58
37.68317413,126.6046219,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-57
37.68289185,126.6044617,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-56
37.68261337,126.6043091,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-55
37.68323819,126.6047913,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-54
37.68347996,126.6050196,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-53
37.68378208,126.6051058,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-52
37.68420339,126.6051376,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-51
37.68449355,126.605017,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-50
37.68489161,126.6048335,,1,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-49
37.68523841,126.6048119,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-48
37.60352524,126.7656882,100-1,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-47
37.60249329,126.7686691,100-10,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-46
37.60236359,126.768898,100-11,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-45
37.60224915,126.7691269,100-12,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-44
37.60209274,126.7693176,100-13,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-43
37.60193634,126.7695084,100-14,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-42
37.60173035,126.7696915,100-15,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-41
37.60067749,126.7705536,100-16,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-40
37.60053635,126.7706757,100-17,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-39
37.60039139,126.770813,100-18,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-38
37.60023499,126.7709808,100-19,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-37
37.60344716,126.7660678,100-2,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-36
37.60007858,126.7711258,100-20,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-35
37.59996796,126.7712784,100-21,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-34
37.59982681,126.7714386,100-22,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-33
37.60152054,126.7698746,100-23,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-32
37.60129166,126.7700577,100-24,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-31
37.60103989,126.770256,100-25,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-30
37.60084152,126.7704163,100-26,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-29
37.60335159,126.7663574,100-3,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-28
37.60324478,126.7666092,100-4,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-27
37.60317612,126.7668381,100-5,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-26
37.60308203,126.767091,100-6,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-25
37.60286247,126.7676919,100-7,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-24
37.60276031,126.7678909,100-8,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-23
37.60257339,126.7684174,100-9,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-22
37.5994072,126.772049,101-1,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-21
37.59770584,126.7747574,101-10,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-20
37.59751511,126.7750778,101-11,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-19
37.59729767,126.7753448,101-12,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-18
37.59704971,126.775795,101-13,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-17
37.59919739,126.7723465,101-2,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-16
37.5990448,126.7726135,101-3,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-15
37.59889984,126.77285,101-4,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-14
37.59877396,126.7730255,101-5,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-13
37.59843445,126.7735672,101-6,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-12
37.59820557,126.7739487,101-7,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-11
37.59803391,126.774231,101-8,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-10
37.59787369,126.7745132,101-9,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-9
37.59472275,126.7691498,102-1,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-8
37.59374237,126.7675247,102-10,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-7
37.5935936,126.7672653,102-11,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-6
37.59343338,126.7669907,102-12,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-5
37.59325409,126.7667084,102-13,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-4
37.5930748,126.7665024,102-14,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-3
37.59287643,126.7663116,102-15,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-2
37.5926857,126.7661209,102-16,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-1
37.59250641,126.7659988,102-17,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,0
37.59228897,126.765831,102-18,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1
37.59204483,126.7657013,102-19,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,2
37.59462357,126.7689972,102-2,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,3
37.59458923,126.7688217,102-3,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,4
37.59447098,126.7686615,102-4,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,5
37.59447861,126.7688217,102-5,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,6
37.59437943,126.7685928,102-6,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,7
37.59423828,126.7683258,102-7,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,8
37.59409714,126.7680893,102-8,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,9
37.59393692,126.7678146,102-9,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,10
37.58490372,126.7581635,103-1,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,11
37.58778763,126.7612839,103-10,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,12
37.58820724,126.761734,103-11,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,13
37.58850861,126.7621002,103-12,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,14
37.58883667,126.7624664,103-13,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,15
37.58905792,126.7627182,103-14,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,16
37.58937454,126.7630692,103-15,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,17
37.58959579,126.7633209,103-16,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,18
37.58985519,126.7635803,103-17,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,19
37.59013367,126.7638931,103-18,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,20
37.59037018,126.7641296,103-19,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,21
37.58527374,126.7585602,103-2,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,22
37.59068298,126.7644424,103-20,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,23
37.59098816,126.7647858,103-21,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,24
37.59123611,126.7650528,103-22,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,25
37.5915451,126.7652893,103-23,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,26
37.59183502,126.7655029,103-24,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,27
37.58554077,126.7588959,103-3,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,28
37.58590317,126.7592697,103-4,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,29
37.58623505,126.759613,103-5,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,30
37.58653641,126.7599792,103-6,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,31
37.58687592,126.7603302,103-7,1,고촌읍,태리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,32
37.58720016,126.7606964,103-8,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,33
37.58745575,126.7609787,103-9,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,34
37.59853745,126.7715683,104-1,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,35
37.59648132,126.7709579,104-10,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,36
37.59629059,126.7708893,104-11,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,37
37.59614944,126.7708359,104-12,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,38
37.59596634,126.7707825,104-13,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,39
37.5958252,126.7707062,104-14,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,40
37.59565568,126.770565,104-15,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,41
37.59545517,126.7703171,104-16,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,42
37.59528351,126.77005,104-17,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,43
37.59514236,126.7698059,104-18,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,44
37.59497452,126.7695313,104-19,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,45
37.59838486,126.771553,104-2,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,46
37.59480286,126.7692642,104-20,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,47
37.59818268,126.771492,104-3,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,48
37.59800339,126.771431,104-4,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,49
37.59784317,126.7713928,104-5,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,50
37.59761429,126.7713242,104-6,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,51
37.59740067,126.7712555,104-7,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,52
37.59716034,126.7711792,104-8,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,53
37.5967865,126.7710648,104-9,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,54
37.60292435,126.7671661,105-1,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,55
37.60060883,126.7656479,105-10,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,56
37.60029963,126.7656502,105-11,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,57
37.60061322,126.7659012,105-12,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,58
37.60091954,126.7658946,105-13,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,59
37.6012281,126.7658766,105-14,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,60
37.60153017,126.7659974,105-15,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,61
37.60177612,126.7662146,105-16,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,62
37.60197929,126.7664405,105-17,1,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,63
37.6021847,126.7666635,105-18,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,64
37.60235851,126.7668498,105-19,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,65
37.60276031,126.766983,105-2,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,66
37.60249854,126.767039,105-20,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,67
37.60267685,126.7672253,105-21,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,68
37.60284167,126.767423,105-22,2,고촌읍,신곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,69
