위도,경도,name,phone,addr:full,source:date,amenity
33.2610387,126.5824425,㈜한라석유 탐라주유소,064-732-0576,제주특별자치도 서귀포시 516로 86 (토평동),2020-06-15,fuel
33.2621035,126.3998422,상예주유소,064-739-2055,제주특별자치도 서귀포시 일주서로 1057 (상예동),2020-06-15,fuel
33.2496168,126.5050438,초원주유소,064-739-5551,제주특별자치도 서귀포시 일주서로 27 (강정동),2020-06-15,fuel
33.3147596,126.826971,그림주유소,064-787-4488,제주특별자치도 서귀포시 표선면 표선동서로 111,2020-06-15,fuel
33.2550776,126.5711316,동홍주유소,064-732-5149,제주특별자치도 서귀포시 일주동로 8586 (동홍동),2020-06-15,fuel
33.2888494,126.7502959,(주)태흥주유소,064-764-5151,제주특별자치도 서귀포시 남원읍 태위로 990,2020-06-15,fuel
33.2597235,126.3565203,감산주유소,064-794-1116,제주특별자치도 서귀포시 안덕면 일주서로 1487,2020-06-15,fuel
33.2835671,126.7051642,위미농협주유소,064-767-3107,제주특별자치도 서귀포시 남원읍 일주동로 7830,2020-06-15,fuel
33.2641749,126.5512758,서홍주유소,064-733-0111,제주특별자치도 서귀포시 서홍로 184 (서홍동),2020-06-15,fuel
33.2479105,126.5126731,법환주유소,064-739-6051,제주특별자치도 서귀포시 일주동로 9173 (법환동),2020-06-15,fuel
33.2664605,126.5764048,환영주유소,064-732-5177,제주특별자치도 서귀포시 중산간동로 7862 (동홍동),2020-06-15,fuel
33.2556124,126.4139321,한신주유소,064-739-4942,제주특별자치도 서귀포시 천제연로 77 (색달동),2020-06-15,fuel
33.252647,126.4495211,㈜금영 대포주유소,064-738-0833,제주특별자치도 서귀포시 일주서로 559 (대포동),2020-06-15,fuel
33.416346,126.889907,희진주유소,064-783-0115,제주특별자치도 서귀포시 성산읍 일주동로 5160,2020-06-15,fuel
33.416346,126.889907,삼남석유㈜ 해맞이주유소,064-784-2201,제주특별자치도 서귀포시 성산읍 일주동로 4501,2020-06-15,fuel
33.255487,126.5686054,혁신도시주유소,064-739-5233,제주특별자치도 서귀포시 일주동로 9144,2020-06-15,fuel
33.2634511,126.6165149,효돈농협주유소,064-767-0395,제주특별자치도 서귀포시 효돈로 166 (하효동),2020-06-15,fuel
33.3039456,126.6708275,신례주유소,064-767-3001,제주특별자치도 서귀포시 남원읍 중산간동로 7097,2020-06-15,fuel
33.2402708,126.2507128,모슬포행운주유소,064-794-1629,제주특별자치도 서귀포시 대정읍 일주서로 2419,2020-06-15,fuel
33.2291548,126.2604596,반석주유소,064-794-5544,제주특별자치도 서귀포시 대정읍 대한로88번길 155,2020-06-15,fuel
33.2603089,126.5990318,효돈주유소,064-767-3030,제주특별자치도 서귀포시 일주동로 8314 (신효동),2020-06-15,fuel
33.2647289,126.3900636,예래주유소,064-738-7708,제주특별자치도 서귀포시 일주서로 1156-2 (상예동),2020-06-15,fuel
33.2502071,126.49352,염돈주유소,064-739-5400,제주특별자치도 서귀포시 일주서로 136 (강정동),2020-06-15,fuel
33.2615253,126.5261329,반도주유소,064-739-5151,제주특별자치도 서귀포시 중산간동로 8338 (호근동),2020-06-15,fuel
33.2455735,126.5256947,서귀포농협서부주유소,064-739-5003,제주특별자치도 서귀포시 태평로 22 (서호동),2020-06-15,fuel
33.264464,126.5590015,한진주유소,064-733-5949,제주특별자치도 서귀포시 중산간동로 8028 (서홍동),2020-06-15,fuel
33.2668972,126.5826699,토평주유소(주),064-733-7220,제주특별자치도 서귀포시 중산간동로 7801 (토평동),2020-06-15,fuel
33.4143696,126.8999778,난산입구주유소,064-784-0084,제주특별자치도 서귀포시 성산읍 일주동로 5058,2020-06-15,fuel
33.2511499,126.4310161,중문주유소,064-738-0502,제주특별자치도 서귀포시 천제연로 246 (중문동),2020-06-15,fuel
33.2797413,126.7222059,(주)한라석유 남원주유소,064-764-1986,제주특별자치도 서귀포시 남원읍 태위로 710,2020-06-15,fuel
33.3245085,126.8318969,표선농협주유소,064-787-2331,제주특별자치도 서귀포시 표선면 표선동서로 229,2020-06-15,fuel
33.4469587,126.9146684,동남주유소,064-782-1425,제주특별자치도 서귀포시 성산읍 고성오조로 35,2020-06-15,fuel
33.4537335,126.9132245,오성주유소,064-782-2201,제주특별자치도 서귀포시 성산읍 고성오조로 113,2020-06-15,fuel
33.2473974,126.5606315,칠십리주유소,064-732-5188,제주특별자치도 서귀포시 중정로 40 (서귀동),2020-06-15,fuel
33.2548983,126.5788534,에이스주유소,064-732-5145,제주특별자치도 서귀포시 일주동로 8513 (토평동),2020-06-15,fuel
33.222652,126.2478109,산방주유소,064-794-2314,제주특별자치도 서귀포시 대정읍 신영로 34,2020-06-15,fuel
33.25307,126.54247,성산일출봉농협주유소,064-780-3135,제주특별자치도 서귀포시 성산읍 일주동로 4521,2020-06-15,fuel
