위도,경도,addr:subdistrict,ref,operator,phone,source:date
35.167832,129.180749,좌2동,좌2동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.164611,129.185744,좌2동,좌2동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181369,129.16905,좌4동,좌4동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181378,129.169031,좌4동,좌4동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181467,129.169057,좌4동,좌4동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.17995,129.168714,좌4동,좌4동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.180032,129.168771,좌4동,좌4동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.18109,129.175978,좌4동,좌4동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179988,129.16875,좌4동,좌4동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181107,129.175976,좌4동,좌4동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175379,129.166839,좌4동,좌4동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
129.166839,129.166842,좌4동,좌4동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.17539,129.166815,좌4동,좌4동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175379,129.166818,좌4동,좌4동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175384,129.168434,좌4동,좌4동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189621,129.199116,송정동,송정동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.178153,129.198147,송정동,송정동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.176765,129.19566,송정동,송정동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.176826,129.195799,송정동,송정동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.177311,129.195089,송정동,송정동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.174935,129.195695,송정동,송정동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.177785,129.195013,송정동,송정동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.166352,129.191491,송정동,송정동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.167007,129.190837,송정동,송정동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.169337,129.190718,송정동,송정동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.170492,129.193525,송정동,송정동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.171695,129.194376,송정동,송정동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175065,129.194333,송정동,송정동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175112,129.194519,송정동,송정동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175008,129.194421,송정동,송정동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175293,129.194583,송정동,송정동-16,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175147,129.19453,송정동,송정동-17,해운대구(안전총괄과),051-749-6167,2021-01-01
35.177966,129.193104,송정동,송정동-18,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179226,129.194788,송정동,송정동-19,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179691,129.196182,송정동,송정동-20,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179846,129.192867,송정동,송정동-21,해운대구(안전총괄과),051-749-6167,2021-01-01
35.175419,129.194616,송정동,송정동-22,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179803,129.1968,송정동,송정동-23,해운대구(안전총괄과),051-749-6167,2021-01-01
35.180602,129.198047,송정동,송정동-24,해운대구(안전총괄과),051-749-6167,2021-01-01
35.180264,129.19761,송정동,송정동-25,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196288,129.124877,반여1동,반여1동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19646,129.12453,반여1동,반여1동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19632,129.124664,반여1동,반여1동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196627,129.124331,반여1동,반여1동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196614,129.124229,반여1동,반여1동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196675,129.124326,반여1동,반여1동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196592,129.124285,반여1동,반여1동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196666,129.124305,반여1동,반여1동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.196337,129.124742,반여1동,반여1동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195733,129.127444,반여2동,반여2동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195789,129.127446,반여2동,반여2동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.194891,129.130426,반여2동,반여2동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195049,129.129257,반여2동,반여2동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195202,129.128114,반여2동,반여2동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.214399,129.122796,반여2동,반여2동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195369,129.132822,반여2동,반여2동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.195128,129.133012,반여2동,반여2동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.194259,129.133506,반여2동,반여2동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.194239,129.133365,반여2동,반여2동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193863,129.132089,반여2동,반여2동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193776,129.132644,반여2동,반여2동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19401,129.132009,반여2동,반여2동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19379,129.131534,반여2동,반여2동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.194643,129.131154,반여2동,반여2동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.20102,129.133522,반여3동,반여3동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.202549,129.134795,반여3동,반여3동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.20202,129.133821,반여3동,반여3동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.20209,", 129.131759",반여3동,반여3동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.201111,129.131502,반여3동,반여3동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.201287,129.131889,반여3동,반여3동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.200153,129.131805,반여3동,반여3동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.198651,129.133118,반여3동,반여3동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.20211,129.136022,반여3동,반여3동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.201678,129.136791,반여3동,반여3동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.201188,129.135854,반여3동,반여3동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.198895,129.135295,반여3동,반여3동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.198915,129.133857,반여3동,반여3동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.204389,129.115399,반여4동,반여4동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.204355,129.114694,반여4동,반여4동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.204767,129.112256,반여4동,반여4동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.204795,129.111363,반여4동,반여4동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.206539,129.117718,반여4동,반여4동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221877,129.15182,반송1동,반송1동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220802,129.152782,반송1동,반송1동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219911,129.153361,반송1동,반송1동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.223587,129.153233,반송1동,반송1동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221572,129.15304,반송1동,반송1동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221134,129.153083,반송1동,반송1동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219483,129.154737,반송1동,반송1동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.222527,129.153357,반송1동,반송1동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.222511,129.153398,반송1동,반송1동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219663,129.152728,반송1동,반송1동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.222494,129.153384,반송1동,반송1동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220271,129.151022,반송1동,반송1동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220218,129.150762,반송1동,반송1동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220494,129.149805,반송1동,반송1동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220872,129.149745,반송1동,반송1동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.220878,129.149744,반송1동,반송1동-16,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221925,129.147282,반송1동,반송1동-17,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221549,129.148027,반송1동,반송1동-18,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221717,129.14752,반송1동,반송1동-19,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221389,129.146737,반송1동,반송1동-20,해운대구(안전총괄과),051-749-6167,2021-01-01
35.221046,129.145494,반송1동,반송1동-21,해운대구(안전총괄과),051-749-6167,2021-01-01
35.22125,129.145208,반송1동,반송1동-22,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219629,129.157724,반송1동,반송1동-23,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219566,129.156726,반송1동,반송1동-24,해운대구(안전총괄과),051-749-6167,2021-01-01
35.219393,129.155355,반송1동,반송1동-25,해운대구(안전총괄과),051-749-6167,2021-01-01
35.238613,129.138289,반송2동,반송2동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.237102,129.139491,반송2동,반송2동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.22942,129.157748,반송2동,반송2동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.232081,129.158982,반송2동,반송2동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.231116,129.160295,반송2동,반송2동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.230446,129.159376,반송2동,반송2동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227435,129.160939,반송2동,반송2동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227585,129.161925,반송2동,반송2동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227203,129.161824,반송2동,반송2동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.226943,129.163037,반송2동,반송2동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227283,129.162506,반송2동,반송2동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.22792,129.163559,반송2동,반송2동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.229743,129.16322,반송2동,반송2동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.22829,129.162208,반송2동,반송2동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228039,",129.162952",반송2동,반송2동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227716,129.158893,반송2동,반송2동-16,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227785,129.160591,반송2동,반송2동-17,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228591,129.160886,반송2동,반송2동-18,해운대구(안전총괄과),051-749-6167,2021-01-01
35.232335,129.158812,반송2동,반송2동-19,해운대구(안전총괄과),051-749-6167,2021-01-01
35.230687,129.159091,반송2동,반송2동-20,해운대구(안전총괄과),051-749-6167,2021-01-01
35.232548,129.159226,반송2동,반송2동-21,해운대구(안전총괄과),051-749-6167,2021-01-01
35.233626,129.15962,반송2동,반송2동-22,해운대구(안전총괄과),051-749-6167,2021-01-01
35.233662,129.159509,반송2동,반송2동-23,해운대구(안전총괄과),051-749-6167,2021-01-01
35.231828,129.158793,반송2동,반송2동-24,해운대구(안전총괄과),051-749-6167,2021-01-01
35.232239,129.157742,반송2동,반송2동-25,해운대구(안전총괄과),051-749-6167,2021-01-01
35.233609,129.159648,반송2동,반송2동-26,해운대구(안전총괄과),051-749-6167,2021-01-01
35.231853,129.158807,반송2동,반송2동-27,해운대구(안전총괄과),051-749-6167,2021-01-01
35.234604,129.160296,반송2동,반송2동-28,해운대구(안전총괄과),051-749-6167,2021-01-01
35.230098,129.159979,반송2동,반송2동-29,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228926,129.157819,반송2동,반송2동-30,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228733,129.15696,반송2동,반송2동-31,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228355,129.158472,반송2동,반송2동-32,해운대구(안전총괄과),051-749-6167,2021-01-01
35.227481,129.160404,반송2동,반송2동-33,해운대구(안전총괄과),051-749-6167,2021-01-01
35.228486,129.161775,반송2동,반송2동-34,해운대구(안전총괄과),051-749-6167,2021-01-01
35.22931,129.162588,반송2동,반송2동-35,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185054,129.126947,재송1동,재송1동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.186622,129.127681,재송1동,재송1동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185757,129.128409,재송1동,재송1동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185828,129.128655,재송1동,재송1동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187043,129.128154,재송1동,재송1동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187586,129.128272,재송1동,재송1동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187786,129.129351,재송1동,재송1동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185262,129.128448,재송1동,재송1동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.183563,129.126553,재송1동,재송1동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.182621,129.12775,재송1동,재송1동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.182667,129.127674,재송1동,재송1동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.18145,129.127421,재송1동,재송1동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181505,129.126964,재송1동,재송1동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.181449,129.126789,재송1동,재송1동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.186685,129.126874,재송1동,재송1동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185545,129.125155,재송1동,재송1동-16,해운대구(안전총괄과),051-749-6167,2021-01-01
35.184983,129.124747,재송1동,재송1동-17,해운대구(안전총괄과),051-749-6167,2021-01-01
35.186903,129.127282,재송1동,재송1동-18,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187172,129.12775,재송1동,재송1동-19,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187244,129.127879,재송1동,재송1동-20,해운대구(안전총괄과),051-749-6167,2021-01-01
35.179844,129.12773,재송1동,재송1동-21,해운대구(안전총괄과),051-749-6167,2021-01-01
35.18432,129.12422,재송1동,재송1동-22,해운대구(안전총괄과),051-749-6167,2021-01-01
35.183926,129.123508,재송1동,재송1동-23,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189653,129.125355,재송2동,재송2동-1,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193497,129.127269,재송2동,재송2동-2,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191225,129.122641,재송2동,재송2동-3,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191269,129.122809,재송2동,재송2동-4,해운대구(안전총괄과),051-749-6167,2021-01-01
35.188584,129.126734,재송2동,재송2동-5,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189467,129.126799,재송2동,재송2동-6,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189472,129.129099,재송2동,재송2동-7,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189639,129.12908,재송2동,재송2동-8,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189626,129.129016,재송2동,재송2동-9,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189648,129.129059,재송2동,재송2동-10,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189582,129.128984,재송2동,재송2동-11,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189556,129.128995,재송2동,재송2동-12,해운대구(안전총괄과),051-749-6167,2021-01-01
35.185639,129.127958,재송2동,재송2동-13,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187794,129.129346,재송2동,재송2동-14,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192195,129.128074,재송2동,재송2동-15,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193844,129.129382,재송2동,재송2동-16,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193243,129.129711,재송2동,재송2동-17,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192151,129.130444,재송2동,재송2동-18,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192769,129.132054,재송2동,재송2동-19,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19308,129.132897,재송2동,재송2동-20,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192397,129.134259,재송2동,재송2동-21,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19252,129.134865,재송2동,재송2동-22,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191186,129.134811,재송2동,재송2동-23,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19117,129.133841,재송2동,재송2동-24,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190247,129.133849,재송2동,재송2동-25,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190283,129.134079,재송2동,재송2동-26,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190398,129.133695,재송2동,재송2동-27,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19108,129.132809,재송2동,재송2동-28,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191838,129.133235,재송2동,재송2동-29,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191673,129.132758,재송2동,재송2동-30,해운대구(안전총괄과),051-749-6167,2021-01-01
35.18957,129.132046,재송2동,재송2동-31,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189828,129.131129,재송2동,재송2동-32,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191282,129.131116,재송2동,재송2동-33,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191104,129.130696,재송2동,재송2동-34,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189335,129.126267,재송2동,재송2동-35,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190301,129.123087,재송2동,재송2동-36,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191937,129.124048,재송2동,재송2동-37,해운대구(안전총괄과),051-749-6167,2021-01-01
35.191919,129.124081,재송2동,재송2동-38,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192816,129.127565,재송2동,재송2동-39,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192734,129.127478,재송2동,재송2동-40,해운대구(안전총괄과),051-749-6167,2021-01-01
35.193364,129.126065,재송2동,재송2동-41,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192712,129.130239,재송2동,재송2동-42,해운대구(안전총괄과),051-749-6167,2021-01-01
35.192681,129.130159,재송2동,재송2동-43,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19265,129.1301,재송2동,재송2동-44,해운대구(안전총괄과),051-749-6167,2021-01-01
