위도,경도,cuisine,name,phone,opening_hours,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door,addr:housename,amenity,source
37.290787,126.829853,korean,상록한정식,+82 31 500 4455,Mo-Su 11:30-22:00,2019-07-05,,해안로,705,사동,,,,,restaurant,공공데이터포털
37.31259,126.84819,korean,새벽순댓국,+82 31 502 4575,,2019-07-05,,송호로,12-1,이동,,,,,restaurant,공공데이터포털
37.260424,126.570016,korean,샤브랑버섯소고기샤브,+82 32 886 6755,Mo-Su 10:00-22:00,2019-07-05,,대선로,131,대부북동,,1,,,restaurant,공공데이터포털
37.295869,126.872157,korean,서가네우렁쌈밥,+82 31 406 4685,Mo-Su 10:00-22:00,2019-07-05,,본이로1안길,38,본오동,,,,,restaurant,공공데이터포털
37.238071,126.617351,korean,서래가든,+82 32 886 4842,Mo-Su 06:00-21:00,2019-07-05,,대부황금로,700,대부동동,,,,,restaurant,공공데이터포털
37.30779,126.850016,korean,서울깍두기,+82 31 416 0506,,2019-07-05,,광덕1로,365,이동,,,105106,,restaurant,공공데이터포털
37.320007,126.829831,korean,소담한식부페,+82 31 439 3829,Mo-Su 17:00-22:00,2019-07-05,,광덕대로,263,고잔동,,,111,,restaurant,공공데이터포털
37.318593,126.836468,korean,솔밭낙지마당,+82 31 484 4024,Mo-Su 10:00-22:00,2019-07-05,,예술대학로,17,고잔동,,,212,,restaurant,공공데이터포털
37.330842,126.860407,korean,송담추어탕,+82 31 406 7988,Mo-Su 05:00-21:00,2019-07-05,,태마당로,4,부곡동,,1,,,restaurant,공공데이터포털
37.301004,126.811772,korean,송탄나여사부대찌개,+82 31 403 2325,Mo-Su 09:30-21:00,2019-07-05,,원포공원2로,24,초지동,,,,,restaurant,공공데이터포털
37.332555,126.810405,korean,수지동태탕,+82 31 482 3307,Mo-Su 10:00-22:00,2019-07-05,,선부광장로,77,선부동,,,104;105;106;107,늘봄스위트빌,restaurant,공공데이터포털
37.307118,126.815106,korean,시골통돼지생삼겹살,+82 31 439 3392,Mo-Su 12:00-24:00,2019-07-05,,초지로,94,초지동,,,206,한솔프라자,restaurant,공공데이터포털
37.303506,126.846742,korean,신라샤브칼국수,+82 31 418 6014,,2019-07-05,,용신로,219,사동,,,,,restaurant,공공데이터포털
37.297985,126.863412,korean,신석기숯불이야기,+82 31 437 3366,Mo-Su 10:30-22:30,2019-07-05,,샘골로,160,본오동,,,101,,restaurant,공공데이터포털
37.30837,126.85235,korean,신촌설렁탕,+82 31 406 2561,24/7,2019-07-05,,광덕1로,386,이동,,,110,,restaurant,공공데이터포털
37.319088,126.829743,chinese,아리원중화요리,+82 31 485 3100,,2019-07-05,,광덕대로,251,고잔동,,3,,,restaurant,공공데이터포털
37.311205,126.830776,japanese,아미가일식,+82 31 483 2331,Mo-Su 10:00-22:00,2019-07-05,,광덕대로,168,고잔동,,,501,,restaurant,공공데이터포털
37.30684,126.816021,korean,"아바이마을명태고추조림,생선구이",+82 31 411 0056,Mo-Su 11:00-22:30,2019-07-05,,초지2로,67-7,초지동,,1,118;119,한양타워,restaurant,공공데이터포털
37.328922,126.845212,korean,안동국밥(월피점),+82 31 439 2324,24/7,2019-07-05,,예술광장로,11,월피동,,,,,restaurant,공공데이터포털
37.363861,126.881961,korean,약수터손두부,+82 31 482 7952,,2019-07-05,,수암3길,28,수암동,,1,,,restaurant,공공데이터포털
37.349277,126.821265,korean,어가아구찜전문,+82 31 411 6866,Mo-Su 10:00-22:00,2019-07-05,,쑥개길,13,화정동,,,,,restaurant,공공데이터포털
37.294177,126.843965,korean,어담추어매운탕,+82 31 408 7789,,2019-07-05,,댕이길,67-1,사동,,,,,restaurant,공공데이터포털
37.314648,126.831163,japanese,어화일식,+82 31 402 2271,Mo-Su 10:00-22:00,2019-07-05,,광덕대로,206,고잔동,,,210,,restaurant,공공데이터포털
37.358361,126.822045,korean,여울쌈밥,+82 31 316 3838,Mo-Su 11:00-23:00,2019-07-05,,꽃우물1길,16-5,화정동,,,,,restaurant,공공데이터포털
37.269952,126.571043,korean,여정농원바지락칼국수,+82 32 880 9674,Mo-Sa 19:00-21:00; Su off,2019-07-05,,대선로,13,대부북동,,,,,restaurant,공공데이터포털
37.302315,126.852486,korean,연안생태찌개,+82 31 406 1104,,2019-07-05,,서암로3길,23,사동,,,,,restaurant,공공데이터포털
37.303727,126.843663,korean,영덕해물탕,+82 31 415 7776,Mo-Su 10:00-24:00,2019-07-05,,항가울로,262,사동,,,,,restaurant,공공데이터포털
37.311205,126.830776,fish,오대양참치,+82 31 401 3977,Mo-Su 11:30-01:00,2019-07-05,,광덕대로,168,고잔동,,,117,,restaurant,공공데이터포털
37.335947,126.850207,korean,오양순추어탕,+82 31 401 1778,Mo-Su 07:30-22:00,2019-07-05,,안산천동로,256,월피동,,1,,,restaurant,공공데이터포털
37.347559,126.870679,korean,옹골찬설악추어탕,+82 31 405 9933,Mo-Su 11:00-23:00,2019-07-05,,수인로,1836,장상동,,,,,restaurant,공공데이터포털
37.29395,126.843356,korean,용대리황태촌,+82 31 407 2196,Mo-Su 10:00-21:00,2019-07-05,,댕이길,9,사동,,1,,,restaurant,공공데이터포털
37.335921,126.807689,korean,용추골미궁순대,+82 31 486 0205,24/7,2019-07-05,,선부광장1로,22,선부동,,,108,,restaurant,공공데이터포털
37.329228,126.844963,korean,우가네사또왕족발,+82 31 419 7866,Mo-Su 13:00-24:00,2019-07-05,,예술광장1로,22,월피동,,,108,,restaurant,공공데이터포털
37.314422,126.824632,korean,우리복집,+82 31 403 8211,,2019-07-05,,다리간2길,52,고잔동,,,,,restaurant,공공데이터포털
37.294006,126.844495,korean,우리옥 (목포뻘낙지),+82 31 437 0021,Mo-Su 10:00-22:00,2019-07-05,,댕이길,19,사동,,,,,restaurant,공공데이터포털
37.312396,126.837711,korean,웅가네추어탕,+82 31 475 1225,Mo-Su 10:00-22:00,2019-07-05,,이삭2길,59,고잔동,,,102,,restaurant,공공데이터포털
37.3325,126.79383,korean,원조게장정식,+82 31 494 7330,,2019-07-05,,부부로3길,23,원곡동,,,,,restaurant,공공데이터포털
37.301286,126.865854,korean,원할머니보쌈 상록수점,+82 31 409 4323,Mo-Su 11:00-24:00,2019-07-05,,용신로,394,본오동,,,,,restaurant,공공데이터포털
37.318593,126.836468,korean,원할머니보쌈 중앙역점,+82 31 403 6782,Mo-Su 11:00-24:00,2019-07-05,,예술대학로,17,고잔동,,,211,,restaurant,공공데이터포털
37.311786,126.846635,korean,월남쌈,+82 31 406 2712,Mo-Su 10:00-22:00,2019-07-05,,송호1길,11,이동,,,,,restaurant,공공데이터포털
37.308341,126.858599,korean,육덕봉,+82 31 409 8954,Mo-Su 11:00-23:00,2019-07-05,,충장로6길,22-2,이동,,1,,,restaurant,공공데이터포털
37.283451,126.569162,korean,윤숙이네손칼국수,+82 32 882 1947,Mo-Su 10:00-24:00,2019-07-05,,대부황금로,1425,대부북동,,,,,restaurant,공공데이터포털
37.282458,126.846989,korean,이천영양돌솥밥,+82 31 408 2008,,2019-07-05,,항가울로,7,사동,,,,,restaurant,공공데이터포털
37.312863,126.79702,korean,자매네찌개전문점,+82 31 406 5252,Mo-Su 10:00-21:00,2019-07-05,,동산로,60,원시동,,2,220,반월종합상가,restaurant,공공데이터포털
37.332555,126.810405,korean,장군부대찌개,+82 31 480 3392,24/7,2019-07-05,,선부광장로,77,선부동,,,108,,restaurant,공공데이터포털
37.311094,126.828464,japanese,정통일식 다래,+82 31 403 4399,Mo-Su 10:00-22:00,2019-07-05,,광덕2로,163-15,고잔동,,,301,,restaurant,공공데이터포털
37.326615,126.845329,korean,제주오겹살깡통구이,+82 31 402 9594,,2019-07-05,,예술광장로,63,성포동,,,107,,restaurant,공공데이터포털
37.314343,126.838496,korean,좋구먼한정식,+82 31 410 5577,Mo-Su 10:00-22:00,2019-07-05,,광덕4로,234,고잔동,,,207,,restaurant,공공데이터포털
37.314369,126.837966,international,주)제이엘컨벤션,+82 31 439 0600,Mo-Su 11:00-23:00,2019-07-05,,광덕4로,230,고잔동,,,501;502;503,중앙제일시장,restaurant,공공데이터포털
37.317788,126.84088,japanese,지중해참치,+82 31 482 3788,Mo-Su 15:00-03:00,2019-07-05,,고잔1길,66,고잔동,,,101,,restaurant,공공데이터포털
37.319176,126.828242,korean,진성관,+82 31 484 8704,Mo-Su 11:00-22:00,2019-07-05,,고잔로,18,고잔동,,,201,,restaurant,공공데이터포털
37.334785,126.85777,korean,眞장어탕·구이,+82 31 483 5482,Mo-Su 11:00-23:00,2019-07-05,,시낭북로3길,1,부곡동,,,,,restaurant,공공데이터포털
37.238735,126.61382,korean,진짜원조소나무집,+82 32 886 2400,,2019-07-05,,대부황금로,732,대부북동,,,,,restaurant,공공데이터포털
37.301922,126.862322,korean,채상궁무한리필,+82 31 437 8592,,2019-07-05,,용신로,363,본오동,,,,,restaurant,공공데이터포털
37.319088,126.829743,korean,천하일미,+82 31 485 3200,,2019-07-05,,광덕대로,251,고잔동,,,,,restaurant,공공데이터포털
37.303148,126.811383,chinese,청궁,+82 31 411 2588,Mo-Su 09:00-21:00,2019-07-05,,원포공원1로,60,초지동,,,101,,restaurant,공공데이터포털
37.337089,126.855734,korean,청정칼국수,+82 31 485 0505,,2019-07-05,,녹지로,40,월피동,,,,,restaurant,공공데이터포털
37.301673,126.813518,korean,청정한돈,+82 31 413 9253,Mo-Su 11:00-23:00,2019-07-05,,원포공원2로,35,월피동,,,202,,restaurant,공공데이터포털
37.318565,126.835543,korean,코돈부르,+82 31 485 3330,Mo-Su 11:00-22:30,2019-07-05,,고잔1길,17,고잔동,,,204-1,,restaurant,공공데이터포털
37.341033,126.821601,korean,코리안왕돈까스,+82 31 403 3228,Mo-Su 10:30-21:30,2019-07-05,,와동공원로,106,와동,,,,,restaurant,공공데이터포털
37.317871,126.835601,international,쿠우쿠우,+82 31 405 6274,,2019-07-05,,고잔2길,41,고잔동,,,207,,restaurant,공공데이터포털
37.294094,126.842634,korean,통돼지볶음찌개,+82 31 408 2292,,2019-07-05,,댕이길,79-1,사동,,,,,restaurant,공공데이터포털
37.336201,126.80841,korean,통돼지잡는집,+82 31 402 5683,Mo-Su 10:30-23:00,2019-07-05,,선부광장1로,30,선부동,,,112,,restaurant,공공데이터포털
37.314287,126.797242,korean,통일칼국수,+82 31 495 5904,Mo-Sa 12:00-16:00; Su off,2019-07-05,,동산로,63,원시동,,,502,,restaurant,공공데이터포털
37.336951,126.804436,korean,한라산도야지,+82 31 486 7572,Mo-Su 10:00-22:00,2019-07-05,,지곡로,23,선부동,,,,,restaurant,공공데이터포털
37.311699,126.848598,korean,한양복국시,+82 31 502 0221,,2019-07-05,,송호1길,93,이동,,,,,restaurant,공공데이터포털
37.310147,126.869289,korean,한우촌숯불갈비,+82 31 501 7326,Mo-Su 11:00-24:00,2019-07-05,,일동로,23,일동,,,,,restaurant,공공데이터포털
37.332944,126.811352,korean,해미청,+82 31 402 1700,Mo-Su 11:00-23:00,2019-07-05,,선부광장로,67,선부동,,,,,restaurant,공공데이터포털
37.293707,126.872239,korean,해미청,+82 31 438 7789,,2019-07-05,,각골로,47,본오동,,,,,restaurant,공공데이터포털
37.326615,126.845329,korean,현죽,+82 31 413 8218,Mo-Su 10:00-21:00,2019-07-05,,예술광장로,63,성포동,,,110,,restaurant,공공데이터포털
37.315062,126.824721,international,홍록기파티하우스,+82 31 487 6868,24/7,2019-07-05,,광덕4로,112,고잔동,,,,,restaurant,공공데이터포털
37.312122,126.845905,korean,홍익궁중전통육개장(안산이동점본관),+82 31 409 6669,Mo-Su 08:00-22:00,2019-07-05,,송호3길,3,이동,,1,,,restaurant,공공데이터포털
37.306812,126.815073,korean,홍천감자탕,+82 31 410 8116,,2019-07-05,,초지로,90,초지동,,,,,restaurant,공공데이터포털
37.308282,126.827771,korean,홍천덤바우록계탕,+82 31 475 3988,,2019-07-05,,광덕1로,163,고잔동,,,101,,restaurant,공공데이터포털
37.308643,126.828244,chinese,홍푸,+82 31 403 3885,Mo-Su 11:00-21:00,2019-07-05,,광덕2로,164-12,고잔동,,2,,,restaurant,공공데이터포털
37.358612,126.821627,korean,화정동 메밀꽃필무렵,+82 31 403 0621,Mo-Su 10:00-21:30,2019-07-05,,꽃우물1길,20,화정동,,,,,restaurant,공공데이터포털
37.349027,126.822327,korean,화정동낙지마을,+82 31 487 5857,Mo-Su 10:00-22:00,2019-07-05,,쑥개길,23,화정동,,,,,restaurant,공공데이터포털
37.306425,126.815525,korean,소가네,+82 31 483 9295,,2019-07-05,,초지2로,59,초지동,,2,,,restaurant,공공데이터포털
37.307706,126.816605,korean,엉클짱왕해물찜,+82 31 402 8420,,2019-07-05,,초지동로,45,초지동,,,,,restaurant,공공데이터포털
37.349421,126.820746,korean,콩밭,+82 31 475 3434,,2019-07-05,,쑥개길,7,화정동,,,,,restaurant,공공데이터포털
37.332555,126.810405,korean,조선갈비(안산선부점),+82 31 483 2020,,2019-07-05,,선부광장로,77,선부동,,,201,,restaurant,공공데이터포털
37.283948,126.569486,korean,전통우리밀칼국수전문,+82 32 886 2993,,2019-07-05,,대부황금로,1435,대부북동,,1,,,restaurant,공공데이터포털
