위도,경도,amenity,name,addr:full,phone,cuisine,source,source:date,addr:subdistrict,addr:district,addr:street,addr:housenumber,addr:unit,level,addr:door
33.25527649,126.4156618,restaurant,이드레국수,,+82 64 738 8777,korean,공공데이터포털,2019-11-01,예래동,,천제연로,93,,,
33.2552657,126.4157369,restaurant,이드레국수,,+82 64 738 8777,korean,공공데이터포털,2018-11-01,예래동,,천제연로,93,,,
33.25276842,126.5036822,restaurant,군족강정점,,+82 64 738 9258,korean,공공데이터포털,2019-11-01,대천동,,대청로,37,,,
33.25396051,126.4192663,restaurant,예지원,,+82 64 738 9577,korean,공공데이터포털,2019-11-01,중문동,,천제연로,129,,,
33.2540172,126.4193596,restaurant,예지원,,+82 64 738 9577,korean,공공데이터포털,2018-11-01,중문동,,천제연로,129,,,
33.26393845,126.3952413,restaurant,황토기와집,,+82 64 739 0575,korean,공공데이터포털,2019-11-01,예래동,,일주서로,1102,,,
33.2638597,126.3953564,restaurant,황토기와집,,+82 64 739 0575,korean,공공데이터포털,2018-11-01,예래동,,일주서로,1102,,,
33.24027505,126.4285511,restaurant,대기정,,+82 64 739 1041,korean,공공데이터포털,2019-11-01,중문동,,이어도로,41,,,
33.2403093,126.4286681,restaurant,대기정,,+82 64 739 1041,korean,공공데이터포털,2018-11-01,중문동,,이어도로,41,,,
33.2502293,126.4314553,restaurant,대포칼제비,,+82 64 739 1666,korean,공공데이터포털,2019-11-01,중문동,,중문관광로,338,,,
33.2563473,126.5114836,restaurant,대게나라,,+82 64 739 2797,korean,공공데이터포털,2018-11-01,대륜동,,신서귀로76번길,2,,,
33.24766536,126.5118539,restaurant,앙끄레국수,,+82 64 739 2999,korean,공공데이터포털,2019-11-01,대륜동,,법환상로2번길,97-18,,,
33.2474435,126.5116938,restaurant,앙끄레국수,,+82 64 739 2999,korean,공공데이터포털,2018-11-01,대륜동,,법환상로2번길,97-18,,,
33.2557027,126.4146665,restaurant,제주오성본점,,+82 64 739 3120,korean,공공데이터포털,2019-11-01,예래동,,중문관광로,27,,,
33.25495042,126.4171503,restaurant,신라원중문점,,+82 64 739 3395,korean,공공데이터포털,2019-11-01,예래동,,천제연로,107,,,
33.2548767,126.4171862,restaurant,신라원중문점,,+82 64 739 3395,korean,공공데이터포털,2018-11-01,예래동,,천제연로,107,,,
33.25625594,126.4254164,restaurant,중문국수나라,,+82 64 739 3772,korean,공공데이터포털,2019-11-01,중문동,,중문로51번길,2,,,
33.249632,126.4464808,restaurant,늘품흑돼지,,+82 64 739 4994,korean,공공데이터포털,2018-11-01,대륜동,,이어도로,1048,,,
33.23952654,126.4421006,restaurant,큰솔가,,+82 64 739 7171,korean,공공데이터포털,2019-11-01,중문동,,이어도로,193,,,
33.25833484,126.4080665,restaurant,미향해장국 중문점,,+82 64 739 8868,korean,공공데이터포털,2019-11-01,예래동,,일주서로,962,,,
33.2583289,126.4080818,restaurant,미향해장국 중문점,,+82 64 739 8868,korean,공공데이터포털,2018-11-01,예래동,,일주서로,962,,,
33.27136642,126.5857971,restaurant,원보뷔페본점,,+82 64 739 8997,korean,공공데이터포털,2019-11-01,영천동,,516로,204,,,
33.2528563,126.5102317,restaurant,우돈가,,+82 64 739 9297,korean,공공데이터포털,2018-11-01,대륜동,,신서귀로,,,1,
33.2718999,126.4130358,restaurant,삼미흑돼지,,+82 64 739 9392,korean,공공데이터포털,2018-11-01,예래동,,색달중앙로,33,,,
33.25852137,126.4134474,restaurant,삼미흑돼지중문점,,+82 64 739 9392,korean,공공데이터포털,2019-11-01,예래동,,색달중앙로,33,,,
33.25852137,126.4134474,,,,,,,,,,,,,,
33.2615636,126.49447,restaurant,강정장원식당,,+82 64 739 9828,korean,공공데이터포털,2018-11-01,대천동,,,,,,
33.24736934,126.5628208,restaurant,24시전주명가콩나물국밥,,+82 64 762 0650,korean,공공데이터포털,2019-11-01,정방동,,중정로62번길,4,,,
33.2473607,126.5629874,restaurant,24시전주명가콩나물국밥,,+82 64 762 0650,korean,공공데이터포털,2018-11-01,정방동,,중정로62번길,4,,,
33.24546431,126.5612904,restaurant,수희식당,,+82 64 762 0777,korean,공공데이터포털,2019-11-01,정방동,,태평로,377,,,
33.245398,126.5612867,restaurant,수희식당,,+82 64 762 0777,korean,공공데이터포털,2018-11-01,정방동,,태평로,377,,,
33.2434045,126.5598021,restaurant,거부한정식서귀포점,,+82 64 762 4115,korean,공공데이터포털,2018-11-01,천지동,,남성중로,2-3,,,
33.2466488,126.5590511,restaurant,진주식당,,+82 64 762 5158,korean,공공데이터포털,2019-11-01,천지동,,태평로,353,,,
33.2465959,126.5606779,restaurant,진주식당,,+82 64 762 5158,korean,공공데이터포털,2018-11-01,천지동,,태평로,353,,,
33.25741742,126.5698913,restaurant,금상첨화,,+82 64 762 5292,korean,공공데이터포털,2019-11-01,동홍동,,동홍서로112번길,4-16,,,
33.2585557,126.5712638,restaurant,금상첨화,,+82 64 762 5292,korean,공공데이터포털,2018-11-01,동홍동,,동홍서로112번길,4-16,,,
33.24851592,126.5592864,restaurant,네거리식당,,+82 64 762 5513,korean,공공데이터포털,2019-11-01,천지동,,서문로29번길,20,,,
33.2485206,126.559362,restaurant,네거리식당,,+82 64 762 5513,korean,공공데이터포털,2018-11-01,천지동,,서문로29번길,20,,,
33.2523407,126.5679399,restaurant,서귀포갈비,,+82 64 762 7549,korean,공공데이터포털,2019-11-01,동홍동,,동홍로,42,,,
33.2523729,126.5680111,restaurant,서귀포갈비,,+82 64 762 7549,korean,공공데이터포털,2018-11-01,동홍동,,동홍로,42,,,
33.255487,126.5686054,restaurant,서귀포걸메도야지,,+82 64 762 8534,korean,공공데이터포털,2018-11-01,송산동,,일주동로,8733,,,
33.25207653,126.5554067,restaurant,서귀포걸메도야지.통뼈감자탕,,+82 64 762 8534,korean,공공데이터포털,2019-11-01,송산동,,일주동로,8733,,,
33.25039939,126.5727132,restaurant,서귀포바당물회,,+82 64 762 8998,korean,공공데이터포털,2019-11-01,동홍동,,태평로512번길,1-4,,,
33.2505549,126.5727622,restaurant,서귀포바당물회,,+82 64 762 8998,korean,공공데이터포털,2018-11-01,동홍동,,태평로512번길,1-4,,,
33.25135201,126.5649004,restaurant,명가솥뚜껑,,+82 64 763 0844,korean,공공데이터포털,2019-11-01,중앙동,,중앙로62번길,36,,,
33.2513571,126.5649866,restaurant,명가솥뚜껑,,+82 64 763 0844,korean,공공데이터포털,2018-11-01,중앙동,,중앙로62번길,36,,,
33.25133102,126.5602895,restaurant,진국옹기설렁탕,,+82 64 763 1750,korean,공공데이터포털,2019-11-01,천지동,,중앙로79번길,10,,,
33.2512764,126.5603458,restaurant,진국옹기설렁탕,,+82 64 763 1750,korean,공공데이터포털,2018-11-01,천지동,,중앙로79번길,10,,,
33.2544095,126.5693461,restaurant,제주손칼국수냉면전문점,,+82 64 763 3331,korean,공공데이터포털,2019-11-01,동홍동,,일주동로,8599,,,
33.2544,126.5694385,restaurant,제주손칼국수냉면전문점,,+82 64 763 3331,korean,공공데이터포털,2018-11-01,동홍동,,일주동로,8599,,,
33.25609324,126.574597,restaurant,조마루뼈다귀서귀포점,,+82 64 763 4417,korean,공공데이터포털,2019-11-01,동홍동,,동홍동로,13,,,
33.2549348,126.5712993,restaurant,조마루뼈다귀서귀포점,,+82 64 763 4417,korean,공공데이터포털,2018-11-01,동홍동,,동홍동로,,,1,
33.25194214,126.5598285,restaurant,광장숯불갈비서울족탕,,+82 64 763 7887,korean,공공데이터포털,2019-11-01,천지동,,서문로,10,,,
33.25861971,126.5619523,restaurant,화끈한갈매기,,+82 64 763 9292,korean,공공데이터포털,2019-11-01,동홍동,,중앙로150번길,4-1,,,
33.2586063,126.5620424,restaurant,화끈한갈매기,,+82 64 763 9292,korean,공공데이터포털,2018-11-01,동홍동,,중앙로150번길,4-1,,,
33.31175253,126.7167987,restaurant,은빌레식당,,+82 64 764 2221,korean,공공데이터포털,2019-11-01,남원읍,,한신로,247-3,,,
33.29229206,126.7219584,restaurant,육값하네식육가든,,+82 64 764 5053,korean,공공데이터포털,2019-11-01,남원읍,,남조로,141,,,
33.3190481,126.7087521,restaurant,육값하네식육가든,,+82 64 764 5053,korean,공공데이터포털,2018-11-01,남원읍,,남조로,141,,,
33.27898868,126.7172444,restaurant,흑염소마루,,+82 64 764 6678,korean,공공데이터포털,2019-11-01,남원읍,,태위로663번길,1-1,,,
33.2790095,126.7173335,restaurant,흑염소마루,,+82 64 764 6678,korean,공공데이터포털,2018-11-01,남원읍,,태위로663번길,1-1,,,
33.28232706,126.7207535,restaurant,일품순두부남원점,,+82 64 764 9001,korean,공공데이터포털,2019-11-01,남원읍,,남조로,30,,,
33.2608222,126.6007439,restaurant,미향해장국효돈점,,+82 64 767 6767,korean,공공데이터포털,2018-11-01,효돈동,,효돈로,11,,,
33.24787337,126.5822109,restaurant,서귀포흑돈,,+82 64 767 9718,korean,공공데이터포털,2019-11-01,영천동,,칠십리로,278,,,
33.2458603,126.5913123,restaurant,서귀포흑돈,,+82 64 767 9718,korean,공공데이터포털,2018-11-01,영천동,,칠십리로,278,,,
33.46113545,126.9330756,restaurant,제주뚝배기,,+82 64 782 1089,korean,공공데이터포털,2019-11-01,성산읍,,일출로,255,,,
33.4611374,126.9330294,restaurant,제주뚝배기,,+82 64 782 1089,korean,공공데이터포털,2018-11-01,성산읍,,일출로,255,,,
33.44979084,126.9211225,restaurant,해마루,,+82 64 782 1150,korean,공공데이터포털,2019-11-01,성산읍,,일출로,84,,,
33.4498058,126.9211255,restaurant,해마루,,+82 64 782 1150,korean,공공데이터포털,2018-11-01,성산읍,,일출로,84,,,
33.46367247,126.9323751,restaurant,모다정,,+82 64 782 1805,korean,공공데이터포털,2019-11-01,성산읍,,성산중앙로37번길,9,,,
33.4636754,126.9323862,restaurant,모다정,,+82 64 782 1805,korean,공공데이터포털,2018-11-01,성산읍,,성산중앙로37번길,9,,,
33.44862303,126.9157026,restaurant,삼수정식당,,+82 64 782 2146,korean,공공데이터포털,2019-11-01,성산읍,,동류암로,45,,,
33.448636,126.9157338,restaurant,삼수정식당,,+82 64 782 2146,korean,공공데이터포털,2018-11-01,성산읍,,동류암로,45,,,
33.43837858,126.8735985,restaurant,성산미소복집,,+82 64 782 5448,korean,공공데이터포털,2019-11-01,성산읍,,서성일로,872-6,,,
33.4268965,126.8647243,restaurant,성산미소복집,,+82 64 782 5448,korean,공공데이터포털,2018-11-01,성산읍,,서성일로,872-6,,,
33.43852208,126.9171663,restaurant,해왓,,+82 64 782 5689,korean,공공데이터포털,2019-11-01,성산읍,,신고로,30-1,,,
33.43851,126.9171019,restaurant,해왓,,+82 64 782 5689,korean,공공데이터포털,2018-11-01,성산읍,,신고로,30-1,,,
33.46109358,126.9328554,restaurant,아침바다,,+82 64 782 7501,korean,공공데이터포털,2019-11-01,성산읍,,일출로,253,,,
33.4610956,126.9328772,restaurant,아침바다,,+82 64 782 7501,korean,공공데이터포털,2018-11-01,성산읍,,일출로,253,,,
33.44010961,126.9200068,restaurant,백록,,+82 64 782 8002,korean,공공데이터포털,2019-11-01,성산읍,,섭지코지로25번길,12,,,
33.43615312,126.9170798,restaurant,흑돗,,+82 64 782 9275,korean,공공데이터포털,2019-11-01,성산읍,,신양로,69,,,
33.4359606,126.9162583,restaurant,흑돗,,+82 64 782 9275,korean,공공데이터포털,2018-11-01,성산읍,,신양로,69,,,
33.45089882,126.9149599,restaurant,꽃가람,,+82 64 783 3939,korean,공공데이터포털,2019-11-01,성산읍,,고성동서로,73,,,
33.4509234,126.9150116,restaurant,꽃가람,,+82 64 783 3939,korean,공공데이터포털,2018-11-01,성산읍,,고성동서로,73,,,
33.4624164,126.9323126,restaurant,청솔나무집,,+82 64 783 5070,korean,공공데이터포털,2019-11-01,성산읍,,성산중앙로,25,,,
33.4624815,126.9321545,restaurant,청솔나무집,,+82 64 783 5070,korean,공공데이터포털,2018-11-01,성산읍,,성산중앙로,25,,,
33.46024035,126.9314728,restaurant,성산촌뚝배기,,+82 64 783 5656,korean,공공데이터포털,2019-11-01,성산읍,,일출로,238-1,,,
33.4618899,126.9343422,restaurant,성산포 황금어장,,+82 64 783 6684,korean,공공데이터포털,2018-11-01,성산읍,,,135-2,,,
33.46845674,126.917455,restaurant,오름에바당,,+82 64 783 7657,korean,공공데이터포털,2019-11-01,성산읍,,한도로,90,,,
33.4684815,126.9171916,restaurant,오름에바당,,+82 64 783 7657,korean,공공데이터포털,2018-11-01,성산읍,,한도로,90,,,
33.43679754,126.9212844,restaurant,섭지골,,+82 64 784 0014,korean,공공데이터포털,2019-11-01,성산읍,,신양로,107,,,
33.4368727,126.9213518,restaurant,섭지골,,+82 64 784 0014,korean,공공데이터포털,2018-11-01,성산읍,,신양로,107,,,
33.46973583,126.9222939,restaurant,오조해녀의 집,,+82 64 784 0893,korean,공공데이터포털,2019-11-01,성산읍,,한도로,141-13,,,
33.4698069,126.9223318,restaurant,오조해녀의 집,,+82 64 784 0893,korean,공공데이터포털,2018-11-01,성산읍,,한도로,141-13,,,
33.46067226,126.932525,restaurant,전망좋은집,,+82 64 784 1568,korean,공공데이터포털,2019-11-01,성산읍,,일출로,248,,,
33.4606616,126.9325264,restaurant,전망좋은집,,+82 64 784 1568,korean,공공데이터포털,2018-11-01,성산읍,,일출로,248,,,
33.41436639,126.8999364,restaurant,옛날옛적,,+82 64 784 2252,korean,공공데이터포털,2019-11-01,성산읍,,일주동로,4660,,,
33.4143696,126.8999778,restaurant,옛날옛적,,+82 64 784 2252,korean,공공데이터포털,2018-11-01,성산읍,,일주동로,4660,,,
33.44695732,126.9144105,restaurant,해월향,,+82 64 784 4080,korean,공공데이터포털,2019-11-01,성산읍,,고성오조로,33,,,
33.4469666,126.9144446,restaurant,해월향,,+82 64 784 4080,korean,공공데이터포털,2018-11-01,성산읍,,고성오조로,33,,,
33.46275251,126.9313068,restaurant,제주고가네,,+82 64 784 5559,korean,공공데이터포털,2019-11-01,성산읍,,성산중앙로19번길,14,,,
33.4627317,126.9313694,restaurant,제주고가네,,+82 64 784 5559,korean,공공데이터포털,2018-11-01,성산읍,,성산중앙로19번길,14,,,
33.471809,126.901538,restaurant,돈코복코,,+82 64 784 6640,korean,공공데이터포털,2018-11-01,성산읍,,일주동로,3968,,,
33.47182034,126.9014874,restaurant,동쪽고기,,+82 64 784 6640,korean,공공데이터포털,2019-11-01,성산읍,,일주동로,3968,,,
33.46120628,126.9338505,restaurant,돌하르방뚝배기식당,,+82 64 784 6888,korean,공공데이터포털,2019-11-01,성산읍,,일출로,264,,,
33.4611919,126.9339076,restaurant,돌하르방뚝배기식당,,+82 64 784 6888,korean,공공데이터포털,2018-11-01,성산읍,,일출로,264,,,
33.45925119,126.9300105,restaurant,해촌,,+82 64 784 8001,korean,공공데이터포털,2019-11-01,성산읍,,일출로,220,,,
33.43241835,126.8628001,restaurant,제주해룡,,+82 64 784 8849,korean,공공데이터포털,2019-11-01,성산읍,,서성일로,753,,,
33.4268965,126.8647243,restaurant,제주해룡,,+82 64 784 8849,korean,공공데이터포털,2018-11-01,성산읍,,서성일로,753,,,
33.46473406,126.9358489,restaurant,바다풍경,,+82 64 784 9779,korean,공공데이터포털,2019-11-01,성산읍,,일출로288번길,17,,,
33.46091428,126.9312548,restaurant,만조이천쌀밥,,+82 64 784 9794,korean,공공데이터포털,2019-11-01,성산읍,,성산중앙로,5,,,
33.4609007,126.9311907,restaurant,만조이천쌀밥,,+82 64 784 9794,korean,공공데이터포털,2018-11-01,성산읍,,성산중앙로,5,,,
33.4475346,126.9137274,restaurant,미향해장국성산점,,+82 64 784 9994,korean,공공데이터포털,2019-11-01,성산읍,,일출로,9,,,
33.4475323,126.9137664,restaurant,미향해장국성산점,,+82 64 784 9994,korean,공공데이터포털,2018-11-01,성산읍,,일출로,9,,,
33.44268414,126.9184414,restaurant,티라한식당,,+82 64 786 5382,korean,공공데이터포털,2019-11-01,성산읍,,섭지코지로25번길,41,,,
33.4493736,126.9207077,restaurant,티라한식당,,+82 64 786 5382,korean,공공데이터포털,2018-11-01,성산읍,,섭지코지로25번길,41,,,
33.39482008,126.8006421,restaurant,낭밭식당,,+82 64 787 0414,korean,공공데이터포털,2019-11-01,표선면,,서성일로,31,,,
33.3948805,126.8007685,restaurant,낭밭식당,,+82 64 787 0414,korean,공공데이터포털,2018-11-01,표선면,,서성일로,31,,,
33.3832449,126.8768829,restaurant,괸당네식당,,+82 64 787 1055,korean,공공데이터포털,2018-11-01,성산읍,,독자봉로,2,,,
33.3977398,126.8044468,restaurant,팔도강산성읍1리복지타운,,+82 64 787 1088,korean,공공데이터포털,2019-11-01,표선면,,서성일로,74,,,
33.3986584,126.8026919,restaurant,팔도강산성읍1리복지타운,,+82 64 787 1088,korean,공공데이터포털,2018-11-01,표선면,,서성일로,74,,,
33.32632232,126.8440496,restaurant,금데기식당,,+82 64 787 1575,korean,공공데이터포털,2019-11-01,표선면,,표선당포로,19-5,,,
33.39401373,126.800734,restaurant,돌집식당,,+82 64 787 3720,korean,공공데이터포털,2019-11-01,표선면,,서성일로,23,,,
33.3940309,126.8006415,restaurant,돌집식당,,+82 64 787 3720,korean,공공데이터포털,2018-11-01,표선면,,서성일로,23,,,
33.40599934,126.7766303,restaurant,목장원식당바스메,,+82 64 787 3930,korean,공공데이터포털,2019-11-01,표선면,,번영로,2524,,,
33.4136187,126.7527705,restaurant,목장원식당바스메,,+82 64 787 3930,korean,공공데이터포털,2018-11-01,표선면,,번영로,2524,,,
33.34266989,126.8260501,restaurant,고금삼계탕,,+82 64 787 6674,korean,공공데이터포털,2019-11-01,표선면,,번영로3428번길,7,,,
33.3425479,126.8262043,restaurant,고금삼계탕,,+82 64 787 6674,korean,공공데이터포털,2018-11-01,표선면,,번영로3428번길,7,,,
33.32529348,126.8433372,restaurant,해뜸,,+82 64 787 7170,korean,공공데이터포털,2019-11-01,표선면,,민속해안로,584,,,
33.3229914,126.8248631,restaurant,해뜸,,+82 64 787 7170,korean,공공데이터포털,2018-11-01,표선면,,민속해안로,584,,,
33.32482301,126.8446993,restaurant,멋진녀석들,,+82 64 787 7557,korean,공공데이터포털,2019-11-01,표선면,,민속해안로,570,,,
33.3126457,126.8232437,restaurant,멋진녀석들,,+82 64 787 7557,korean,공공데이터포털,2018-11-01,표선면,,민속해안로,570,,,
33.34429975,126.8490626,restaurant,일산바지락손칼국수,,+82 64 787 7764,korean,공공데이터포털,2019-11-01,성산읍,,일주동로,5595,,,
33.344352,126.849207,restaurant,일산바지락손칼국수,,+82 64 787 7764,korean,공공데이터포털,2018-11-01,성산읍,,일주동로,5595,,,
33.38609012,126.7994449,restaurant,오라방식당,,+82 64 787 7878,korean,공공데이터포털,2019-11-01,표선면,,성읍서문로,19,,,
33.3860871,126.7995673,restaurant,오라방식당,,+82 64 787 7878,korean,공공데이터포털,2018-11-01,표선면,,성읍서문로,19,,,
33.39303678,126.7960437,restaurant,성읍타운,,+82 64 787 8005,korean,공공데이터포털,2019-11-01,표선면,,성읍민속로,191,,,
33.3932437,126.7963529,restaurant,성읍타운,,+82 64 787 8005,korean,공공데이터포털,2018-11-01,표선면,,성읍민속로,191,,,
33.31246419,126.8236802,restaurant,임숙현돼지주물럭,,+82 64 787 9155,korean,공공데이터포털,2019-11-01,표선면,,표선동서로,70,,,
