식당위도,식당경도,name,cuisine,takeaway,reservation,phone,addr:full,amenity,capacity,internet_access,access:disabled,website,source,source:date
34.9507236,127.5152101,이가참숯불구이,meat,no,yes,061-742-3377,전라남도 순천시 충효로 131-10,restaurant,,wlan,,,공공데이터포털,2020-11-24 20:13
34.9796509,127.5744232,한상,korean,yes,yes,061-761-1777,전라남도 광양시 광양읍 서천변로 191 1층,restaurant,40,wlan,yes,,공공데이터포털,2020-11-04 16:20
34.9710626,127.5794838,황제삼계탕,korean,yes,yes,061-763-7776,전라남도 광양시 광양읍 서천2길 11,restaurant,24,wlan,,,공공데이터포털,2020-10-29 18:37
34.9373899,127.4972557,돈참 풍덕점,japanese,yes,yes,061-746-5222,전라남도 순천시 풍덕새길 22,restaurant,,wlan,,,공공데이터포털,2020-10-14 10:05
34.7729765,127.6441609,황가네,korean,no,yes,061-684-2555,전라남도 여수시 화산로 53,restaurant,15,wlan,,,공공데이터포털,2020-10-25 21:48
34.3207642,126.7459023,통뼈감자탕,korean,yes,yes,061-555-3377,전라남도 완도군 완도읍 장보고대로 157,restaurant,,wlan,,,공공데이터포털,2020-10-29 9:46
34.7217846,127.7218625,경도회관,fish,yes,yes,061-666-0044,전라남도 여수시 대경도길 2-2,restaurant,,wlan,,,공공데이터포털,2020-10-23 15:04
34.9712596,127.58115,대호불고기,meat,yes,yes,061-762-5678,전라남도 광양시 광양읍 서북1길 4,restaurant,24,wlan,,,공공데이터포털,2020-10-08 10:36
34.9531189,127.519828,바우네나주곰탕 순천연향점,korean,yes,yes,061-722-9233,전라남도 순천시 연향상가5길 17 1층,restaurant,,wlan,,http://baune70.modoo.at,공공데이터포털,2020-11-11 16:20
34.7519904,127.702026,백수초밥,sushi,yes,yes,061-651-1133,전라남도 여수시 여문문화1길 54,restaurant,,wlan,,,공공데이터포털,2020-10-19 16:15
34.7544023,127.655686,숯불촌,meat,no,yes,061-682-6767,전라남도 여수시 장성1길 11,restaurant,32,no,,,공공데이터포털,2020-11-11 9:13
34.9415205,127.4931427,다비다회관,korean,yes,yes,061-741-8292,전라남도 순천시 장평안길 84,restaurant,,wlan,yes,,공공데이터포털,2020-10-15 18:24
34.3175146,126.7507345,황가네해물짬뽕,chinese,yes,yes,061-552-9300,전라남도 완도군 완도읍 해변공원로 39,restaurant,50,wlan,,,공공데이터포털,2020-10-29 9:32
34.9778977,127.5790568,먹어섬횟집,japanese,yes,yes,061-761-9092,전라남도 광양시 광양읍 매천로 755,restaurant,24,no,,,공공데이터포털,2020-10-08 17:09
34.9448032,127.5246512,정든닭발 금당점,chicken,yes,yes,061-725-4878,전라남도 순천시 하대석길 23 정든닭발,restaurant,8,wlan,,,공공데이터포털,2020-11-13 14:01
34.9747135,127.482428,홍능숯불갈비,korean,no,yes,061-751-8233,전라남도 순천시 중앙로 328,restaurant,,wlan,,,공공데이터포털,2020-10-08 16:54
34.7462445,127.672782,전가복,chinese,yes,yes,061-686-5088,전라남도 여수시 예울마루로 35-41,restaurant,20,wlan,,,공공데이터포털,2020-10-28 9:27
34.7762695,127.6486558,어매해물삼합,korean,yes,yes,061-681-4666,전라남도 여수시 성산3길 24-4,restaurant,,wlan,,,공공데이터포털,2020-11-13 10:50
34.9274642,127.488074,돌마당국밥,korean,yes,yes,061-744-4385,전라남도 순천시 덕월길 54,restaurant,16,no,,,공공데이터포털,2020-10-21 12:36
34.6891123,126.7137347,신흥식당,korean,yes,yes,061-432-5252,전라남도 강진군 성전면 시천길 45,restaurant,120,no,,,공공데이터포털,2020-11-05 17:37
34.9470596,127.5253875,일품매우 순천점,beef,yes,yes,061-724-5455,전라남도 순천시 대석3길 3-26,restaurant,12,wlan,,,공공데이터포털,2020-11-13 14:47
34.7753387,127.6442785,만나육식당,korean,yes,yes,061-921-5840,전라남도 여수시 성산로 63,restaurant,5,wlan,,,공공데이터포털,2020-10-30 22:51
34.7583608,127.6611191,오죽헌한정식,korean,yes,yes,061-685-1700,전라남도 여수시 시청서1길 36,restaurant,,wlan,yes,http://ojukheon.kr/,공공데이터포털,2020-11-18 16:47
34.5961018,126.3118468,현대식당,korean,no,yes,061-532-1344,전라남도 해남군 문내면 우수영로 13-1 ,restaurant,48,wlan,,,공공데이터포털,2020-10-28 13:30
34.958302,127.5171396,바른고기엘베요타 순천점,meat,no,yes,061-726-0092,전라남도 순천시 봉화로 247,restaurant,,wlan,,,공공데이터포털,2020-11-24 18:53
34.3140461,126.7574157,다봄,meat,yes,yes,061-555-6363,전라남도 완도군 완도읍 중앙길 15-1,restaurant,40,wlan,,,공공데이터포털,2020-11-11 11:49
34.6414933,126.769868,대흥관,fish,yes,yes,061-432-8644,전라남도 강진군 강진읍 연지길 31,restaurant,68,wlan,,,공공데이터포털,2020-10-15 12:04
34.7654764,127.655407,닭익는마을 전남여천점,chicken,yes,yes,061-691-8844,전라남도 여수시 선원3길 6,restaurant,15,wlan,,https://chickenplace.modoo.at/,공공데이터포털,2020-10-18 20:33
34.6470571,126.783875,청자골종가집,korean,no,yes,061-433-1100,전라남도 강진군 군동면 종합운동장길 106-11,restaurant,200,wlan,,http://www.foodsidae.com/chungjagol,공공데이터포털,2020-11-04 17:42
34.7142358,126.8155433,수인관,meat,yes,yes,061-432-1027,전라남도 강진군 병영면 병영성로 107-10,restaurant,,wlan,yes,,공공데이터포털,2020-11-17 14:46
34.576273,126.5948533,청석골,korean,yes,yes,061-536-0039,전라남도 해남군 해남읍 북부순환로 166 청석골냉면,restaurant,80,wlan,,,공공데이터포털,2020-10-26 10:56
34.3041228,126.7174186,만남의광장,chicken,yes,yes,061-554-3153,전라남도 완도군 완도읍 청해진서로 414,restaurant,90,wlan,,,공공데이터포털,2020-11-16 9:46
34.315422,126.7593019,사오정 식당,fish,yes,yes,061-553-4050,전라남도 완도군 완도읍 장보고대로 315,restaurant,46,wlan,,,공공데이터포털,2020-11-16 9:38
34.3255504,126.74916,동서지간,korean,yes,yes,061-555-9999,전라남도 완도군 완도읍 해변공원로124번길 15,restaurant,30,wlan,,,공공데이터포털,2020-11-09 14:56
34.5430332,126.6107875,진솔통닭,chicken,yes,yes,061-536-4643,전라남도 해남군 해남읍 고산로 262 진솔통닭,restaurant,150,wlan,,,공공데이터포털,2020-10-26 10:15
34.96675,127.757247,나루터횟집,fish,yes,yes,061-772-2217,전라남도 광양시 진월면 망덕길 143,restaurant,24,wlan,,,공공데이터포털,2020-10-19 14:21
34.8895737,126.692675,신월착한고기,meat,yes,yes,061-472-9039,전라남도 영암군 신북면 간은정로 24,restaurant,80,wlan,yes,,공공데이터포털,2020-10-14 18:40
34.3140305,126.7578395,한국관,korean,yes,yes,061-552-1215,전라남도 완도군 완도읍 군내3번길 24-6,restaurant,68,wlan,,,공공데이터포털,2020-11-16 9:33
34.323218,126.7477719,대복횟집,fish,yes,yes,061-554-3341,전라남도 완도군 완도읍 해변공원로 109-1,restaurant,60,wlan,,http://daebock.modoo.at,공공데이터포털,2020-11-10 9:29
34.9372896,127.7021983,소문한정식,korean,no,yes,061-794-5667,전라남도 광양시 눈소1길 52-1,restaurant,,wlan,,,공공데이터포털,2020-10-19 14:28
34.7437319,127.7504924,연화정,korean,no,yes,061-663-8888,전라남도 여수시 오동도로 61-20,restaurant,,wlan,,,공공데이터포털,2020-10-14 13:13
34.639117,126.767235,해태식당,korean,no,yes,061-434-2486,전라남도 강진군 강진읍 서성안길 6,restaurant,100,wlan,,,공공데이터포털,2020-10-20 18:13
34.495829,126.61717,전주식당,korean,no,yes,061-532-7696,전라남도 해남군 삼산면 대흥사길 170 ,restaurant,60,wlan,yes,,공공데이터포털,2020-10-26 11:26
34.7128587,126.8168645,설성식당,korean,yes,yes,061-433-1282,전라남도 강진군 병영면 병영성로 92,restaurant,80,no,,,공공데이터포털,2020-11-12 17:26
34.9692245,127.5795446,시내식당,meat,yes,yes,061-763-0360,전라남도 광양시 광양읍 서천1길 38,restaurant,48,wlan,yes,,공공데이터포털,2020-10-12 21:49
34.7387761,127.7320581,구백식당,fish,yes,yes,061-662-0900,전라남도 여수시 여객선터미널길 18,restaurant,,no,,,공공데이터포털,2020-10-28 22:34
34.3169804,126.7521906,추섬활어회식당,fish,yes,yes,061-554-9431,전라남도 완도군 완도읍 해변공원로 27,restaurant,88,wlan,,,공공데이터포털,2020-11-16 9:54
34.7433881,127.7491738,삼학집,fish,yes,yes,061-662-0261,전라남도 여수시 오동도로 66,restaurant,,wlan,,https://www.instagram.com/samhak_yeosu/,공공데이터포털,2020-11-03 10:46
34.9621542,127.7248152,중앙칡냉면&왕솥뚜껑삼겹살,korean,yes,yes,061-793-7938,전라남도 광양시 광영로 36,restaurant,28,wlan,,,공공데이터포털,2020-11-13 13:42
34.7725606,127.6428443,킹콩부대찌개 여수여천점,korean,yes,yes,061-692-7070,전라남도 여수시 화산로 39-1 1층,restaurant,,wlan,,http://kingkongbudae.co.kr/,공공데이터포털,2020-11-18 16:05
34.9768604,127.579914,꿀돼지,meat,no,yes,061-763-3233,전라남도 광양시 광양읍 매천로 764,restaurant,36,wlan,,http://0617633233.tshome.co.kr/,공공데이터포털,2020-10-12 21:26
34.7405837,127.7334473,일조오리탕,meat,yes,yes,061-666-1780,전라남도 여수시 통제영2길 8-12,restaurant,16,no,,,공공데이터포털,2020-10-28 9:20
34.6385184,126.7637686,한국관,korean,yes,yes,061-434-8400,전라남도 강진군 강진읍 탐진로 63,restaurant,93,wlan,,,공공데이터포털,2020-10-21 11:22
34.9761113,127.5856524,대한식당,meat,yes,yes,061-763-0095,전라남도 광양시 광양읍 매일시장길 12-15,restaurant,8,wlan,,,공공데이터포털,2020-11-03 14:02
34.9096467,127.3389455,녹수식당,korean,no,yes,061-754-6504,전라남도 순천시 낙안면 읍성로 406,restaurant,,wlan,,,공공데이터포털,2020-11-24 17:21
34.7576858,127.657182,환희,fish,yes,yes,061-691-2724,전라남도 여수시 시청서3길 21-1,restaurant,80,no,,,공공데이터포털,2020-11-09 12:37
34.566033,126.5958221,정성한우촌,meat,yes,yes,061-535-9393,전라남도 해남군 해남읍 남부순환로 146-7,restaurant,,wlan,,,공공데이터포털,2020-10-26 9:37
35.0690952,127.5035135,산수정산장,chicken,yes,yes,061-755-9933,전라남도 순천시 서면 청소길 442,restaurant,280,wlan,,,공공데이터포털,2020-11-19 22:23
34.9203591,127.4819037,벽오동,korean,no,yes,061-743-5569,전라남도 순천시 상사호길 73,restaurant,,wlan,,,공공데이터포털,2020-10-15 18:10
34.3163653,126.7503313,개성순두부전문점,korean,yes,yes,061-554-8484,전라남도 완도군 완도읍 개포로 19,restaurant,150,wlan,,,공공데이터포털,2020-10-29 10:06
34.773629,127.7459568,유자가든,korean,yes,yes,061-654-5100,전라남도 여수시 망양로 208,restaurant,24,wlan,,,공공데이터포털,2020-10-29 12:39
34.5512866,126.6093809,고수골가든,chicken,no,yes,061-536-3525,전라남도 해남군 해남읍 고산로 159-41 ,restaurant,60,wlan,,,공공데이터포털,2020-10-28 10:46
34.7924206,127.6469297,삼대농원,chicken,yes,yes,061-683-8879,전라남도 여수시 오산길 18,restaurant,100,wlan,yes,,공공데이터포털,2020-11-18 9:26
34.7396461,127.7341051,복춘식당,korean,no,yes,061-662-5260,전라남도 여수시 교동남1길 5-8,restaurant,18,wlan,,,공공데이터포털,2020-11-13 18:43
34.7739501,127.6477256,여수초밥,sushi,yes,yes,061-686-1502,전라남도 여수시 화산로 88,restaurant,,wlan,,,공공데이터포털,2020-11-08 22:31
34.9598304,127.7240814,울금오리,meat,yes,yes,,전라남도 광양시 금영로 50-1,restaurant,,no,,,공공데이터포털,2020-10-14 15:13
34.6390997,126.7736317,모란한정식,korean,no,yes,061-433-2211,전라남도 강진군 강진읍 오감길 2 2동 9호,restaurant,36,wlan,yes,http://www.instagram.com/moran_kr.food_/,공공데이터포털,2020-10-19 9:23
34.9354888,127.7231413,새터코다리,korean,yes,yes,061-795-1300,전라남도 광양시 금호로 26,restaurant,36,wlan,,,공공데이터포털,2020-10-19 10:54
34.7328879,126.7113095,범바위삼계탕,korean,yes,yes,061-434-1911,전라남도 강진군 성전면 백운로 1-30,restaurant,12,no,,,공공데이터포털,2020-11-06 14:53
35.0560886,127.4969269,한솔가든,meat,yes,yes,061-755-3785,전라남도 순천시 서면 청소길 387 한솔가든,restaurant,320,wlan,,,공공데이터포털,2020-11-20 17:06
34.5761948,126.5945381,소망식당,korean,yes,yes,061-533-3456,전라남도 해남군 해남읍 구교2길 2,restaurant,,wlan,,http://blog.naver.com/kate6412/220376760650,공공데이터포털,2020-10-14 16:17
34.8517654,127.4914875,전망대가든,fish,yes,yes,061-742-9496,전라남도 순천시 별량면 일출길 261 ,restaurant,60,no,,,공공데이터포털,2020-11-24 18:50
34.8273108,127.6855553,그집소머리곰탕,korean,yes,yes,061-685-1052,전라남도 여수시 중흥3로 25-17,restaurant,,no,,,공공데이터포털,2020-11-11 12:55
34.540968,126.6121856,해물밭에 노는 닭,korean,yes,yes,061-533-5311,전라남도 해남군 해남읍 고산로 291,restaurant,80,wlan,yes,,공공데이터포털,2020-10-20 13:37
34.7775899,127.6505135,여수부부횟집,fish,yes,yes,061-685-1900,전라남도 여수시 무선로 203,restaurant,12,wlan,,http://www.ok114.co.kr/0616851900,공공데이터포털,2020-10-30 22:01
34.5759743,126.5894486,만재가든,korean,no,yes,061-533-6222,전라남도 해남군 해남읍 중앙1로 356,restaurant,100,wlan,yes,,공공데이터포털,2020-10-26 10:43
34.9623528,127.4849457,남가참숯불구이,meat,yes,yes,061-752-2654,전라남도 순천시 북문길 137 나동 1층,restaurant,24,no,,,공공데이터포털,2020-11-12 16:11
34.9698245,127.5890804,유정가든,korean,yes,yes,061-763-1716,전라남도 광양시 광양읍 인서중앙길 66,restaurant,44,no,,,공공데이터포털,2020-10-12 21:57
34.7718274,127.63895,국가대표 무선점,korean,yes,yes,061-681-1191,전라남도 여수시 덕양로 144,restaurant,,wlan,,http://gukgaa.cityfood.co.kr/,공공데이터포털,2020-10-25 20:31
34.7419275,127.7322047,만나흑돼지,korean,yes,yes,061-665-3399,전라남도 여수시 충무오거리길 13-1,restaurant,,wlan,,,공공데이터포털,2020-12-29 15:46
34.7731397,127.6456835,일성정,korean,yes,yes,061-683-9831,전라남도 여수시 화산로 68,restaurant,36,wlan,,,공공데이터포털,2020-11-09 0:28
34.5684155,126.6240143,소띳기,korean,yes,yes,061-533-5580,전라남도 해남군 해남읍 해남로 160-12,restaurant,,wlan,yes,,공공데이터포털,2020-10-30 16:58
34.7462505,127.672411,통뼈마루감자탕 부대찌개,korean,yes,yes,061-684-4200,"전라남도 여수시 예울마루로 35-42, 2층",restaurant,40,wlan,,,공공데이터포털,2020-11-02 16:10
34.6943166,126.3628054,가마솥나주곰탕,korean,yes,yes,061-537-5205,전라남도 해남군 산이면 관광레저로 1737,restaurant,40,no,,,공공데이터포털,2020-10-19 10:58
34.7609942,127.6607619,섬마을장어구이,fish,yes,yes,061-682-9223,전라남도 여수시 도원로 268(학동),restaurant,,wlan,yes,,공공데이터포털,2020-11-12 12:56
34.9623005,127.5784702,백운뜰,korean,yes,yes,061-763-9292,전라남도 광양시 광양읍 인덕로 877,restaurant,,wlan,yes,,공공데이터포털,2020-11-11 16:53
34.963654,127.57637,미송,meat,yes,yes,061-763-7932,전라남도 광양시 광양읍 회암길 21-11,restaurant,64,wlan,,,공공데이터포털,2020-11-12 15:51
34.7415532,127.7316431,물망초설렁탕,korean,yes,yes,061-662-5233,전라남도 여수시 충무로 54-7,restaurant,,wlan,,,공공데이터포털,2020-11-12 9:19
34.6446583,126.8137139,방가방가든 군동식당,korean,yes,yes,061-434-1794,전라남도 강진군 군동면 진흥로 303,restaurant,60,wlan,,,공공데이터포털,2020-11-04 18:35
34.7580548,127.6719252,콩시루 전국본점,korean,yes,yes,080-691-6005,전라남도 여수시 망마로 85-1,restaurant,12,wlan,yes,http://www.kongsiru.co.kr/,공공데이터포털,2020-10-15 9:07
34.957525,127.52037,향토정,korean,yes,yes,061-726-6692,전라남도 순천시 남신월4길 13-26,restaurant,,wlan,,http://www.xn--2y5bn8ogkd.com/,공공데이터포털,2020-10-14 16:48
34.3179022,126.7503564,달해도,fish,yes,yes,061-554-7053,전라남도 완도군 완도읍 해변공원로 45-1,restaurant,80,wlan,,,공공데이터포털,2020-11-05 18:09
34.757793,127.666787,담소정,beef,yes,yes,061-681-1551,전라남도 여수시 선소로 57,restaurant,12,wlan,,,공공데이터포털,2020-11-02 14:59
34.7397641,127.7348731,풍산식당,fish,yes,yes,061-662-8697,전라남도 여수시 중앙로 72-26,restaurant,,wlan,,,공공데이터포털,2020-10-18 17:22
34.5525666,126.6042607,호산정,korean,no,yes,061-534-8844,전라남도 해남군 해남읍 고산로 140 ,restaurant,56,wlan,,,공공데이터포털,2020-10-26 11:31
34.9518486,127.5166307,해담국,korean,yes,yes,061-724-5512,전라남도 순천시 충효로 148 중서빌딩 1층,restaurant,,wlan,,,공공데이터포털,2020-11-16 14:33
34.9466472,127.5245996,시모노세키참치,fish,yes,yes,061-721-7937,전라남도 순천시 하대석길 47 시모노세키참치,restaurant,,wlan,,https://djawl6134.wixsite.com/061-721-7937,공공데이터포털,2020-12-29 15:38
34.759144,127.6612941,남경전복,fish,yes,yes,061-686-6653,전라남도 여수시 시청서4길 54,restaurant,,wlan,yes,,공공데이터포털,2020-11-09 11:00
34.76045,127.660173,진미꽃게탕,korean,yes,yes,061-684-1747,전라남도 여수시 시청서1길 8-12,restaurant,,wlan,,,공공데이터포털,2020-11-11 12:47
34.9470625,127.5265279,제주갈치고등어전문점,fish,yes,yes,061-722-2767,전라남도 순천시 대석3길 36 제주갈치고등어전문점,restaurant,48,wlan,,,공공데이터포털,2020-11-16 15:12
34.7456379,127.6543791,항도횟집,fish,no,yes,061-684-0649,전라남도 여수시 소호로 488-1,restaurant,16,wlan,yes,,공공데이터포털,2020-11-11 9:55
34.5167732,126.7211131,다산기사식당,korean,yes,yes,061-433-3383,전라남도 강진군 신전면 백도로 1575,restaurant,,wlan,,,공공데이터포털,2020-11-10 18:00
34.946675,127.5255389,최가네흑두부,korean,yes,yes,061-724-5123,전라남도 순천시 대석3길 9 최가네검정콩흑두부,restaurant,24,wlan,,,공공데이터포털,2020-10-21 12:26
34.7369407,127.7329181,자매식당,korean,yes,yes,061-644-7338,전라남도 여수시 남산로 60-31 여수종합수산시장 2층,restaurant,56,wlan,,http://6447338.modoo.at,공공데이터포털,2020-10-29 9:27
34.7525871,127.7029278,금수산,beef,no,yes,061-651-8127,전라남도 여수시 여문문화길 43,restaurant,24,wlan,,http://www.ok114.co.kr/0616518127,공공데이터포털,2020-10-14 11:23
34.9348456,127.7001254,모던차이나,chinese,yes,yes,061-793-5995,전라남도 광양시 발섬6길 32-1 1층,restaurant,,wlan,yes,,공공데이터포털,2020-10-12 12:56
34.7516416,127.7080069,텃골수육국밥 본점,korean,yes,no,061-654-0310,전라남도 여수시 여서동2길 9-1,restaurant,24,wlan,,,공공데이터포털,2020-10-23 14:22
34.9775672,127.5871079,금목서,meat,yes,yes,061-761-3300,전라남도 광양시 광양읍 읍성길 199,restaurant,,wlan,yes,http://www.kummokseo.modoo.at,공공데이터포털,2020-11-05 14:36
34.991974,127.3428949,수정식당,korean,yes,yes,061-753-7100,"전라남도 순천시 승주읍 승암교길 17 장원식당,민박",restaurant,,wlan,,,공공데이터포털,2020-11-23 17:58
34.9830563,127.5180524,순천IC한우촌,beef,yes,yes,061-755-4201,전라남도 순천시 서면 백강로 574,restaurant,180,wlan,,,공공데이터포털,2020-11-23 17:13
34.9702492,127.5790042,광양삼대불고기집,beef,yes,yes,061-762-9250,전라남도 광양시 광양읍 서천1길 52 (칠성리),restaurant,16,no,yes,,공공데이터포털,2020-10-12 17:27
34.3167034,126.7485042,외갓집밥상,korean,yes,yes,061-555-6500,전라남도 완도군 완도읍 장보고대로 212,restaurant,20,wlan,,,공공데이터포털,2020-11-17 9:48
34.9387987,127.708668,강부자추어탕,korean,yes,yes,061-792-1230,전라남도 광양시 눈소로 77,restaurant,,wlan,,,공공데이터포털,2020-11-09 15:23
34.9296669,127.4901273,청향당자연밥상,korean,no,yes,061-743-5445,전라남도 순천시 우석로 7 청암건강교육센터,restaurant,20,wlan,yes,,공공데이터포털,2020-10-15 18:01
34.9229846,127.49655,명품관순천만점,beef,yes,yes,061-751-3700,전라남도 순천시 순천만길 67,restaurant,64,wlan,yes,,공공데이터포털,2020-10-16 17:50
34.6387769,126.770518,강남회관,korean,yes,yes,061-433-1088,전라남도 강진군 강진읍 보은로2길 23,restaurant,140,wlan,,http://www.ctjournal.kr/home/gangnam/,공공데이터포털,2020-10-30 11:58
34.8926288,127.5089321,강변장어,fish,yes,yes,061-742-4233,전라남도 순천시 순천만길 436,restaurant,68,wlan,,,공공데이터포털,2020-11-21 13:00
34.9403897,127.4969964,싱싱오리,meat,yes,yes,061-741-5001,전라남도 순천시 풍덕1길 14,restaurant,12,no,,,공공데이터포털,2020-10-08 15:57
34.6390208,126.7726396,암되야지식육식당,meat,yes,yes,061-434-9944,전라남도 강진군 강진읍 보은로4길 6,restaurant,,wlan,,,공공데이터포털,2020-10-16 17:40
34.6399084,126.7712129,하나로식당,meat,yes,yes,061-434-0078,전라남도 강진군 강진읍 보은로3길 29,restaurant,50,wlan,,,공공데이터포털,2020-10-21 16:50
34.6394427,126.7745496,예향,korean,no,yes,061-433-5777,전라남도 강진군 강진읍 오감길 2 3동,restaurant,130,wlan,yes,http://yehyang.modoo.at/,공공데이터포털,2020-11-18 10:36
34.6861639,126.7135144,시골마당,korean,yes,yes,061-433-9955,전라남도 강진군 성전면 송계로 829,restaurant,,wlan,,,공공데이터포털,2020-11-05 17:39
34.7517657,127.7011105,조선제일국밥 여문점,korean,yes,yes,061-654-9797,전라남도 여수시 여문문화길 62,restaurant,,wlan,,,공공데이터포털,2020-10-14 13:14
34.9306763,127.6977375,원할머니 보쌈족발 광양중마점,korean,yes,yes,061-792-5355,전라남도 광양시 중마중앙로 5 1층,restaurant,,wlan,,http://bossam.co.kr/,공공데이터포털,2020-10-28 14:47
34.7565392,127.7024182,다다한정식,korean,yes,yes,061-652-0061,전라남도 여수시 여문1로 89,restaurant,60,wlan,,http://www.dadaseafood.com,공공데이터포털,2020-10-15 10:32
34.7714747,127.7038384,계동선어전문,fish,yes,yes,061-654-8134,전라남도 여수시 양지3길 12,restaurant,72,wlan,,,공공데이터포털,2020-11-03 14:10
34.7720444,127.7028381,뚝밥,korean,yes,yes,061-651-0820,전라남도 여수시 대학로 24,restaurant,,wlan,,,공공데이터포털,2020-10-23 15:47
34.7603958,127.6612795,스시명가 경복궁,sushi,yes,yes,061-683-5604,전라남도 여수시 시청서1길 10,restaurant,,wlan,yes,http://www.gyeong.co.kr/,공공데이터포털,2020-11-12 12:48
34.977743,127.4660566,어우림,korean,no,yes,061-752-3480,전라남도 순천시 조비1길 7,restaurant,,wlan,,http://cafe.daum.net/ourimgarden,공공데이터포털,2020-10-19 13:05
34.9494527,127.4900678,효동회관,beef,yes,yes,061-745-5559,전라남도 순천시 장천2길 20-14,restaurant,12,wlan,,,공공데이터포털,2020-10-19 16:54
34.638243,126.7697451,등뼈감자탕,korean,yes,yes,061-434-9991,전라남도 강진군 강진읍 보은로1길 22,restaurant,90,wlan,,http://www.thegamjatang.co.kr/,공공데이터포털,2020-10-21 16:05
34.7760083,127.650775,향촌한우,beef,yes,yes,061-685-8243,전라남도 여수시 무선6길 42-6,restaurant,40,wlan,yes,,공공데이터포털,2020-10-18 21:04
34.9674166,127.4846172,맘스터치 순천대점,chicken,yes,yes,061-754-9282,전라남도 순천시 중앙로 242-1 2층,restaurant,,wlan,,http://momstouch.co.kr/,공공데이터포털,2020-11-17 14:47
34.9372515,127.7017488,진국밥2호점,korean,yes,yes,061-794-0080,전라남도 광양시 눈소1길 56 진국밥2호점,restaurant,16,wlan,,,공공데이터포털,2020-10-14 14:07
34.8889349,127.5685003,율촌정육식당,meat,yes,yes,061-725-3477,전라남도 순천시 해룡면 율촌로 223,restaurant,,wlan,,http://www.instagram.com/eunsug342,공공데이터포털,2020-10-16 17:16
34.9513299,127.51579,조선화로집 순천점,meat,yes,yes,061-741-7733,전라남도 순천시 충효로 139,restaurant,,wlan,,,공공데이터포털,2020-11-06 10:55
34.9743691,127.4951473,봉화숯불갈비&구이,meat,yes,yes,061-755-9266,전라남도 순천시 삼산로 117,restaurant,28,wlan,,,공공데이터포털,2020-11-18 11:41
