경도,위도,ref,name,name:en,name:ko,phone,highway,public_transport
35.04589722,126.7184083,3447,싸이클경기장,Cycle Stadium,싸이클경기장,+82 62 613 5700,bus_stop,platform
35.156992,126.9399001,3026,산수무등파크,Sansu Mudeung Park Apt.,산수무등파크,+82 62 613 5700,bus_stop,platform
35.22506111,126.9846083,3148,교산,Gyosan,교산,+82 62 613 5700,bus_stop,platform
35.13846577,126.82324,3400,구야촌,Guyachon,구야촌,+82 62 613 5700,bus_stop,platform
35.2297066,126.6465776,3487,삼서우체국,Samseo Post Office,삼서우체국,+82 62 613 5700,bus_stop,platform
35.175755,126.746551,3498,노동,Nodong,노동,+82 62 613 5700,bus_stop,platform
35.06936944,126.8024,2217,월성,Wolseong,월성,+82 62 613 5700,bus_stop,platform
35.114656,126.815036,3405,문촌,Munchon,문촌,+82 62 613 5700,bus_stop,platform
35.14788626,126.8454898,3413,상무라인대주,Sangmu Line Daeju Apt.,상무라인대주,+82 62 613 5700,bus_stop,platform
35.10014722,126.8780889,3491,도동교,Dodonggyo Bridge,도동교,+82 62 613 5700,bus_stop,platform
35.23046944,126.9176889,3502,영락공원,Yeongnak Cemetery Park,영락공원,+82 62 613 5700,bus_stop,platform
35.11649722,126.8113,3404,도호,Doho,도호,+82 62 613 5700,bus_stop,platform
35.03075,127.0419806,3411,동면,Dongmyeon,동면,+82 62 613 5700,bus_stop,platform
35.177614,126.804347,3489,하남홈플러스,Hanam Home Plus,하남홈플러스,+82 62 613 5700,bus_stop,platform
35.173973,126.745135,3499,박호1리,Bakho 1(il)-ri,박호1리,+82 62 613 5700,bus_stop,platform
35.15370262,126.8428329,3416,상무해광한신아파트,Sangmu Haegwang Hanshin Apt.,상무해광한신아파트,+82 62 613 5700,bus_stop,platform
35.156507,126.839031,3441,상무지구,Sangmu District,상무지구,,bus_stop,platform
35.07535556,126.9611306,3496,화순터널,Hwasun Tunnel,화순터널,+82 62 613 5700,bus_stop,platform
35.03906667,126.7159444,1694,나주금성고,Naju Geumseong High School,나주금성고,+82 62 613 5700,bus_stop,platform
35.23752778,126.803325,2032,남면보건지소,Nammyeon Branch Community Health Center,남면보건지소,+82 62 613 5700,bus_stop,platform
35.08901944,126.9313167,226,내남,Naenam,내남,+82 62 613 5700,bus_stop,platform
35.200536,126.665292,1997,녹서,Nokseo,녹서,+82 62 613 5700,bus_stop,platform
35.15236111,126.8996861,2703,농협공판장,Nonghyup Joint Market,농협공판장,+82 62 613 5700,bus_stop,platform
35.23808056,126.9551222,1834,담양월곡,Damyang Wolgok,담양월곡,+82 62 613 5700,bus_stop,platform
35.12873478,126.6801173,1660,대산삼거리,Daesan Samgeori,대산삼거리,+82 62 613 5700,bus_stop,platform
35.15596052,126.9114206,296,대인광장(서),Daein Plaza (West),대인광장(서),+82 62 613 5700,bus_stop,platform
35.27651111,126.8873167,2262,대치,Daechi,대치,+82 62 613 5700,bus_stop,platform
35.16655,126.7009639,2723,도림,Dorim,도림,+82 62 613 5700,bus_stop,platform
35.21284167,126.7958194,343,도현,Dohyeon,도현,+82 62 613 5700,bus_stop,platform
35.18274575,126.9313568,2959,동광주진입로,East Gwangju IC Access Road,동광주진입로,+82 62 613 5700,bus_stop,platform
35.20970833,126.6890472,2008,동림마을,Dongnim Village,동림마을,+82 62 613 5700,bus_stop,platform
35.14705788,126.839074,3274,김대중컨벤션센터,Kimdaejung Convention Center,김대중컨벤션센터,+82 62 613 5700,bus_stop,platform
35.050625,126.7229639,1699,나주농협송현지점,Naju Nonghyup Songhyun Branch,나주농협송현지점,+82 62 613 5700,bus_stop,platform
35.17956111,126.6821444,208,남동,Nam-dong,남동,+82 62 613 5700,bus_stop,platform
35.21638333,126.8095972,218,신흥목재포장,Sinheung Wood Package,신흥목재포장,+82 62 613 5700,bus_stop,platform
35.09906389,126.9050528,1996,노대,Nodae,노대,+82 62 613 5700,bus_stop,platform
35.02319722,126.82975,3464,농업기술원,Agricultural Research and Extension Services,농업기술원,+82 62 613 5700,bus_stop,platform
35.248936,126.925496,1884,단지삼거리,Danji Samgeori,단지삼거리,+82 62 613 5700,bus_stop,platform
35.12879118,126.6814673,2168,대산,Daesan  ,대산,+82 62 613 5700,bus_stop,platform
35.15704167,126.9117639,390,대인광장(북),Daein Plaza (North),대인광장(북),+82 62 613 5700,bus_stop,platform
35.08201967,126.8316248,2197,대촌한일베라체,Daechon Hanil Verace Apt.,대촌한일베라체,+82 62 613 5700,bus_stop,platform
34.997661,126.820986,2332,도래,Dorae,도래,+82 62 613 5700,bus_stop,platform
35.12569722,126.6892111,2166,도야,Doya,도야,+82 62 613 5700,bus_stop,platform
35.17044722,126.9248528,347,동강대후문,Dongkang College Back Gate,동강대후문,+82 62 613 5700,bus_stop,platform
35.17731389,126.8643028,360,동림삼익아파트,Dongnim Samik Apt.,동림삼익아파트,+82 62 613 5700,bus_stop,platform
35.15504605,126.7391863,2360,동명고,Dongmyoung High School,동명고,+82 62 613 5700,bus_stop,platform
35.15146389,126.9366333,370,동산아파트,Dongsan Apt.,동산아파트,+82 62 613 5700,bus_stop,platform
35.12714722,126.6865333,3395,동촌,Dongchon,동촌,+82 62 613 5700,bus_stop,platform
35.21550556,126.7617889,3312,두동,Dudong,두동,+82 62 613 5700,bus_stop,platform
35.16931667,126.9325361,395,두암초교,Duam Elementary School,두암초교,+82 62 613 5700,bus_stop,platform
35.12758056,126.8311528,1718,마산(서창),Masan (Seochang),마산(서창),+82 62 613 5700,bus_stop,platform
35.15598713,126.8953257,142,그린파크,Green Park Apt.,그린파크,+82 62 613 5700,bus_stop,platform
35.048113,126.905647,4157,앵남2구,Aengnam District 2,앵남2구,+82 62 613 5700,bus_stop,platform
35.148679,126.91785,3192,국립아시아문화전당(구.도청),Asia Culture Center,국립아시아문화전당(구.도청),+82 62 613 5700,bus_stop,platform
35.16266111,126.8577806,29,계수,Gyesu,계수,+82 62 613 5700,bus_stop,platform
35.20683056,126.6869111,124,구룡(본량),Guryong (Bollyang),구룡(본량),+82 62 613 5700,bus_stop,platform
35.1481301,126.841176,188,5.18자유공원,May 18th Liberty Park,5.18자유공원,+82 62 613 5700,bus_stop,platform
35.22226093,126.8808873,252,건국동행정복지센터,Geonguk-dong Administration Welfare Center,건국동행정복지센터,+82 62 613 5700,bus_stop,platform
35.17422778,126.8171889,1049,운남삼성아파트,Unnam Samsung Apt.,운남삼성아파트,+82 62 613 5700,bus_stop,platform
35.302083,126.930313,3467,수북사거리,Subuk 4-Way Junc,수북사거리,+82 62 613 5700,bus_stop,platform
35.15374342,126.8884048,316,광주시립미술관하정웅미술관,Gwangju Museum of Art and Ha Jung-woong Museum of Art,광주시립미술관하정웅미술관,+82 62 613 5700,bus_stop,platform
35.2068883,126.8941497,1457,일동초교,Ildong Elementary School,일동초교,+82 62 613 5700,bus_stop,platform
35.150164,126.896205,378,동신대한방병원,Dongshin University Oriental Hospital,동신대한방병원,+82 62 613 5700,bus_stop,platform
35.16578611,126.8761,806,광천E편한세상,Gwangcheon e-Pyeonhan Sesang Apt.,광천E편한세상,+82 62 613 5700,bus_stop,platform
35.15390862,126.7989897,3766,광주지방경찰청,Gwangju Metropolitan Police Agency,광주지방경찰청,+82 62 613 5700,bus_stop,platform
35.183122,126.813456,3815,수완중흥S-클래스 2차,Suwan Jungheung S-Class 2nd Apt.,수완중흥S-클래스 2차,+82 62 613 5700,bus_stop,platform
35.1726753,126.8014288,3849,산정초교,Sanjeong Elementary School,산정초교,+82 62 613 5700,bus_stop,platform
35.1143901,126.829717,2182,서창동주민센터,Seochang-dong Community Service Center,서창동주민센터,+82 62 613 5700,bus_stop,platform
35.107397,126.820966,1764,서창치안센터,Seochang Police Patrol & Services Center,서창치안센터,+82 62 613 5700,bus_stop,platform
35.09339882,126.8147248,3293,석교삼거리,Seokgyo Samgeori,석교삼거리,+82 62 613 5700,bus_stop,platform
35.246215,126.778316,3165,선평선창마을입구,Seonpyeong Seonchangmaeul Entrance,선평선창마을입구,+82 62 613 5700,bus_stop,platform
35.03578056,126.7165306,1696,성북육교,Seongbuk Overpass,성북육교,+82 62 613 5700,bus_stop,platform
35.18835,126.7949194,3088,세방전지,Global Battery Co. Ltd,세방전지,+82 62 613 5700,bus_stop,platform
35.15177514,126.804922,3768,소촌남계길,Sochon Namgye-gil,소촌남계길,+82 62 613 5700,bus_stop,platform
35.12393113,126.9320336,511,소태역,Sotae Station,소태역,+82 62 613 5700,bus_stop,platform
35.15757222,126.8715889,800,솔뫼타운,Solmeo Town Apt.,솔뫼타운,+82 62 613 5700,bus_stop,platform
35.13103202,126.9181452,802,송림주택,Songnim Jutaek Apt. ,송림주택,+82 62 613 5700,bus_stop,platform
35.14241344,126.6608022,1635,대봉,Daebong,대봉,+82 62 613 5700,bus_stop,platform
35.063325,126.9800056,1522,화순군선거관리위원회,Hwasun-gun Election Commission,화순군선거관리위원회,+82 62 613 5700,bus_stop,platform
35.03582222,126.7207111,1691,성북아파트,Naju Police Station,성북아파트,+82 62 613 5700,bus_stop,platform
35.12587402,126.8696067,1416,풍암저수지,Pungam Reservoir,풍암저수지,+82 62 613 5700,bus_stop,platform
35.17925278,126.7230028,608,본량초교,Bollyang Elementary School,본량초교,+82 62 613 5700,bus_stop,platform
35.24460278,126.7400667,2085,종산제입구,Jongsanje Entrance,종산제입구,+82 62 613 5700,bus_stop,platform
35.29493333,126.9237667,2253,고성리,Goseong-li,고성리,+82 62 613 5700,bus_stop,platform
35.02916667,127.0505028,382,동암,Dongam,동암,+82 62 613 5700,bus_stop,platform
35.14741111,126.9217889,352,동구청,Dong-gu Office,동구청,+82 62 613 5700,bus_stop,platform
35.12888856,126.6814817,1659,대산,Daesan  ,대산,+82 62 613 5700,bus_stop,platform
35.21174012,126.8277401,3896,도천저수지,Docheon Reservoir,도천저수지,+82 62 613 5700,bus_stop,platform
35.1821165,127.0079259,3903,닭뫼,Dakmoe,닭뫼,+82 62 613 5700,bus_stop,platform
35.16740169,126.8381614,2718,덕흥삼거리,Deokheung Samgeori,덕흥삼거리,+82 62 613 5700,bus_stop,platform
35.17238829,126.9248344,472,말바우시장(동),Malbau Market (East),말바우시장(동),+82 62 613 5700,bus_stop,platform
35.11892011,126.7806477,3116,상선,Sangseon,상선,+82 62 613 5700,bus_stop,platform
35.149305,126.788724,818,송정한전,Songjeong KEPCO,송정한전,+82 62 613 5700,bus_stop,platform
35.12699506,126.7896994,1503,송정호반아파트,Songjeong Hoban Apt.,송정호반아파트,+82 62 613 5700,bus_stop,platform
35.21108302,126.8755831,2950,광주은행양산동지점,Kwangju Bank Yangsan-dong Branch,광주은행양산동지점,+82 62 613 5700,bus_stop,platform
35.132235,126.938232,959,연진회미술원,Yeonjinhoe Academy Of Art,연진회미술원,+82 62 613 5700,bus_stop,platform
35.18394516,126.9116701,1019,오정초교입구,Ojung Elementary School Entrance,오정초교입구,+82 62 613 5700,bus_stop,platform
35.07411667,126.7697944,1677,용봉마을,Yongbong Village,용봉마을,+82 62 613 5700,bus_stop,platform
35.094001,126.962321,2690,용연동,Yongyeon-dong,용연동,+82 62 613 5700,bus_stop,platform
35.14762879,126.8806515,53,광주광역시교육청(광덕고),Gwangju Metropolitan Office of Education,광주광역시교육청(광덕고),+82 62 613 5700,bus_stop,platform
35.217955,126.811145,335,도촌교,Dochon Gyo Birdge,도촌교,+82 62 613 5700,bus_stop,platform
35.14188786,126.8250273,144,장암마을,Jangam Village,장암마을,+82 62 613 5700,bus_stop,platform
35.140992,126.92149,1191,전남대병원/남광주시장,Chonnam National University Hospital / Namgwangju Market,전남대병원/남광주시장,+82 62 613 5700,bus_stop,platform
35.14486111,126.9237806,1232,서남동행정복지센터,Seonam-dong Administration Welfare Center,서남동행정복지센터,+82 62 613 5700,bus_stop,platform
35.168008,126.729344,2123,죽산,Juksan,죽산,+82 62 613 5700,bus_stop,platform
35.16099298,126.9104456,1289,중흥시장,Jungheung Market,중흥시장,+82 62 613 5700,bus_stop,platform
35.16604167,126.872925,1323,진성아파트,Jinseong Apt.,진성아파트,+82 62 613 5700,bus_stop,platform
35.237555,127.014602,2232,창평고입구,Changpyeong High School Entrance,창평고입구,+82 62 613 5700,bus_stop,platform
35.25101389,126.9277444,1893,태령,Taeryeong,태령,+82 62 613 5700,bus_stop,platform
35.20603056,126.7633139,2026,보화촌,Bohwachon,보화촌,+82 62 613 5700,bus_stop,platform
35.195885,126.682098,2028,본량학생야영장,Bollyang Student Camping Site,본량학생야영장,+82 62 613 5700,bus_stop,platform
35.17644444,126.7120278,2031,북성,Bukseong,북성,+82 62 613 5700,bus_stop,platform
35.21756667,126.8511722,3184,우편집중국,Mail Center,우편집중국,+82 62 613 5700,bus_stop,platform
35.135536,126.900186,3561,백운초교(남),Baegun Elementary School (South),백운초교(남),+82 62 613 5700,bus_stop,platform
35.179823,126.814517,1473,목련마을8단지,Mongryeon Village Apt. Complex 8,목련마을8단지,+82 62 613 5700,bus_stop,platform
35.15773333,126.7929222,835,소촌스위트밸리,Sochon Sweet Valley Apt.,소촌스위트밸리,+82 62 613 5700,bus_stop,platform
35.14544429,126.9212464,3907,문화전당역,Culture Complex Station,문화전당역,+82 62 613 5700,bus_stop,platform
35.14624502,126.9189595,3908,문화전당역,Culture Complex Station,문화전당역,+82 62 613 5700,bus_stop,platform
35.18447612,126.8268907,3911,수완아름공원,Suwan Areum Park,수완아름공원,+82 62 613 5700,bus_stop,platform
35.18449198,126.8275376,3912,수완아름공원,Suwan Areum Park,수완아름공원,+82 62 613 5700,bus_stop,platform
35.15549707,126.9308626,672,산수동우체국,Sansu-dong Post Office ,산수동우체국,+82 62 613 5700,bus_stop,platform
35.27086,126.862422,2039,상림,Sanglim,상림,+82 62 613 5700,bus_stop,platform
35.111716,126.691415,1648,내기마을,Naegi Village,내기마을,+82 62 613 5700,bus_stop,platform
35.15098713,126.9022659,276,닭전머리,Dakjeonmeori,닭전머리,+82 62 613 5700,bus_stop,platform
35.16763611,126.9162111,1296,향토문화거리입구,Folk Culture Street Entrance ,향토문화거리입구,+82 62 613 5700,bus_stop,platform
35.1430516,126.8575651,733,금호초교,Kumho Elementary School,금호초교,+82 62 613 5700,bus_stop,platform
35.251165,126.890756,1869,응기,Unggi,응기,+82 62 613 5700,bus_stop,platform
35.17953056,126.6821,2362,남동,Nam-dong,남동,+82 62 613 5700,bus_stop,platform
35.153036,126.731641,2122,운평,Unpyeong,운평,+82 62 613 5700,bus_stop,platform
35.09606858,126.9406167,2667,내남입구,Naenam Entrance,내남입구,+82 62 613 5700,bus_stop,platform
35.24585,126.9190694,2276,수곡,Sugok ,수곡,+82 62 613 5700,bus_stop,platform
35.04568056,126.7184167,3446,싸이클경기장,Cycle Stadium,싸이클경기장,+82 62 613 5700,bus_stop,platform
35.05125278,126.7258889,1683,나주북초교,Naju Buk Elementary School,나주북초교,+82 62 613 5700,bus_stop,platform
35.18571667,126.7992222,3329,정우화학,Jeongwoo Eztech,정우화학,+82 62 613 5700,bus_stop,platform
35.06039722,126.9914917,1528,화순우체국,Hwasun Post Office,화순우체국,+82 62 613 5700,bus_stop,platform
35.18373889,126.9119528,1020,오정초교입구,Ojung Elementary School Entrance,오정초교입구,+82 62 613 5700,bus_stop,platform
35.16683056,126.9107806,93,광주역육교,Gwangju Station Overpass,광주역육교,+82 62 613 5700,bus_stop,platform
35.19918039,126.8326916,3919,수완지구,Suwan District,수완지구,+82 62 613 5700,bus_stop,platform
35.27188611,126.8886056,3928,신남마을,Shinnam Village,신남마을,+82 62 613 5700,bus_stop,platform
35.27190282,126.8887742,3929,신남마을,Shinnam Village,신남마을,+82 62 613 5700,bus_stop,platform
35.18305996,126.8212151,3909,큰별초교,Keunbyeol Elementary School,큰별초교,+82 62 613 5700,bus_stop,platform
35.27700833,126.8882917,3923,대전파출소(서),Daejeon Police Box(west),대전파출소(서),+82 62 613 5700,bus_stop,platform
35.276925,126.8882611,3924,대전파출소(서),Daejeon Police Box(west),대전파출소(서),+82 62 613 5700,bus_stop,platform
35.29617838,126.9346644,3926,대흥리,Daeheung-ri,대흥리,+82 62 613 5700,bus_stop,platform
35.19744179,126.8254343,3947,수완보건지소,Suwan Branch of Community Health Center,수완보건지소,+82 62 613 5700,bus_stop,platform
34.99663794,126.959768,3956,능주교,Neungjugyo(Bridge),능주교,+82 62 613 5700,bus_stop,platform
35.0293976,126.9544901,3958,주도리입구,Judori  Entrance,주도리입구,+82 62 613 5700,bus_stop,platform
35.02935775,126.9546044,3959,주도리입구,Judori  Entrance,주도리입구,+82 62 613 5700,bus_stop,platform
35.20461667,126.8816347,3962,양지마을,Yangji Village,양지마을,+82 62 613 5700,bus_stop,platform
35.20441745,126.8815912,3963,양지마을,Yangji Village,양지마을,+82 62 613 5700,bus_stop,platform
35.17223187,126.8977224,869,용봉2휴먼시아아파트,Yongbong 2 Humansia Apt,용봉2휴먼시아아파트,+82 62 613 5700,bus_stop,platform
35.17648611,126.9338167,909,신흥맨션,Sinheung Mansion Apt.,신흥맨션,+82 62 613 5700,bus_stop,platform
35.04193889,126.9627944,956,연양리1구,Yeonyangli District 1,연양리1구,+82 62 613 5700,bus_stop,platform
35.032785,127.057297,978,천운장,Cheonunjang,천운장,+82 62 613 5700,bus_stop,platform
35.18081944,126.9022278,1009,삼원맨션,Samwon Mansion Apt.,삼원맨션,+82 62 613 5700,bus_stop,platform
35.17535278,126.9319472,526,문화아파트,Munhwa Apt.,문화아파트,+82 62 613 5700,bus_stop,platform
35.115246,126.85905,1727,종합유통단지,Complex Distribution Center,종합유통단지,+82 62 613 5700,bus_stop,platform
35.11098009,126.8940253,1746,송하삼익아파트,Songha Samik Apt.,송하삼익아파트,+82 62 613 5700,bus_stop,platform
35.193037,126.774284,557,방혜,Banghye,방혜,+82 62 613 5700,bus_stop,platform
35.16235833,126.8627861,574,버들마을,Beodeul Village,버들마을,+82 62 613 5700,bus_stop,platform
35.18660918,126.8673913,604,시립장애인복지관,Community Rehabilitation Center,시립장애인복지관,+82 62 613 5700,bus_stop,platform
35.20195,126.9539556,1271,죽곡(남),Jukgok (South),죽곡(남),+82 62 613 5700,bus_stop,platform
35.145193,126.869428,1293,쌍촌시영아파트,Ssangchon Siyeong Apt.,쌍촌시영아파트,+82 62 613 5700,bus_stop,platform
35.16588056,126.8729861,1322,진성아파트,Jinseong Apt.,진성아파트,+82 62 613 5700,bus_stop,platform
35.1933001,126.877223,1353,광주다문화가족지원거점센터,Gwangju Multicultural Family Support Center,광주다문화가족지원거점센터,+82 62 613 5700,bus_stop,platform
35.16642778,126.8583611,1126,극락초교,Geungnak Elementary School,극락초교,+82 62 613 5700,bus_stop,platform
35.229605,126.733384,1150,임동교,Imdonggyo Bridge,임동교,+82 62 613 5700,bus_stop,platform
35.13359531,126.9071462,1172,남광주농협,Namgwangju Nonghyup,남광주농협,+82 62 613 5700,bus_stop,platform
35.158794,126.943186,1213,전망대,Observatory,전망대,+82 62 613 5700,bus_stop,platform
35.15432568,126.7399712,1596,동명고입구,Dongmyoung High School Entrance,동명고입구,+82 62 613 5700,bus_stop,platform
35.12364722,126.9302583,1384,가야농원,Gaya Nongwon,가야농원,+82 62 613 5700,bus_stop,platform
35.16618771,126.8641064,1373,칠성마을,Chilseong Village,칠성마을,+82 62 613 5700,bus_stop,platform
34.997617,126.8209001,1957,도래,Dorae,도래,+82 62 613 5700,bus_stop,platform
35.11649444,126.6846556,2156,광산구유스호스텔,Gwangsan-gu Youth Hostel,광산구유스호스텔,+82 62 613 5700,bus_stop,platform
35.24159722,127.0227306,2233,창평훈련장,Changpyeong Army Training Center,창평훈련장,+82 62 613 5700,bus_stop,platform
35.26915,126.940125,1846,삼지리,Samji-li,삼지리,+82 62 613 5700,bus_stop,platform
35.23015556,126.7368472,2043,석동,Seokdong ,석동,+82 62 613 5700,bus_stop,platform
35.12125117,126.8985147,305,진월대주아파트,Jinwol Daeju Apt.,진월대주아파트,+82 62 613 5700,bus_stop,platform
35.18389167,127.0004861,1913,광주호호수생태원,Gwangjuho Lake Eco Park,광주호호수생태원,+82 62 613 5700,bus_stop,platform
35.21204514,126.8275497,3895,도천저수지,Docheon Reservoir,도천저수지,+82 62 613 5700,bus_stop,platform
35.18212148,127.0078114,3902,닭뫼,Dakmoe,닭뫼,+82 62 613 5700,bus_stop,platform
35.1057026,126.9374428,234,녹동,Nokdong,녹동,+82 62 613 5700,bus_stop,platform
35.12602862,126.7560331,1666,평동초교,Pyeongdong Elementary School,평동초교,+82 62 613 5700,bus_stop,platform
35.15855774,126.9017156,2778,북성중,Buksung Middle School,북성중,+82 62 613 5700,bus_stop,platform
35.11042154,126.9045997,3897,송화마을3단지,Songhwa Village Apt. Complex 3,송화마을3단지,+82 62 613 5700,bus_stop,platform
35.176154,127.010321,3904,평촌,Pyeongchon,평촌,+82 62 613 5700,bus_stop,platform
35.22115,126.82835,71,동원촌,Dongwonchon,동원촌,+82 62 613 5700,bus_stop,platform
35.18688056,126.880775,548,박물관입구,Museum Entrance,박물관입구,+82 62 613 5700,bus_stop,platform
35.14372061,126.799657,808,송정공원역,Songjeong Park Station,송정공원역,+82 62 613 5700,bus_stop,platform
35.17457002,126.8177683,1048,운남삼성아파트,Unnam Samsung Apt,운남삼성아파트,+82 62 613 5700,bus_stop,platform
35.244393,126.914834,2272,북초교,Buk Elemetary School,북초교,+82 62 613 5700,bus_stop,platform
35.220006,126.831417,2736,첨단대우아파트,Cheomdan Daewoo Apt.,첨단대우아파트,+82 62 613 5700,bus_stop,platform
35.21298101,126.9009619,3950,유격훈련장,Ranger Training Center,유격훈련장,+82 62 613 5700,bus_stop,platform
35.16106374,126.8098032,3951,광주무역회관,Gwangju Trade Center,광주무역회관,+82 62 613 5700,bus_stop,platform
35.16178039,126.8098829,3952,광주무역회관,Gwangju Trade Center,광주무역회관,+82 62 613 5700,bus_stop,platform
35.10941883,126.8672849,3953,광주김치타운,Gwangju Kimchi Town,광주김치타운,,bus_stop,platform
35.18170419,126.9374767,3552,각화중,Gakhwa Middle School,각화중,+82 62 613 5700,bus_stop,platform
35.29496111,126.9237139,1857,고성리,Goseong-li,고성리,+82 62 613 5700,bus_stop,platform
35.05329041,126.9713763,1520,대리교통광장(서),Daeri Traffic plaza(West),대리교통광장(서),+82 62 613 5700,bus_stop,platform
